銘柄コード,銘柄名称,株価,前日終値,予想株価 (PERxEPS),始値,高値,安値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
4722,フューチャーアーキテクト(株),683,678,682.7301,697,698,680,70700,32555,47664000,2.78,19.0,11.01,2.03,62.01,336.8,68300,100,876,613
4726,ソフトバンク・テクノロジー(株),1228,1207,1228.0401,1292,1292,1225,30200,13109,10675400,1.63,20.0,11.91,1.19,103.11,1033.73,122800,100,1494,1092
4732,(株)ユー・エス・エス,2061,2051,2060.685,2087,2114,2049,905400,645608,313250000,1.98,40.8,22.77,3.7,90.5,556.65,206100,100,2579,1752
4739,伊藤忠テクノソリューションズ(株),2617,2588,2617.1488999999997,2639,2670,2609,435600,314040,120000000,2.48,65.0,16.81,1.77,155.69,1476.57,261700,100,3235,2050
4751,(株)サイバーエージェント,4745,4820,4745.0042,4930,5020,4720,1080600,299947,63213300,1.05,50.0,21.22,4.51,223.61,1051.4,474500,100,7190,4290
4755,楽天(株),1662,1623,,1663,1687,1646,6279000,2376695,1430021200,,,,3.59,,462.36,166200,100,2395,1524
4761,(株)さくらケーシーエス,661,643,661.0643,662,662,660,6400,7403,11200000,1.82,12.0,49.37,0.49,13.39,1343.81,66100,100,730,621
4768,(株)大塚商会,6540,6500,6539.6538,6640,6750,6460,481800,621307,95001060,1.45,95.0,26.27,3.78,248.94,1728.42,654000,100,7250,3615
4777,(株)ガーラ,830,825,,817,882,817,513700,13077,15755500,0.0,0.0,,12.88,,64.42,83000,100,3475,613
4793,(株)富士通ビー・エス・シー,907,890,907.0962000000001,914,914,893,2800,10703,11800000,2.98,27.0,15.74,0.62,57.63,1474.3,90700,100,1030,831
4812,ＩＳＩＤ,1377,1343,,1373,1425,1359,62100,44878,32591240,2.03,28.0,,1.14,,1212.73,137700,100,1574,1093
4832,ＪＦＥシステムズ(株),1190,1101,1189.4976000000001,1159,1198,1158,1400,9345,7853000,2.52,30.0,9.63,0.93,123.52,1285.36,119000,100,1400,1060
4837,シダックス(株),513,511,512.9487,514,518,511,28000,20991,40918762,2.92,15.0,33.33,1.11,15.39,462.97,51300,100,578,480
4842,(株)ＵＳＥＮ,308,312,308.0896,312,317,307,362200,63802,207148891,,,10.58,2.53,29.12,121.87,30800,100,388,295
4901,富士フイルムホールディングス(株),4734,4686,4733.5205,4790,4810,4710,2893700,2436238,514625728,1.37,65.0,18.95,0.9,249.79,5244.72,473400,100,5293,3631
4902,コニカミノルタ(株),1299,1303,1299.1299000000001,1332,1334,1295,2737500,652961,502664337,2.31,30.0,12.99,1.21,100.01,1072.06,129900,100,1652,1146
4911,(株)資生堂,2626,2599,,2675,2720,2608,3961300,1050600,400000000,0.76,20.0,,2.72,,964.13,262650,100,3328,1646
4912,ライオン(株),1056,1033,1055.9270000000001,1050,1087,1050,1366000,315866,299115346,0.95,10.0,33.31,2.33,31.7,453.88,1056000,1000,1225,600
4922,(株)コーセー,11620,11360,11620.8708,11840,12050,11540,879400,704085,60592541,0.64,74.0,40.92,4.64,283.99,2505.6,1162000,100,13670,4570
4924,(株)ドクターシーラボ,2188,2159,2188.445,2219,2243,2181,148900,111270,50854600,1.87,41.0,20.17,4.73,108.5,462.86,218800,100,2495,1892
4927,(株)ポーラ・オルビスホールディングス,7120,6800,7120.1008,7200,7260,7040,344500,407862,57284039,2.11,150.0,37.49,2.21,189.92,3215.65,712000,100,8410,4835
4967,小林製薬(株),9230,9050,9230.3848,9180,9450,9130,127700,392506,42525000,1.0,92.0,28.91,2.64,319.28,3497.31,923000,100,10770,6860
4968,荒川化学工業(株),1087,1105,1086.8094,1111,1128,1086,74800,22211,20433700,2.76,30.0,9.19,0.48,118.26,2268.71,108700,100,1547,970
5002,昭和シェル石油(株),992,1003,992.1895999999999,1010,1013,985,2189700,373836,376850400,3.83,38.0,13.84,1.39,71.69,715.61,99200,100,1250,950
5012,東燃ゼネラル石油(株),1151,1120,1150.981,1143,1164,1131,3233000,650524,565182000,3.3,38.0,27.95,1.55,41.18,741.42,1151000,1000,1267,974
5019,出光興産(株),1949,1933,1950.0570000000002,2000,2006,1948,791400,311840,160000000,2.57,50.0,5.57,0.53,350.1,3655.05,194900,100,2618,1853
5020,ＪＸホールディングス(株),443,445,443.3714999999999,450,451,443,13632800,1106748,2495485929,3.61,16.0,6.89,0.56,64.35,795.64,44350,100,568,417
5101,横浜ゴム(株),2303,2249,2303.75,2284,2339,2274,837200,390472,169549081,2.26,52.0,9.5,1.08,242.5,2135.18,230300,100,2904,2094
5105,東洋ゴム工業(株),2655,2635,2655.169,2735,2764,2614,1977100,337660,127179073,1.69,45.0,28.1,1.89,94.49,1401.41,265500,100,3030,2107
5108,(株)ブリヂストン,3985,3945,3983.7524999999996,4057,4086,3972,4056600,3240213,813102321,3.01,120.0,9.75,1.44,408.59,2765.74,398500,100,5182,3754
5110,住友ゴム工業(株),1684,1661,1683.6500999999998,1661,1708,1653,1739200,442965,263043057,2.97,50.0,8.03,1.07,209.67,1579.25,168400,100,2313,1593
5186,ニッタ(株),2802,2769,2801.4896,2776,2866,2758,53400,84824,30272503,1.71,48.0,10.84,1.0,258.44,2812.29,280200,100,3530,2648
5196,鬼怒川ゴム工業(株),582,587,581.7298000000001,597,601,580,278000,39168,67299522,2.06,12.0,7.82,1.05,74.39,552.88,582000,1000,727,478
5201,旭硝子(株),709,727,709.1588999999999,726,733,708,9169000,841374,1186705905,2.54,18.0,20.49,0.66,34.61,1076.52,709000,1000,843,564
5214,日本電気硝子(株),530,533,529.9968,539,542,525,4785000,263737,497616234,3.02,16.0,32.96,0.51,16.08,1041.28,530000,1000,726,505
5233,太平洋セメント(株),407,395,407.0872,398,413,397,14237000,503785,1237800586,1.47,6.0,13.52,1.64,30.11,248.79,407000,1000,428,340
5332,ＴＯＴＯ(株),1795,1760,1795.1200000000001,1813,1830,1790,3330000,635363,353962595,1.56,28.0,19.0,2.2,94.48,817.36,1795000,1000,2304,1237
5334,日本特殊陶業(株),2960,2936,2959.1800000000003,3060,3090,2932,1125900,661693,223544820,1.42,42.0,14.0,1.81,211.37,1635.46,296000,100,3900,2834
5393,ニチアス(株),742,739,741.9132,757,759,740,394000,95347,128500619,2.43,18.0,10.62,1.13,69.86,659.19,742000,1000,857,637
5401,新日鐵住金(株),239,241,239.8016,245,246,238,49225000,2277920,9503214022,,,8.42,0.74,28.48,324.28,239700,1000,350,227
5411,ジェイ　エフ　イー　ホールディングス(株),1813,1859,,1890,1892,1812,5195300,1113977,614438399,,,,0.54,,3354.78,181300,100,3081,1734
5471,大同特殊鋼(株),431,427,431.0904,431,435,424,2517000,187264,434487693,2.32,10.0,9.84,0.72,43.81,599.05,431000,1000,609,411
5486,日立金属(株),1502,1482,1502.336,1506,1522,1494,1726000,644214,428904352,1.73,26.0,8.8,1.28,170.72,1169.88,150200,100,2124,1438
5631,(株)日本製鋼所,394,403,394.00079999999997,408,410,392,2367000,146356,371463036,1.27,5.0,21.72,1.06,18.14,372.07,394000,1000,585,376
5706,三井金属,240,244,240.0842,247,248,238,10331000,137512,572966166,2.5,6.0,5.86,0.68,40.97,350.42,240000,1000,374,232
5711,三菱マテリアル(株),366,369,366.1218,376,379,365,13079000,481252,1314895351,2.73,10.0,7.38,0.83,49.61,442.54,366000,1000,518,353
5713,住友金属鉱山(株),1418,1433,1417.6704,1450,1460,1417,5521000,824749,581628031,3.39,48.0,7.52,0.74,188.52,1925.66,1418000,1000,2040,1379
5714,ＤＯＷＡホールディングス(株),1013,1006,1012.7639999999999,1020,1033,1007,1248000,313975,309946031,1.78,18.0,11.1,1.57,91.24,645.62,1013000,1000,1243,837
5802,住友電気工業(株),1620,1612,1620.3516,1652,1667,1613,3030800,1286184,793940571,2.16,35.0,14.28,0.89,113.47,1812.95,162000,100,2037,1404
5857,アサヒホールディングス(株),1723,1710,1723.3138999999999,1750,1753,1717,157400,62466,36254344,3.48,60.0,8.69,1.08,198.31,1601.68,172300,100,2376,1642
5929,三和ホールディングス(株),897,927,896.8527,931,940,892,1987500,218797,243920497,2.23,20.0,14.97,1.72,59.91,520.25,89700,100,1113,779
5938,(株)ＬＩＸＩＬグループ,2389,2375,2389.0208000000002,2425,2433,2383,1211600,747887,313054255,2.51,60.0,227.96,1.24,10.48,1923.66,238900,100,2973,2233
5947,リンナイ(株),8920,8660,8921.449200000001,8810,9120,8770,215900,465771,52216463,0.92,82.0,20.62,1.88,432.66,4742.57,892000,100,10150,7370
5949,ユニプレス(株),2214,2203,2213.055,2243,2273,2210,160800,105495,47649173,1.58,35.0,9.75,0.83,226.98,2668.14,221400,100,2895,1892
5970,(株)ジーテクト,1200,1193,1199.64,1215,1218,1189,97600,52718,43931260,2.17,26.0,9.75,0.5,123.04,2379.27,120000,100,1395,1022
5986,モリテック　スチール(株),302,299,301.9896,303,307,302,13500,6813,22558063,3.31,10.0,13.53,0.53,22.32,570.02,30200,100,340,282
5991,ニッパツ,1141,1137,1141.0464000000002,1162,1172,1136,527700,278479,244066144,1.93,22.0,10.66,1.03,107.04,1110.67,114100,100,1497,979
6037,(株)ファーストロジック,2210,2014,2210.1527,2074,2220,2051,44900,12094,5472400,0.0,0.0,43.43,8.2,50.89,269.35,221000,100,5060,1582
6071,(株)ＩＢＪ,1448,1417,1448.218,1447,1490,1380,193000,18028,12450000,,,33.14,11.71,43.7,123.68,144800,100,2043,713
6093,(株)エスクロー・エージェント・ジャパン,1716,9100,1715.901,1820,1939,1693,163600,6964,4058000,,,35.09,4.38,48.9,391.78,171600,100,15180,5570
6094,(株)フリークアウト,1454,1420,1454.0528000000002,1450,1498,1420,23100,9150,6292660,0.0,0.0,101.54,3.91,14.32,371.48,145400,100,3330,1190
6136,ＯＳＧ,2327,2283,2326.6480000000006,2333,2381,2322,557900,223288,95955226,1.98,46.0,17.26,2.16,134.8,1075.35,232700,100,2939,1850
6146,(株)ディスコ,8850,8970,,9160,9230,8830,296500,316134,35721371,,,,2.04,,4343.06,885000,100,12960,8340
6201,(株)豊田自動織機,5840,5740,5839.4336,5940,5990,5810,1080000,1902909,325840640,1.88,110.0,14.56,0.76,401.06,7715.68,584000,100,7670,5400
6256,(株)ニューフレアテクノロジー,4680,4380,4677.75,4590,4760,4505,27600,56160,12000000,2.67,125.0,6.93,1.2,675.0,3885.49,468000,100,6530,4170
6268,ナブテスコ(株),2404,2428,,2459,2482,2401,956100,308351,128265799,1.83,44.0,,2.08,,1157.0,240400,100,3655,2315
6273,ＳＭＣ(株),29040,28865,29038.488900000004,29445,29965,28830,451800,1956406,67369359,0.69,200.0,19.51,2.04,1488.39,14267.67,2904000,100,39265,26755
6289,(株)技研製作所,1545,1544,1544.7978,1550,1553,1506,49700,38470,24899528,2.01,31.0,16.38,1.92,94.31,806.47,154500,100,2363,1401
6301,コマツ,1994,1962,1994.3766,1995,2034,1984,5953800,1938589,971967660,2.91,58.0,13.62,1.21,146.43,1654.48,199450,100,2686,1892
6302,住友重機械工業(株),516,514,515.8276,521,529,514,5646000,317096,614527405,2.71,14.0,10.54,0.88,48.94,586.39,516000,1000,843,482
6305,日立建機(株),1721,1705,1720.8500000000001,1736,1751,1711,1762600,370213,215115038,3.49,60.0,13.55,0.73,127.0,2344.73,172100,100,2597,1654
6326,(株)クボタ,1824,1800,,1838,1858,1823,4158000,2273104,1246219180,,,,1.87,,973.45,1824000,1000,2194,1615
6361,荏原,473,478,473.0224,485,487,470,5095000,220269,465686024,2.54,12.0,9.16,0.94,51.64,502.06,473000,1000,643,447
6366,千代田化工建設(株),847,853,846.9124,863,870,843,3402000,220495,260324529,1.65,14.0,18.28,1.07,46.33,792.27,847000,1000,1164,810
6367,ダイキン工業(株),7269,7282,7269.417600000001,7500,7580,7184,1920500,2130645,293113973,1.51,110.0,16.32,1.99,445.43,3660.39,726900,100,9758,6855
6370,栗田工業(株),2503,2450,2503.3524999999995,2486,2545,2479,883800,298269,119164594,1.92,48.0,23.65,1.32,105.85,1889.16,250300,100,3150,2338
6371,(株)椿本チエイン,909,909,909.1278,935,942,908,719000,173989,191406969,2.2,20.0,11.34,1.19,80.17,765.17,909000,1000,1250,858
6395,(株)タダノ,1602,1602,1602.7865,1642,1663,1597,1023000,207460,129500355,1.56,25.0,10.15,1.65,157.91,971.08,1602000,1000,2075,1340
6412,(株)平和,2307,2347,2307.5051999999996,2381,2390,2290,920600,230260,99809060,3.47,80.0,8.84,1.2,261.03,1929.41,230700,100,2840,2202
6417,(株)ＳＡＮＫＹＯ,4500,4430,4499.4354,4470,4525,4455,457500,403189,89597500,3.33,150.0,38.46,1.04,116.99,4326.73,450000,100,5120,3915
6425,(株)ユニバーサルエンターテインメント,2332,2303,2331.832,2300,2416,2290,224500,187015,80195000,,,18.4,0.81,126.73,2883.55,233200,100,3450,1806
6448,ブラザー工業(株),1616,1621,1616.1486,1645,1660,1615,1046100,448498,277535866,2.23,36.0,11.82,1.16,136.73,1393.9,161600,100,2192,1522
6460,セガサミーホールディングス(株),1264,1213,1263.6295,1240,1271,1237,3379500,336514,266229476,3.16,40.0,15.61,0.98,80.95,1286.88,126400,100,1878,1124
6463,ＴＰＲ(株),2794,2751,2794.5665999999997,2834,2857,2770,172100,100442,35949099,1.72,48.0,7.71,1.3,362.46,2153.11,279400,100,3990,2590
6465,ホシザキ電機(株),7360,7260,7361.0008,7370,7500,7330,171500,532836,72396250,0.68,50.0,30.44,3.12,241.82,2356.65,736000,100,8340,5640
6471,日本精工(株),1519,1514,1519.51,1525,1555,1507,2627600,837376,551268104,2.24,34.0,11.75,1.71,129.32,888.52,151900,100,2120,1322
6473,(株)ジェイテクト,1693,1670,1692.891,1700,1717,1673,1522300,581184,343286307,2.01,34.0,11.85,1.19,142.86,1421.08,169300,100,2480,1617
6474,(株)不二越,550,556,549.9256,566,569,549,982000,137056,249193436,1.82,10.0,11.32,1.36,48.58,403.12,550000,1000,763,519
6479,ミネベア(株),1504,1527,1504.35,1544,1563,1494,6891000,600348,399167695,,,11.25,2.39,133.72,630.11,1504000,1000,2358,1404
6481,ＴＨＫ(株),2047,2106,2047.4256,2143,2160,2036,1288400,274005,133856903,2.74,56.0,11.22,1.05,182.48,1941.87,204700,100,3345,1980
6501,(株)日立製作所,676,672,676.026,691,693,674,22879000,3267421,4833463387,,,10.53,1.08,64.2,624.2,676000,1000,923,639
6502,(株)東芝,366,367,,374,379,362,40406000,1551386,4237602026,1.09,4.0,,1.09,,336.88,366100,1000,535,341
6503,三菱電機(株),1180,1174,1179.5448000000001,1210,1219,1178,8955000,2533698,2147201551,,,11.51,1.29,102.48,914.43,1180000,1000,1718,1122
6504,富士電機(株),469,467,468.81450000000007,474,480,468,3733000,350101,746484957,,,11.55,1.19,40.59,394.95,469000,1000,617,450
6506,(株)安川電機,1339,1332,1339.173,1350,1368,1330,2949000,352191,263025678,1.49,20.0,14.58,1.99,91.85,673.74,133900,100,1831,1264
6586,(株)マキタ,6600,6700,6601.3258000000005,6770,6840,6560,863000,924058,140008760,,,24.89,1.79,265.22,3680.7,660000,100,7510,5040
6592,マブチモーター(株),5600,5450,5599.552,5710,5790,5580,699200,397194,70927562,1.88,105.0,22.4,1.65,249.98,3394.54,560000,100,8230,4385
6594,日本電産(株),9482,9377,9481.517300000001,9800,9848,9378,2576200,2813721,296743363,0.84,80.0,31.09,3.61,304.97,2626.4,948200,100,11415,7616
6645,オムロン(株),4425,4445,4426.206000000001,4495,4555,4405,1469000,961986,217397872,2.08,92.0,14.46,1.87,306.1,2365.9,442500,100,5900,4090
6651,日東工業(株),2255,2266,2256.026,2340,2340,2251,80200,96965,43000000,3.1,70.0,9.7,1.21,232.58,1858.98,225500,100,2933,2080
6674,(株)ジーエス・ユアサ　コーポレーション,445,441,444.9537,454,454,442,3603000,184041,413574714,2.25,10.0,14.13,1.15,31.49,386.45,445000,1000,586,423
6702,富士通(株),565,560,565.4609999999999,574,577,562,10131000,1170181,2070018213,1.42,8.0,11.7,1.29,48.33,439.05,565300,1000,870,527
6703,ＯＫＩ,218,217,218.09129999999996,220,222,218,8375000,190134,872176028,2.29,5.0,8.61,1.59,25.33,136.75,218000,1000,272,210
6724,セイコーエプソン(株),1924,1890,1923.2395000000001,1921,1947,1911,2431500,768897,399634778,3.12,60.0,9.83,1.37,195.65,1405.23,192400,100,2545,1809
6727,(株)ワコム,426,420,425.91900000000004,430,434,425,988700,72014,169046400,4.23,18.0,20.1,2.36,21.19,180.62,42600,100,649,392
6741,日本信号(株),1066,1082,1066.1963999999998,1102,1120,1066,222300,72850,68339704,2.06,22.0,12.12,0.99,87.97,1071.9,106600,100,1402,1020
6752,パナソニック(株),1279,1286,1278.7896,1325,1335,1276,11218000,3137455,2453053497,,,16.42,1.4,77.88,911.66,127900,100,1854,1180
6754,アンリツ(株),777,767,776.8365,782,787,772,1218400,107316,138115294,3.09,24.0,13.35,1.34,58.19,578.66,77700,100,918,746
6755,(株)富士通ゼネラル,1485,1442,1485.069,1476,1516,1475,913000,162277,109277299,1.21,18.0,11.1,1.95,133.79,761.73,1485000,1000,1827,1098
6758,ソニー(株),3051,2963,3051.4848,3083,3136,3043,13090900,3851488,1262162260,,,25.48,1.19,119.76,2566.95,305150,100,3970,2352
6762,ＴＤＫ(株),7430,7480,7428.384,7580,7650,7360,1529400,962859,129590659,1.62,120.0,14.4,1.23,515.86,6061.04,743000,100,10450,6780
6806,ヒロセ電機(株),13580,13560,13580.6016,13720,13920,13500,135100,543482,40020736,1.77,240.0,21.02,1.66,646.08,8165.2,1358000,100,18990,12314
6841,横河電機(株),1361,1403,1361.0844,1415,1420,1350,2755000,365598,268624510,1.47,20.0,15.24,1.56,89.31,870.79,136100,100,1650,1198
6849,日本光電,2346,2255,2346.6007000000004,2305,2373,2305,708800,210509,89730980,1.49,35.0,16.91,2.11,138.77,1111.99,234600,100,3490,2169
6856,(株)堀場製作所,4135,4100,4133.785,4175,4240,4120,189500,175873,42532752,1.69,70.0,14.53,1.39,284.5,2983.43,413500,100,5410,3675
6861,(株)キーエンス,55300,54310,,56280,56790,55060,245700,3362346,60801921,0.27,150.0,,3.53,,15674.9,5530000,100,70100,51000
6869,シスメックス(株),7360,7310,7360.6888,7600,7690,7330,1476400,1532040,208157632,0.54,40.0,48.04,8.87,153.22,830.08,736000,100,8640,5050
6902,(株)デンソー,5254,5248,5254.3203,5366,5398,5224,1774400,4644897,884068713,2.28,120.0,14.97,1.19,350.99,4426.34,525400,100,6548,5091
6923,スタンレー電気(株),2330,2304,2330.0711,2369,2390,2313,712400,414274,177800000,1.46,34.0,13.93,1.27,167.27,1830.15,233000,100,3160,2221
6952,カシオ計算機(株),2332,2254,2332.2068999999997,2320,2375,2264,2885500,627357,269020914,1.5,35.0,18.47,2.95,126.27,790.93,233200,100,2631,1736
6954,ファナック(株),19320,19665,19321.898999999998,20065,20080,19100,1218100,3978804,205942215,,,23.7,2.82,815.27,6845.44,1932000,100,28575,18220
6963,ローム(株),6400,6380,6399.3112,6570,6590,6380,657600,725760,113400000,2.03,130.0,22.84,0.91,280.18,7016.14,640000,100,9140,5840
6965,浜松ホトニクス(株),2903,2911,2903.2931000000003,2961,2989,2897,768500,486339,167529968,1.17,34.0,25.51,2.63,113.81,1102.31,290300,100,3940,2685
6971,京セラ(株),5907,5787,5907.426,5878,5937,5829,2157100,2230593,377618580,1.69,100.0,18.06,0.91,327.1,6499.44,590700,100,7207,5045
6981,(株)村田製作所,16670,16955,16665.824800000002,17500,17695,16505,2324500,3755144,225263592,1.2,200.0,19.28,3.05,864.41,5469.63,1667000,100,22220,12520
6988,日東電工(株),8151,8105,8152.570799999999,8325,8450,8055,1498100,1416305,173758428,1.59,130.0,15.18,2.14,537.06,3807.1,815100,100,10435,6427
7003,三井造船(株),182,182,182.0256,183,185,180,8020000,151240,830987176,1.65,3.0,11.32,0.63,16.08,287.38,182000,1000,237,170
7011,三菱重工業(株),575,566,575.5278,582,592,573,18138000,1941197,3373647813,2.09,12.0,14.86,1.06,38.73,542.36,575400,1000,805,546
7012,川崎重工業(株),448,449,448.10499999999996,460,463,446,16348000,748521,1670805320,2.68,12.0,10.85,1.74,41.3,256.87,448000,1000,647,423
7013,(株)ＩＨＩ,370,371,369.9528,379,380,367,13262000,572316,1546799542,1.62,6.0,14.64,1.68,25.27,220.68,370000,1000,628,351
7014,(株)名村造船所,850,837,849.9744,896,896,846,408800,58667,69020051,2.35,20.0,15.84,0.54,53.66,1573.35,85000,100,1339,771
7177,ＧＭＯクリックホールディングス(株),726,700,,725,731,722,42700,83454,114950126,,,,3.83,,189.63,72600,100,1419,620
7201,日産自動車(株),1064,1073,1064.164,1104,1116,1060,16987000,4812301,4520715112,3.95,42.0,9.2,0.9,115.67,1176.56,106450,100,1350,963
7202,いすゞ自動車(株),1362,1368,1362.1368000000002,1388,1401,1361,3135900,1155976,848422669,2.35,32.0,10.32,1.47,131.99,926.25,136250,100,1824,1294
7203,トヨタ自動車(株),7026,6920,7028.3517,7170,7190,7007,14393100,24014850,3417997492,,,9.83,1.22,714.99,5741.66,702600,100,8783,6650
7205,日野自動車(株),1279,1271,1279.3809999999999,1310,1325,1264,3594900,734889,574580850,3.13,40.0,9.91,1.72,129.1,742.8,127900,100,1916,1203
7211,三菱自動車(株),922,925,922.2376,950,952,914,5746100,906936,983661919,1.74,16.0,9.07,1.35,101.68,682.3,92200,100,1168,871
7240,ＮＯＫ(株),2948,2828,2948.496,2908,2977,2891,867600,510412,173138537,,,11.59,1.18,254.4,2499.12,294800,100,4395,2692
7242,ＫＹＢ,350,350,350.0172,358,361,348,1837000,90120,257484315,3.14,11.0,9.72,0.52,36.01,671.39,350000,1000,519,338
7245,大同メタル工業(株),1059,1027,1059.5556000000001,1048,1076,1037,136800,47609,44956853,2.46,26.0,7.96,0.97,133.11,1096.86,105900,100,1359,980
7248,カルソニックカンセイ(株),793,788,793.2792000000001,803,811,785,1430000,216681,273241631,1.26,10.0,9.66,1.04,82.12,759.91,793000,1000,984,600
7259,アイシン精機(株),4280,4310,4278.802,4380,4415,4260,957700,1261207,294674634,2.34,100.0,12.1,1.03,353.62,4164.9,428000,100,5890,3990
7261,マツダ(株),2031,2032,2030.3406,2094,2107,2010,7887100,1218647,599875479,1.48,30.0,8.67,1.35,234.18,1503.91,203150,100,2910,1881
7262,ダイハツ工業(株),1464,1467,1464.216,1488,1498,1454,2253800,625308,427122966,,,10.4,1.02,140.79,1442.33,146400,100,1853,1415
7267,ホンダ,3682,3671,3682.032,3730,3762,3668,4886700,6669679,1811428430,2.39,88.0,12.64,0.87,291.3,4221.25,368200,100,4499,3420
7269,スズキ(株),3945,4038,3945.3308,4087,4110,3925,2037300,2213612,561047304,0.68,27.0,20.12,1.46,196.09,2696.62,394550,100,4780,3412
7270,富士重工業(株),4067,4059,4067.9327999999996,4199,4202,4039,4812800,3184307,782865873,,,9.42,2.92,431.84,1393.99,406750,100,4828,3669
7272,ヤマハ発動機(株),2227,2231,2226.5595000000003,2271,2299,2213,2024300,779220,349896784,1.98,44.0,10.23,1.53,217.65,1454.59,222700,100,3245,2108
7276,(株)小糸製作所,4025,3825,4024.77,4020,4120,3995,1120000,647177,160789436,,,17.48,2.39,230.25,1683.8,402500,100,5040,3420
7278,(株)エクセディ,2661,2666,2661.5789999999997,2719,2751,2655,86800,129308,48593736,2.63,70.0,12.17,0.81,218.7,3305.07,266100,100,3310,2523
7279,(株)ハイレックスコーポレーション,3620,3550,3620.3604,3620,3680,3560,17400,138345,38216759,1.42,51.5,8.92,0.98,405.87,3702.04,362000,100,4310,3205
7280,(株)ミツバ,2052,2061,2053.4108,2111,2135,2042,237100,93534,45581809,0.68,14.0,7.07,1.14,290.44,1799.37,205200,100,3575,1863
7282,豊田合成(株),2342,2319,2341.9542,2368,2399,2331,329300,304483,130010011,2.39,56.0,13.18,0.96,177.69,2452.04,234200,100,3150,2218
7296,(株)エフ・シー・シー,1769,1786,1769.1065999999998,1808,1809,1756,935500,93127,52644030,2.26,40.0,13.66,0.75,129.51,2347.57,176900,100,2267,1755
7309,(株)シマノ,15610,14730,15609.305600000002,15320,15960,15310,717700,1447359,92720000,0.99,155.0,24.32,4.03,641.83,3875.66,1561000,100,19360,13240
7313,テイ・エス　テック(株),3175,3100,3176.0736,3160,3225,3130,268800,215900,68000000,2.08,66.0,9.39,1.12,338.24,2837.65,317500,100,3785,2551
7420,佐鳥電機(株),862,865,861.6965000000001,880,890,860,29900,15470,17946826,3.71,32.0,9.55,0.44,90.23,1976.29,86200,100,975,737
7451,三菱食品(株),2443,2391,2442.9518999999996,2425,2467,2401,87100,142001,58125490,1.72,42.0,12.69,0.99,192.51,2455.53,244300,100,2918,2343
7453,(株)良品計画,25360,25020,25361.790000000005,25480,25970,25080,359400,712058,28078000,0.85,215.0,33.45,5.2,758.2,4877.01,2536000,100,29040,12470
7458,(株)第一興商,4355,4365,4355.5304,4490,4490,4310,75600,252699,58025000,2.3,100.0,18.98,2.31,229.48,1885.45,435500,100,5030,3120
7459,(株)メディパルホールディングス,2065,2008,2065.4235,2048,2109,2048,667100,504943,244524496,1.16,24.0,18.27,1.19,113.05,1739.01,206500,100,2388,1319
7483,(株)ドウシシャ,2125,2060,2124.4416,2100,2143,2097,92300,79423,37375636,1.88,40.0,15.36,1.38,138.31,1539.05,212500,100,2350,1606
7518,ネットワンシステムズ(株),712,701,712.0895999999999,730,737,708,768400,61232,86000000,4.21,30.0,18.24,1.08,39.04,656.99,71200,100,955,660
7520,(株)エコス,1131,1111,1131.5044,1132,1157,1102,80600,11469,10140917,1.33,15.0,9.62,1.42,117.62,798.31,113100,100,1360,875
7532,(株)ドンキホーテホールディングス,4735,4645,4734.9588,4845,4880,4710,915700,747746,157918960,0.42,20.0,31.98,3.52,148.06,1344.64,473500,100,5830,3875
7593,ＶＴホールディングス(株),692,673,691.9340000000001,685,701,682,489300,82612,119381034,2.6,18.0,17.32,2.64,39.95,262.41,69200,100,870,440
7595,(株)アルゴグラフィックス,1686,1669,1686.6447999999998,1720,1720,1685,9500,18734,11111400,3.56,60.0,10.03,0.89,168.16,1887.03,168600,100,2069,1611
7606,(株)ユナイテッドアローズ,4605,4670,4605.795,4675,4705,4580,184700,174069,37800000,1.69,78.0,19.62,4.68,234.75,983.83,460500,100,5200,3075
7611,(株)ハイデイ日高,2954,2849,2953.8274,2900,2993,2882,27300,59284,20068980,1.22,36.0,23.18,3.42,127.43,862.49,295400,100,3321,2705
7628,(株)オーハシテクニカ,1364,1366,1363.9443999999999,1400,1400,1360,17900,22151,16240040,2.79,38.0,7.42,0.87,183.82,1563.87,136400,100,1770,1248
7649,スギホールディングス(株),5740,5570,5741.066400000001,5700,5810,5670,202800,363519,63330838,0.7,40.0,26.34,2.85,217.96,2013.38,574000,100,6750,4820
7701,(株)島津製作所,1716,1675,1715.6897999999999,1721,1763,1707,1623000,508057,296070227,0.82,14.0,24.09,2.38,71.22,719.93,1716000,1000,2115,1145
7731,(株)ニコン,1529,1516,1528.9352999999999,1545,1554,1508,4342600,612944,400878921,1.05,16.0,30.33,1.06,50.41,1444.27,152900,100,1809,1383
7741,ＨＯＹＡ(株),4695,4496,,4608,4765,4608,1828100,1999051,425782920,,,,3.41,,1376.68,469500,100,5434,3904
7751,キヤノン(株),3626,3595,3625.8192,3662,3688,3620,5513700,4836226,1333763464,,,16.16,1.23,224.37,2950.15,362600,100,4539,3522
7752,(株)リコー,1157,1158,1157.595,1166,1181,1146,11737600,862236,744912078,3.02,35.0,10.11,0.71,114.5,1630.7,115750,100,1380,1092
