銘柄コード,銘柄名称,株価,前日終値,予想株価 (PERxEPS),始値,高値,安値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
4722,フューチャーアーキテクト(株),669,708,669.0878999999999,686,702,666,151100,31887,47664000,2.84,19.0,10.79,1.99,62.01,336.8,66900,100,876,640
4726,ソフトバンク・テクノロジー(株),1196,1293,1196.076,1233,1274,1196,31100,12768,10675400,1.67,20.0,11.6,1.16,103.11,1033.73,119600,100,1494,1154
4732,(株)ユー・エス・エス,2079,2215,2078.785,2128,2165,2078,859600,651247,313250000,1.96,40.8,22.97,3.73,90.5,556.65,207900,100,2579,1752
4739,伊藤忠テクノソリューションズ(株),2602,2724,2601.5799,2663,2705,2598,551900,312240,120000000,2.5,65.0,16.71,1.76,155.69,1476.57,260200,100,3235,2050
4751,(株)サイバーエージェント,4685,5030,4684.6295,4820,4895,4680,1127400,296154,63213300,1.07,50.0,20.95,4.46,223.61,1051.4,468500,100,7190,4290
4755,楽天(株),1600,1684,,1614,1672,1600,8276200,2288034,1430021200,,,,3.46,,462.36,160000,100,2395,1524
4761,(株)さくらケーシーエス,640,665,640.042,655,659,640,2900,7168,11200000,1.88,12.0,47.8,0.48,13.39,1343.81,64000,100,730,640
4768,(株)大塚商会,6380,6550,6380.3322,6350,6570,6320,443300,606107,95001060,1.49,95.0,25.63,3.69,248.94,1728.42,638000,100,7250,3615
4777,(株)ガーラ,727,840,,790,820,723,738300,11454,15755500,0.0,0.0,,11.29,,64.42,72700,100,3475,613
4793,(株)富士通ビー・エス・シー,878,885,878.2812,880,899,878,17100,10360,11800000,3.08,27.0,15.24,0.6,57.63,1474.3,87800,100,1030,864
4812,ＩＳＩＤ,1308,1379,,1339,1350,1306,33000,42629,32591240,2.14,28.0,,1.08,,1212.73,130800,100,1574,1093
4832,ＪＦＥシステムズ(株),1160,1213,1159.8528000000001,1190,1190,1160,1100,9109,7853000,2.59,30.0,9.39,0.9,123.52,1285.36,116000,100,1400,1160
4837,シダックス(株),503,516,502.9452,510,511,500,88200,20582,40918762,2.98,15.0,32.68,1.09,15.39,462.97,50300,100,578,500
4842,(株)ＵＳＥＮ,321,337,320.9024,332,334,313,398600,66495,207148891,,,11.02,2.63,29.12,121.87,32100,100,388,297
4901,富士フイルムホールディングス(株),4677,4939,4678.5667,4805,4844,4675,4031500,2407162,514625728,1.39,65.0,18.73,0.89,249.79,5244.72,467750,100,5293,3631
4902,コニカミノルタ(株),1312,1362,1312.1312,1332,1343,1303,4274700,659496,502664337,2.29,30.0,13.12,1.22,100.01,1072.06,131200,100,1652,1146
4911,(株)資生堂,2474,2659,,2540,2617,2462,8360900,989600,400000000,0.81,20.0,,2.57,,964.13,247400,100,3328,1646
4912,ライオン(株),1030,1066,1029.933,1045,1077,1030,2242000,308089,299115346,0.97,10.0,32.49,2.27,31.7,453.88,1030000,1000,1225,600
4922,(株)コーセー,10520,11200,10518.9896,10700,11180,10460,1021200,637434,60592541,0.7,74.0,37.04,4.2,283.99,2505.6,1052000,100,13670,4570
4924,(株)ドクターシーラボ,2129,2249,2128.77,2199,2237,2127,234400,108269,50854600,1.93,41.0,19.62,4.6,108.5,462.86,212900,100,2495,1892
4927,(株)ポーラ・オルビスホールディングス,6590,7040,6590.224,6800,6880,6590,445200,377502,57284039,2.28,150.0,34.7,2.05,189.92,3215.65,659000,100,8410,4835
4967,小林製薬(株),8950,9220,8949.4184,9010,9310,8940,190300,380599,42525000,1.03,92.0,28.03,2.56,319.28,3497.31,895000,100,10770,6860
4968,荒川化学工業(株),1063,1158,1063.1574,1128,1136,1061,136600,21721,20433700,2.82,30.0,8.99,0.47,118.26,2268.71,106300,100,1547,1061
5002,昭和シェル石油(株),1010,1090,1010.1120999999999,1062,1063,1003,2815800,380619,376850400,3.76,38.0,14.09,1.41,71.69,715.61,101000,100,1250,1003
5012,東燃ゼネラル石油(株),1101,1168,1101.1532,1118,1133,1090,3398000,622265,565182000,3.45,38.0,26.74,1.48,41.18,741.42,1101000,1000,1267,974
5019,出光興産(株),1989,2078,1988.568,2050,2063,1985,954300,318240,160000000,2.51,50.0,5.68,0.54,350.1,3655.05,198900,100,2618,1890
5020,ＪＸホールディングス(株),447,466,447.876,454,455,445,22094500,1117728,2495485929,3.57,16.0,6.96,0.56,64.35,795.64,44790,100,568,417
5101,横浜ゴム(株),2327,2457,2328.0,2394,2405,2315,713700,394541,169549081,2.23,52.0,9.6,1.09,242.5,2135.18,232700,100,2904,2094
5105,東洋ゴム工業(株),2596,2833,2595.6402999999996,2733,2756,2595,2274600,330157,127179073,1.73,45.0,27.47,1.85,94.49,1401.41,259600,100,3030,2107
5108,(株)ブリヂストン,3981,4203,3979.6666,4080,4129,3981,4892200,3237367,813102321,3.01,120.0,9.74,1.44,408.59,2765.74,398150,100,5182,3981
5110,住友ゴム工業(株),1666,1760,1666.8764999999999,1701,1721,1659,2125300,438230,263043057,3.0,50.0,7.95,1.05,209.67,1579.25,166600,100,2313,1659
5186,ニッタ(株),2930,3190,2930.7096,3100,3115,2930,39900,88698,30272503,1.64,48.0,11.34,1.04,258.44,2812.29,293000,100,3530,2648
5196,鬼怒川ゴム工業(株),590,630,589.9127,620,620,588,390000,39707,67299522,2.03,12.0,7.93,1.07,74.39,552.88,590000,1000,727,478
5201,旭硝子(株),735,782,735.1163999999999,750,765,734,10607000,872229,1186705905,2.45,18.0,21.24,0.68,34.61,1076.52,735000,1000,843,564
5214,日本電気硝子(株),538,568,538.0368,554,560,537,5028000,267718,497616234,2.97,16.0,33.46,0.52,16.08,1041.28,538000,1000,726,505
5233,太平洋セメント(株),393,411,392.9355,403,407,392,18226000,486456,1237800586,1.53,6.0,13.05,1.58,30.11,248.79,393000,1000,428,340
5332,ＴＯＴＯ(株),1883,1966,1882.9864,1916,1977,1878,3678000,666512,353962595,1.49,28.0,19.93,2.3,94.48,817.36,1883000,1000,2304,1237
5334,日本特殊陶業(株),2965,3160,2965.5211,3080,3100,2965,1027300,662810,223544820,1.42,42.0,14.03,1.81,211.37,1635.46,296500,100,3900,2965
5393,ニチアス(株),748,784,748.2006,764,784,748,764000,96118,128500619,2.41,18.0,10.71,1.13,69.86,659.19,748000,1000,857,637
5401,新日鐵住金(株),245,263,244.928,256,259,245,77951000,2328287,9503214022,,,8.6,0.76,28.48,324.28,245000,1000,350,245
5411,ジェイ　エフ　イー　ホールディングス(株),1866,2010,,1960,1966,1864,7493200,1146542,614438399,,,,0.56,,3354.78,186600,100,3081,1864
5471,大同特殊鋼(株),432,454,431.96659999999997,438,446,431,2612000,187699,434487693,2.31,10.0,9.86,0.72,43.81,599.05,432000,1000,609,425
5486,日立金属(株),1540,1681,1539.8944,1610,1628,1538,3249900,660513,428904352,1.69,26.0,9.02,1.32,170.72,1169.88,154000,100,2124,1538
5631,(株)日本製鋼所,400,410,399.987,405,410,395,3586000,148585,371463036,1.25,5.0,22.05,1.08,18.14,372.07,400000,1000,585,395
5706,三井金属,249,261,249.0976,253,257,248,10085000,142669,572966166,2.41,6.0,6.08,0.71,40.97,350.42,249000,1000,374,245
5711,三菱マテリアル(株),380,398,380.0126,390,394,380,12936000,499660,1314895351,2.63,10.0,7.66,0.86,49.61,442.54,380000,1000,518,353
5713,住友金属鉱山(株),1479,1542,1479.882,1510,1515,1476,5893000,860519,581628031,3.24,48.0,7.85,0.77,188.52,1925.66,1479500,1000,2040,1476
5714,ＤＯＷＡホールディングス(株),1034,1093,1033.7492,1065,1073,1030,1572000,320484,309946031,1.74,18.0,11.33,1.6,91.24,645.62,1034000,1000,1243,837
5802,住友電気工業(株),1649,1763,1648.7190999999998,1705,1719,1649,3913000,1309208,793940571,2.12,35.0,14.53,0.91,113.47,1812.95,164900,100,2037,1404
5857,アサヒホールディングス(株),1717,1784,1717.3646,1752,1778,1717,254000,62249,36254344,3.49,60.0,8.66,1.07,198.31,1601.68,171700,100,2376,1717
5929,三和ホールディングス(株),891,942,890.8616999999999,917,934,889,1313600,217333,243920497,2.24,20.0,14.87,1.71,59.91,520.25,89100,100,1113,779
5938,(株)ＬＩＸＩＬグループ,2378,2514,2378.0168,2457,2492,2378,1684200,744443,313054255,2.52,60.0,226.91,1.24,10.48,1923.66,237800,100,2973,2233
5947,リンナイ(株),8750,9400,8748.3852,9250,9250,8750,170200,456894,52216463,0.94,82.0,20.22,1.84,432.66,4742.57,875000,100,10150,7370
5949,ユニプレス(株),2245,2414,2244.8322,2350,2367,2245,137900,106972,47649173,1.56,35.0,9.89,0.84,226.98,2668.14,224500,100,2895,1892
5970,(株)ジーテクト,1192,1240,1192.2576,1210,1240,1182,159200,52366,43931260,2.18,26.0,9.69,0.5,123.04,2379.27,119200,100,1395,1022
5986,モリテック　スチール(株),300,313,299.9808,312,315,300,45100,6767,22558063,3.33,10.0,13.44,0.53,22.32,570.02,30000,100,340,300
5991,ニッパツ,1170,1244,1169.9472,1200,1207,1168,861400,285557,244066144,1.88,22.0,10.93,1.05,107.04,1110.67,117000,100,1497,979
6037,(株)ファーストロジック,2000,2500,1999.9769999999999,2200,2323,2000,113900,10945,5472400,0.0,0.0,39.3,7.43,50.89,269.35,200000,100,5060,1833
6071,(株)ＩＢＪ,1330,1561,1329.7910000000002,1473,1500,1315,239600,16559,12450000,,,30.43,10.75,43.7,123.68,133000,100,2043,713
6093,(株)エスクロー・エージェント・ジャパン,9230,12230,9230.630000000001,11120,11350,9230,103600,7491,811600,,,37.75,4.71,244.52,1958.92,923000,100,15180,5570
6094,(株)フリークアウト,1406,1678,1405.9376000000002,1700,1700,1405,49100,8847,6292660,0.0,0.0,98.18,3.78,14.32,371.48,140600,100,3330,1405
6136,ＯＳＧ,2225,2345,2225.5480000000002,2239,2287,2224,674600,213500,95955226,2.07,46.0,16.51,2.07,134.8,1075.35,222500,100,2939,1850
6146,(株)ディスコ,8700,9120,,8860,9120,8690,354300,310776,35721371,,,,2.0,,4343.06,870000,100,12960,8690
6201,(株)豊田自動織機,5600,6020,5598.797600000001,5810,5860,5600,1062100,1824708,325840640,1.96,110.0,13.96,0.73,401.06,7715.68,560000,100,7670,5600
6256,(株)ニューフレアテクノロジー,4590,4800,4590.0,4590,4650,4480,25200,55080,12000000,2.72,125.0,6.8,1.18,675.0,3885.49,459000,100,6530,4170
6268,ナブテスコ(株),2437,2500,,2421,2484,2421,1612600,312584,128265799,1.81,44.0,,2.11,,1157.0,243700,100,3655,2421
6273,ＳＭＣ(株),27885,29735,27892.4286,28800,29175,27885,387400,1878595,67369359,0.72,200.0,18.74,1.95,1488.39,14267.67,2788500,100,39265,27885
6289,(株)技研製作所,1499,1570,1498.5859,1549,1557,1489,139500,37324,24899528,2.07,31.0,15.89,1.86,94.31,806.47,149900,100,2363,1489
6301,コマツ,2092,2144,2092.4847,2100,2119,2076,9754800,2033842,971967660,2.77,58.0,14.29,1.26,146.43,1654.48,209250,100,2686,2076
6302,住友重機械工業(株),523,549,523.1686,525,539,523,7628000,321398,614527405,2.68,14.0,10.69,0.89,48.94,586.39,523000,1000,843,523
6305,日立建機(株),1801,1874,1800.86,1844,1849,1790,2265900,387422,215115038,3.33,60.0,14.18,0.77,127.0,2344.73,180100,100,2597,1790
6326,(株)クボタ,1812,1945,,1885,1891,1811,7199000,2258149,1246219180,,,,1.86,,973.45,1812000,1000,2194,1615
6361,荏原,490,507,490.0636,500,506,486,6691000,228186,465686024,2.45,12.0,9.49,0.98,51.64,502.06,490000,1000,643,447
6366,千代田化工建設(株),869,911,869.1508,895,909,868,3991000,226222,260324529,1.61,14.0,18.76,1.1,46.33,792.27,869000,1000,1164,868
6367,ダイキン工業(株),7250,7519,7251.6004,7293,7471,7225,2356700,2125076,293113973,1.52,110.0,16.28,1.98,445.43,3660.39,725000,100,9758,7225
6370,栗田工業(株),2479,2627,2479.007,2560,2579,2479,611300,295409,119164594,1.94,48.0,23.42,1.31,105.85,1889.16,247900,100,3150,2338
6371,(株)椿本チエイン,910,958,909.9295,940,952,910,1010000,174180,191406969,2.2,20.0,11.35,1.19,80.17,765.17,910000,1000,1250,887
6395,(株)タダノ,1599,1730,1599.6283,1670,1675,1594,910000,207071,129500355,1.56,25.0,10.13,1.65,157.91,971.08,1599000,1000,2075,1340
6412,(株)平和,2351,2483,2351.8803,2424,2460,2348,709600,234651,99809060,3.4,80.0,9.01,1.22,261.03,1929.41,235100,100,2840,2226
6417,(株)ＳＡＮＫＹＯ,4415,4560,4415.2026,4450,4495,4410,747400,395573,89597500,3.4,150.0,37.74,1.02,116.99,4326.73,441500,100,5120,3915
6425,(株)ユニバーサルエンターテインメント,2269,2560,2268.467,2416,2481,2256,508700,181962,80195000,,,17.9,0.79,126.73,2883.55,226900,100,3450,1806
6448,ブラザー工業(株),1618,1730,1617.5158999999999,1654,1693,1618,2339200,449053,277535866,2.22,36.0,11.83,1.16,136.73,1393.9,161800,100,2192,1563
6460,セガサミーホールディングス(株),1208,1312,1207.7740000000001,1261,1269,1208,3394800,321605,266229476,3.31,40.0,14.92,0.94,80.95,1286.88,120800,100,1878,1208
6463,ＴＰＲ(株),2800,3035,2798.1911999999998,2944,2969,2793,202300,100657,35949099,1.71,48.0,7.72,1.3,362.46,2153.11,280000,100,3990,2633
6465,ホシザキ電機(株),7320,7790,7319.8913999999995,7500,7590,7250,462000,529941,72396250,0.68,50.0,30.27,3.11,241.82,2356.65,732000,100,8340,5640
6471,日本精工(株),1540,1602,1540.2012,1550,1586,1539,5032800,848953,551268104,2.21,34.0,11.91,1.73,129.32,888.52,154000,100,2120,1322
6473,(株)ジェイテクト,1716,1816,1715.7486000000001,1776,1793,1712,1631100,589079,343286307,1.98,34.0,12.01,1.21,142.86,1421.08,171600,100,2480,1712
6474,(株)不二越,554,590,553.812,573,579,553,1565000,138053,249193436,1.81,10.0,11.4,1.37,48.58,403.12,554000,1000,763,553
6479,ミネベア(株),1503,1595,1503.0128,1525,1554,1503,4947000,599949,399167695,,,11.24,2.39,133.72,630.11,1503000,1000,2358,1503
6481,ＴＨＫ(株),2071,2123,2071.1479999999997,2073,2108,2060,1473700,277218,133856903,2.7,56.0,11.35,1.07,182.48,1941.87,207100,100,3345,2060
6501,(株)日立製作所,679,720,679.878,694,695,676,36278000,3285305,4833463387,,,10.59,1.09,64.2,624.2,679700,1000,923,676
6502,(株)東芝,360,373,,365,368,360,50893000,1528503,4237602026,1.11,4.0,,1.07,,336.88,360700,1000,535,360
6503,三菱電機(株),1194,1244,1194.9168,1198,1234,1194,11973000,2564832,2147201551,,,11.66,1.31,102.48,914.43,1194500,1000,1718,1194
6504,富士電機(株),483,510,483.0210000000001,493,504,483,3585000,360552,746484957,,,11.9,1.22,40.59,394.95,483000,1000,617,455
6506,(株)安川電機,1338,1408,1338.2545,1355,1378,1332,3648600,351928,263025678,1.49,20.0,14.57,1.99,91.85,673.74,133800,100,1831,1332
6586,(株)マキタ,6580,7030,6580.108200000001,6800,6880,6570,898300,921258,140008760,,,24.81,1.79,265.22,3680.7,658000,100,7510,5040
6592,マブチモーター(株),5370,5750,5369.5704,5560,5670,5370,790400,380881,70927562,1.96,105.0,21.48,1.58,249.98,3394.54,537000,100,8230,4385
6594,日本電産(株),8727,9232,8728.2414,8932,9171,8716,2536000,2589679,296743363,0.92,80.0,28.62,3.32,304.97,2626.4,872700,100,11415,7616
6645,オムロン(株),4240,4500,4239.485000000001,4340,4385,4235,2069300,921767,217397872,2.17,92.0,13.85,1.79,306.1,2365.9,424000,100,5900,4235
6651,日東工業(株),2304,2450,2304.8678,2358,2412,2300,93800,99072,43000000,3.04,70.0,9.91,1.24,232.58,1858.98,230400,100,2933,2080
6674,(株)ジーエス・ユアサ　コーポレーション,450,484,449.99209999999994,470,475,450,6014000,186109,413574714,2.22,10.0,14.29,1.16,31.49,386.45,450000,1000,586,435
6702,富士通(株),562,589,562.5612,567,582,559,16994000,1164178,2070018213,1.42,8.0,11.64,1.28,48.33,439.05,562400,1000,870,559
6703,ＯＫＩ,223,234,222.904,226,230,220,17473000,194495,872176028,2.24,5.0,8.8,1.63,25.33,136.75,223000,1000,272,220
6724,セイコーエプソン(株),1940,2029,1940.848,1978,1980,1919,4251100,775291,399634778,3.09,60.0,9.92,1.38,195.65,1405.23,194000,100,2545,1919
6727,(株)ワコム,422,445,422.10480000000007,435,439,421,1831700,71338,169046400,4.27,18.0,19.92,2.34,21.19,180.62,42200,100,649,420
6741,日本信号(株),1088,1155,1088.1888999999999,1130,1141,1087,233400,74354,68339704,2.02,22.0,12.37,1.02,87.97,1071.9,108800,100,1402,1087
6752,パナソニック(株),1260,1335,1260.8772000000001,1293,1308,1260,13201700,3092074,2453053497,,,16.19,1.38,77.88,911.66,126050,100,1854,1260
6754,アンリツ(株),795,845,794.8754,804,818,795,1198500,109802,138115294,3.02,24.0,13.66,1.37,58.19,578.66,79500,100,918,746
6755,(株)富士通ゼネラル,1450,1561,1450.2836,1511,1542,1444,794000,158452,109277299,1.24,18.0,10.84,1.9,133.79,761.73,1450000,1000,1827,1098
6758,ソニー(株),2843,3090,2843.1023999999998,3000,3025,2814,18028200,3588958,1262162260,,,23.74,1.11,119.76,2566.95,284350,100,3970,2352
6762,ＴＤＫ(株),7190,7620,7191.0884,7400,7460,7160,1764300,931757,129590659,1.67,120.0,13.94,1.19,515.86,6061.04,719000,100,10450,6860
6806,ヒロセ電機(株),13310,13770,13309.248000000001,13260,13580,13240,170100,532676,40020736,1.8,240.0,20.6,1.63,646.08,8165.2,1331000,100,18990,12314
6841,横河電機(株),1449,1503,1448.6082,1470,1498,1438,2131600,389237,268624510,1.38,20.0,16.22,1.66,89.31,870.79,144900,100,1650,1198
6849,日本光電,2306,2387,2306.3574000000003,2365,2388,2292,627000,206920,89730980,1.52,35.0,16.62,2.07,138.77,1111.99,230600,100,3490,2292
6856,(株)堀場製作所,4075,4270,4074.04,4160,4195,4075,229500,173321,42532752,1.72,70.0,14.32,1.37,284.5,2983.43,407500,100,5410,3675
6861,(株)キーエンス,54150,58680,,56250,56820,54150,398900,3292424,60801921,0.28,150.0,,3.45,,15674.9,5415000,100,70100,51000
6869,シスメックス(株),7360,7980,7360.6888,7620,7740,7360,810900,1532040,208157632,0.54,40.0,48.04,8.87,153.22,830.08,736000,100,8640,5050
6902,(株)デンソー,5333,5620,5331.5381,5500,5535,5330,3369400,4714738,884068713,2.25,120.0,15.19,1.2,350.99,4426.34,533300,100,6548,5112
6923,スタンレー電気(株),2335,2478,2335.0892000000003,2378,2432,2334,749400,415163,177800000,1.46,34.0,13.96,1.28,167.27,1830.15,233500,100,3160,2288
6952,カシオ計算機(株),2310,2510,2309.4782999999998,2450,2470,2293,4507100,621438,269020914,1.52,35.0,18.29,2.92,126.27,790.93,231000,100,2631,1736
6954,ファナック(株),19405,19745,19403.426,19400,19740,19290,1895800,3996309,205942215,,,23.8,2.83,815.27,6845.44,1940500,100,28575,18705
6963,ローム(株),6100,6390,6099.5186,6230,6310,6100,1244300,691740,113400000,2.13,130.0,21.77,0.87,280.18,7016.14,610000,100,9140,6100
6965,浜松ホトニクス(株),2782,2910,2781.5164,2835,2874,2782,1234600,466068,167529968,1.22,34.0,24.44,2.52,113.81,1102.31,278200,100,3940,2710
6971,京セラ(株),5847,6098,5848.548,6010,6074,5779,2214300,2207936,377618580,1.71,100.0,17.88,0.9,327.1,6499.44,584700,100,7207,5045
6981,(株)村田製作所,15260,16710,15256.836499999998,15910,16125,15260,2191100,3437522,225263592,1.31,200.0,17.65,2.79,864.41,5469.63,1526000,100,22220,12520
6988,日東電工(株),7541,7967,7540.322399999999,7728,7848,7501,1776400,1310312,173758428,1.72,130.0,14.04,1.98,537.06,3807.1,754100,100,10435,6427
7003,三井造船(株),187,198,187.0104,193,195,187,9481000,155395,830987176,1.6,3.0,11.63,0.65,16.08,287.38,187000,1000,237,186
7011,三菱重工業(株),578,606,578.6261999999999,588,595,578,19426000,1951993,3373647813,2.07,12.0,14.94,1.07,38.73,542.36,578600,1000,805,578
7012,川崎重工業(株),462,484,462.14699999999993,468,477,461,18822000,771912,1670805320,2.6,12.0,11.19,1.8,41.3,256.87,462000,1000,647,461
7013,(株)ＩＨＩ,369,391,368.942,377,382,366,26834000,570769,1546799542,1.63,6.0,14.6,1.67,25.27,220.68,369000,1000,628,366
7014,(株)名村造船所,836,909,836.0228,872,872,835,674900,57701,69020051,2.39,20.0,15.58,0.53,53.66,1573.35,83600,100,1339,835
7177,ＧＭＯクリックホールディングス(株),718,824,,770,793,700,173400,82534,114950126,,,,3.79,,189.63,71800,100,1419,700
7201,日産自動車(株),1060,1110,1059.5372,1070,1080,1053,17415900,4791958,4520715112,3.96,42.0,9.16,0.9,115.67,1176.56,106000,100,1350,963
7202,いすゞ自動車(株),1353,1446,1352.8975,1395,1414,1351,4768100,1147916,848422669,2.37,32.0,10.25,1.46,131.99,926.25,135300,100,1824,1351
7203,トヨタ自動車(株),6994,7500,6992.602199999999,7200,7229,6994,20696600,23905474,3417997492,,,9.78,1.22,714.99,5741.66,699400,100,8783,6994
7205,日野自動車(株),1281,1350,1280.672,1316,1334,1281,3428500,736038,574580850,3.12,40.0,9.92,1.72,129.1,742.8,128100,100,1916,1281
7211,三菱自動車(株),932,991,932.4056,966,971,930,11734900,916773,983661919,1.72,16.0,9.17,1.37,101.68,682.3,93200,100,1168,930
7240,ＮＯＫ(株),2865,3055,2864.544,2935,2977,2861,871300,496042,173138537,,,11.26,1.15,254.4,2499.12,286500,100,4395,2861
7242,ＫＹＢ,361,393,360.82019999999994,385,385,360,2885000,92952,257484315,3.05,11.0,10.02,0.54,36.01,671.39,361000,1000,519,360
7245,大同メタル工業(株),1029,1089,1028.9403000000002,1060,1078,1025,160400,46261,44956853,2.53,26.0,7.73,0.94,133.11,1096.86,102900,100,1359,1025
7248,カルソニックカンセイ(株),781,842,780.9612000000001,817,830,781,873000,213402,273241631,1.28,10.0,9.51,1.03,82.12,759.91,781000,1000,984,600
7259,アイシン精機(株),4270,4505,4271.7296,4390,4435,4265,1244300,1258261,294674634,2.34,100.0,12.08,1.03,353.62,4164.9,427000,100,5890,3990
7261,マツダ(株),2051,2211,2051.4168,2100,2118,2031,13435800,1230645,599875479,1.46,30.0,8.76,1.36,234.18,1503.91,205150,100,2910,2031
7262,ダイハツ工業(株),1502,1564,1502.2293,1525,1540,1495,2965900,641539,427122966,,,10.67,1.04,140.79,1442.33,150200,100,1853,1472
7267,ホンダ,3704,3962,3705.3360000000002,3815,3819,3704,8095900,6709531,1811428430,2.38,88.0,12.72,0.88,291.3,4221.25,370400,100,4499,3420
7269,スズキ(株),3949,4145,3949.2526000000003,4039,4120,3949,3783500,2215576,561047304,0.68,27.0,20.14,1.46,196.09,2696.62,394900,100,4780,3412
7270,富士重工業(株),3969,4333,3968.6096,4135,4188,3969,6938400,3107586,782865873,,,9.19,2.85,431.84,1393.99,396950,100,4828,3893
7272,ヤマハ発動機(株),2219,2369,2220.0299999999997,2269,2311,2219,3339600,776421,349896784,1.98,44.0,10.2,1.53,217.65,1454.59,221900,100,3245,2219
7276,(株)小糸製作所,3845,4160,3845.1749999999997,3950,4060,3845,839500,618235,160789436,,,16.7,2.28,230.25,1683.8,384500,100,5040,3420
7278,(株)エクセディ,2699,2856,2698.758,2795,2809,2692,113700,131154,48593736,2.59,70.0,12.34,0.82,218.7,3305.07,269900,100,3310,2523
7279,(株)ハイレックスコーポレーション,3610,3865,3608.1843000000003,3725,3765,3520,21200,137962,38216759,1.43,51.5,8.89,0.98,405.87,3702.04,361000,100,4310,3205
7280,(株)ミツバ,2012,2147,2012.7492,2090,2094,2010,209400,91711,45581809,0.7,14.0,6.93,1.12,290.44,1799.37,201200,100,3575,1964
7282,豊田合成(株),2369,2518,2368.6077,2424,2450,2369,262000,307994,130010011,2.36,56.0,13.33,0.97,177.69,2452.04,236900,100,3150,2336
7296,(株)エフ・シー・シー,1920,2038,1920.6333,1985,2006,1918,198300,101077,52644030,2.08,40.0,14.83,0.82,129.51,2347.57,192000,100,2267,1755
7309,(株)シマノ,14070,14840,14068.913600000002,14300,14490,14050,570300,1304570,92720000,1.1,155.0,21.92,3.63,641.83,3875.66,1407000,100,19360,14050
7313,テイ・エス　テック(株),3175,3380,3176.0736,3305,3335,3165,251500,215900,68000000,2.08,66.0,9.39,1.12,338.24,2837.65,317500,100,3785,2551
7420,佐鳥電機(株),824,891,823.7999000000001,852,872,820,130000,14788,17946826,3.88,32.0,9.13,0.42,90.23,1976.29,82400,100,975,737
7451,三菱食品(株),2457,2567,2456.4276,2517,2550,2456,47800,142814,58125490,1.71,42.0,12.76,1.0,192.51,2455.53,245700,100,2918,2430
7453,(株)良品計画,23960,25510,23959.120000000003,24260,25510,23860,520200,672749,28078000,0.9,215.0,31.6,4.91,758.2,4877.01,2396000,100,29040,12470
7458,(株)第一興商,4340,4670,4339.4668,4520,4585,4330,89900,251829,58025000,2.3,100.0,18.91,2.3,229.48,1885.45,434000,100,5030,3120
7459,(株)メディパルホールディングス,2045,2179,2045.0745,2118,2157,2045,696900,500053,244524496,1.17,24.0,18.09,1.18,113.05,1739.01,204500,100,2388,1319
7483,(株)ドウシシャ,2131,2230,2131.3571,2200,2224,2131,83200,79647,37375636,1.88,40.0,15.41,1.38,138.31,1539.05,213100,100,2350,1606
7518,ネットワンシステムズ(株),688,712,687.8848,697,704,686,1480600,59168,86000000,4.36,30.0,17.62,1.05,39.04,656.99,68800,100,955,686
7520,(株)エコス,1167,1296,1166.7904,1230,1269,1158,82700,11834,10140917,1.29,15.0,9.92,1.46,117.62,798.31,116700,100,1360,875
7532,(株)ドンキホーテホールディングス,4700,4900,4699.4244,4760,4885,4670,1880200,742219,157918960,0.43,20.0,31.74,3.5,148.06,1344.64,470000,100,5830,3875
7593,ＶＴホールディングス(株),663,732,663.1700000000001,713,726,662,526500,79150,119381034,2.71,18.0,16.6,2.53,39.95,262.41,66300,100,870,440
7595,(株)アルゴグラフィックス,1709,1781,1708.5056,1759,1783,1707,35600,18989,11111400,3.51,60.0,10.16,0.91,168.16,1887.03,170900,100,2069,1701
7606,(株)ユナイテッドアローズ,4570,4755,4570.5824999999995,4635,4755,4565,227600,172746,37800000,1.71,78.0,19.47,4.65,234.75,983.83,457000,100,5200,3075
7611,(株)ハイデイ日高,2873,3015,2873.5465000000004,2990,2990,2873,45100,57658,20068980,1.25,36.0,22.55,3.33,127.43,862.49,287300,100,3321,2851
7628,(株)オーハシテクニカ,1398,1452,1398.8702,1392,1422,1392,48400,22704,16240040,2.72,38.0,7.61,0.89,183.82,1563.87,139800,100,1770,1392
7649,スギホールディングス(株),5650,6000,5649.5232000000005,5860,5890,5640,222900,357819,63330838,0.71,40.0,25.92,2.81,217.96,2013.38,565000,100,6750,4820
7701,(株)島津製作所,1703,1833,1702.8702,1785,1803,1700,2041000,504208,296070227,0.82,14.0,23.91,2.37,71.22,719.93,1703000,1000,2115,1145
7731,(株)ニコン,1508,1538,1507.7631,1499,1538,1496,5291900,604525,400878921,1.06,16.0,29.91,1.04,50.41,1444.27,150800,100,1809,1383
7741,ＨＯＹＡ(株),4533,4831,,4638,4731,4533,1346200,1930074,425782920,,,,3.29,,1376.68,453300,100,5434,3904
7751,キヤノン(株),3677,3822,3677.4243,3750,3765,3672,6578800,4904248,1333763464,,,16.39,1.25,224.37,2950.15,367700,100,4539,3654
7752,(株)リコー,1122,1123,1122.1000000000001,1107,1129,1098,13253300,835791,744912078,3.12,35.0,9.8,0.69,114.5,1630.7,112200,100,1380,1094
7832,(株)バンダイナムコホールディングス,2589,2762,2589.1776,2648,2728,2585,2341000,574758,222000000,0.93,24.0,18.96,1.85,136.56,1399.48,258900,100,3025,2085
