Code	Corr	Open	High	Low	Close	Change	Ratio	Trend	Pred	Name
5949	0.43	2166	2302	2166	2270	172	7.62	0	2184	ユニプレス
4151	0.53	1730	1797	1724	1778	128	7.26	0	1713	協和キリン
4088	0.62	1748	1798	1729	1791	123	6.92	0	1729	エアウォータ
5196	0.39	563	594	563	592	37	6.42	0	573	鬼ゴム
7593	0.26	694	725	694	720	45	6.39	0	697	ＶＴＨＤ
2780	0.24	2781	2910	2779	2861	180	6.33	0	2771	エンカレッジ・テクノロジ
8572	0.52	590	616	578	609	37	6.24	0	590	アコム
7276	0.57	3785	3920	3780	3885	240	6.2	0	3765	小糸製
8327	0.56	314	331	313	327	19	6.12	0	317	西日シ銀
6093	0.12	8850	9300	8810	9100	550	6.05	0	8835	エスクロー・エージェント・ジャパン
3903	0.13	1238	1293	1222	1285	76	5.99	0	1247	gumi
9065	0.32	561	584	561	577	33	5.89	0	560	山九
6674	0.46	431	452	431	450	25	5.78	0	437	ＧＳユアサ
4812	0.41	1573	1650	1573	1647	93	5.71	0	1600	電通国際情報サービス
8385	0.65	1309	1377	1300	1369	77	5.7	0	1330	伊予銀
9956	0.41	2863	3045	2863	2999	168	5.64	0	2914	バロー
7261	0.61	1860	1929	1845	1880	105	5.64	0	1827	マツダ
7248	0.49	851	910	847	893	49	5.6	0	868	カルソカンセ
2181	0.38	5300	5560	5250	5440	300	5.53	0	5291	テンプＨＤ
8379	0.63	668	693	667	688	37	5.52	0	669	広島銀
4185	0.43	1666	1755	1665	1718	92	5.41	0	1672	ＪＳＲ
9435	0.36	8110	8370	8100	8350	450	5.4	0	8124	光通信
7201	0.63	1067	1105	1063	1094	58	5.39	0	1065	日産自
8377	0.64	264	275	264	273	13	5.13	0	266	ほくほくＦＧ
3405	0.67	1450	1500	1442	1486	75	5.11	0	1448	クラレ
7313	0.44	3190	3280	3145	3250	165	5.11	0	3167	ＴＳテック
4063	0.67	6006	6157	5910	6115	309	5.07	0	5960	信越化
9449	0.35	1495	1554	1494	1544	77	5.05	0	1505	ＧＭＯ
6758	0.47	2853	2928	2840	2898	145	5.04	0	2827	ソニー
9742	0.48	1047	1081	1042	1079	53	5.0	0	1052	アイネス
3092	0.37	3895	4020	3875	3940	195	4.97	0	3842	スタートトゥ
8332	0.63	711	730	708	724	35	4.97	0	706	横浜銀
7270	0.6	4166	4325	4140	4283	212	4.97	0	4177	富士重
7259	0.51	3875	4040	3855	4000	195	4.9	0	3903	アイシン
4528	0.42	14100	14270	14010	14130	690	4.89	0	13784	小野薬
7595	0.5	1667	1733	1656	1731	83	4.85	0	1689	アルゴグラフィックス
4508	0.46	2029	2112	2029	2105	100	4.8	0	2055	田辺三菱
2726	0.25	3345	3480	3345	3460	165	4.8	0	3377	パル
7272	0.6	2345	2412	2316	2391	113	4.77	0	2334	ヤマハ発
4452	0.53	5376	5454	5319	5403	253	4.7	0	5276	花王
4768	0.27	5650	5880	5620	5820	270	4.66	0	5685	大塚商会
2269	0.5	17370	18060	17040	18030	840	4.66	1	17607	明治ＨＤ
3116	0.54	1940	2063	1917	2021	93	4.65	0	1974	トヨタ紡織
8114	0.55	1640	1703	1640	1687	77	4.62	0	1648	デサント
7240	0.56	2549	2613	2539	2573	117	4.59	0	2514	ＮＯＫ
2782	0.06	5720	6080	5650	5900	270	4.59	0	5765	セリア
5991	0.5	1122	1167	1110	1155	52	4.59	0	1129	ニッパツ
8273	0.5	4700	4870	4665	4835	220	4.57	0	4724	イズミ
8766	0.63	4350	4474	4256	4442	202	4.57	0	4341	東京海上
7701	0.56	1706	1732	1670	1715	77	4.55	0	1676	島津製作所
8515	0.43	431	449	426	442	19	4.52	0	432	アイフル
4348	0.29	978	1054	962	1054	46	4.46	0	1031	インフォコム
8609	0.72	700	726	699	717	31	4.46	0	701	岡三
7453	0.3	23910	24540	23880	24320	1080	4.44	0	23779	良品計画
6586	0.49	6150	6350	6110	6330	280	4.44	0	6191	マキタ
4568	0.49	2054	2077	2024	2070	91	4.44	0	2024	第一三共
4922	0.37	10590	10910	10580	10850	480	4.43	0	10608	コーセー
9783	0.39	3150	3215	3130	3195	140	4.41	0	3125	ベネッセＨＤ
3641	0.19	3160	3230	3090	3215	140	4.39	0	3145	パピレス
8056	0.45	1199	1244	1199	1233	53	4.38	0	1206	日本ユニシス
8359	0.58	824	852	823	845	36	4.38	0	827	八十二
8227	0.37	12900	13000	12670	12860	560	4.36	0	12585	しまむら
6923	0.48	2328	2401	2301	2375	102	4.34	0	2324	スタンレー
2002	0.61	1708	1738	1680	1733	74	4.33	0	1696	日清粉Ｇ
6473	0.59	1649	1675	1626	1664	71	4.33	0	1628	ジェイテクト
3436	0.45	1045	1075	1035	1066	45	4.32	0	1043	SUMCO
2371	0.35	1906	1951	1896	1934	82	4.29	0	1893	カカクコム
4061	0.61	462	473	460	470	19	4.26	0	460	電化
6988	0.65	7024	7160	6933	7125	301	4.24	0	6975	日東電
6861	0.59	52010	53430	52010	53200	2250	4.23	0	52080	キーエンス
3799	0.24	551	570	540	567	23	4.23	0	555	キーウェアソリューションズ
8354	0.63	557	571	550	567	23	4.23	0	555	ふくおかＦＧ
3382	0.59	5310	5485	5301	5444	229	4.22	0	5329	セブン＆アイ
5970	0.4	1312	1373	1312	1361	56	4.19	0	1333	ジーテクト
4530	0.44	3880	4055	3880	3990	165	4.16	0	3907	久光薬
8051	0.61	966	995	961	985	40	4.16	0	965	山善
9719	0.47	4375	4535	4370	4475	185	4.16	0	4383	ＳＣＳＫ
2413	0.39	2330	2383	2315	2367	97	4.14	0	2318	エムスリー
8382	0.61	1726	1783	1705	1769	72	4.13	0	1733	中国銀
8309	0.63	427	441	427	437	17	4.12	0	428	三井住友トラ
7947	0.35	4330	4440	4315	4425	180	4.09	0	4335	エフピコ
6448	0.52	1407	1445	1390	1434	57	4.04	0	1405	ブラザー
8524	0.56	466	479	463	472	18	4.03	0	463	北洋銀
4587	0.19	14110	14920	14020	14730	590	4.01	1	14389	ペプチドリーム
4613	0.56	1598	1633	1598	1622	63	3.95	0	1590	関西ペ
8358	0.61	2178	2230	2168	2216	86	3.93	0	2173	スルガ銀
6651	0.56	2047	2116	2045	2087	81	3.93	0	2046	日東工業
4543	0.72	3365	3385	3270	3370	130	3.89	0	3305	テルモ
8628	0.74	1008	1044	1006	1032	39	3.88	0	1012	松井
1417	0.39	1050	1095	1050	1082	41	3.88	0	1061	ミライト・ホールディングス
9603	0.37	3840	3920	3820	3895	150	3.88	0	3819	ＨＩＳ
3606	0.42	127	130	127	129	4	3.88	0	127	レナウン
4307	0.55	4945	5080	4930	5070	195	3.87	1	4972	野村総研
8750	0.64	1860	1913	1860	1893	72	3.86	0	1857	第一生命
6273	0.62	25700	26220	25490	26055	1005	3.86	0	25554	ＳＭＣ
6594	0.53	8021	8236	7953	8186	315	3.86	0	8029	日電産
