Code,Prev,Trend,Pred,Close,Errata-D,Errata-U,Pred-D,Pred-U,Correct,Total,Diff-Ratio,Binary-Correct
9022,18715,0,19149,18715,,,,,,,2.3189954582,
9031,601,1,593,601,,,,,,,-1.3311148087,1
9041,434,1,439,434,,1,,1,1,,1.1520737327,1
9042,738,0,747,738,,,,,,,1.2195121951,
9045,787,1,794,787,,1,,1,1,,0.8894536213,1
9048,482,0,484,482,,,,,,,0.4149377593,
9062,585,0,594,585,,,,,,,1.5384615385,
9064,2405,1,2416,2405,,1,,1,1,,0.4573804574,1
9065,573,0,584,573,,,,,,,1.9197207679,
9069,851,1,862,851,,1,,1,1,,1.2925969448,1
9076,1340,0,1355,1340,,,,,,,1.1194029851,
9086,1972,1,1959,1972,,,,,,,-0.6592292089,1
9202,344,1,346,344,,1,,1,1,,0.5813953488,1
9301,1479,1,1504,1479,,1,,1,1,,1.6903313049,1
9364,1001,1,1014,1001,,1,,1,1,,1.2987012987,1
9375,4200,1,4279,4200,,1,,1,1,,1.880952381,1
9404,1992,1,1998,1992,,1,,1,1,,0.3012048193,1
9422,1192,1,1221,1192,,1,,1,1,,2.432885906,1
9432,9075,1,8821,9075,,,,,,,-2.7988980716,1
9435,8280,1,8294,8280,,1,,1,1,,0.1690821256,1
9437,2200,1,2208,2200,,1,,1,1,,0.3636363636,1
9449,1546,1,1549,1546,,1,,1,1,,0.1940491591,1
9468,1547,1,1546,1547,,,,,,,-0.0646412411,1
