Code,Prev,Trend,Pred,Close,Errata-D,Errata-U,Pred-D,Pred-U,Correct,Total,Diff-Ratio,Binary-Correct
9501,804,1,810,804,,1,,1,1,,0.7462686567,1
9503,1330,0,1334,1330,,,,,,,0.3007518797,
9513,3685,1,3727,3685,,1,,1,1,,1.1397557666,1
9531,620,1,622,620,,1,,1,1,,0.3225806452,1
9532,472,0,473,472,,,,,,,0.2118644068,
9600,1254,0,1237,1254,,,1,,,,-1.355661882,
9602,2683,0,2701,2683,,,,,,,0.6708907939,
9603,3705,1,3737,3705,,1,,1,1,,0.8636977058,1
9613,6020,1,6044,6020,,1,,1,1,,0.3986710963,1
9627,5500,1,5485,5500,,,,,,,-0.2727272727,1
9640,1240,0,1237,1240,,,1,,,,-0.2419354839,
9682,2867,1,2863,2867,,,,,,,-0.1395186606,1
9684,2950,0,2992,2950,,,,,,,1.4237288136,
9719,4140,0,4152,4140,,,,,,,0.2898550725,
9735,7495,1,7615,7495,,1,,1,1,,1.6010673783,1
9739,930,1,935,930,,1,,1,1,,0.5376344086,1
9742,1091,1,1105,1091,,1,,1,1,,1.2832263978,1
9766,2551,1,2575,2551,,1,,1,1,,0.9408075265,1
9783,3180,1,3194,3180,,1,,1,1,,0.4402515723,1
9787,3480,1,3527,3480,,1,,1,1,,1.3505747126,1
9810,396,1,399,396,,1,,1,1,,0.7575757576,1
9831,473,1,477,473,,1,,1,1,,0.8456659619,1
9843,9540,0,9629,9540,,,,,,,0.9329140461,
9934,3770,1,3812,3770,,1,,1,1,,1.1140583554,1
9936,4110,0,4095,4110,,,1,,,,-0.3649635036,
9948,2223,1,2248,2223,,1,,1,1,,1.1246063878,1
9956,2854,1,2881,2854,,1,,1,1,,0.9460406447,1
9962,5480,1,5475,5480,,,,,,,-0.0912408759,1
9983,46160,1,46784,46160,,1,,1,1,,1.3518197574,1
9984,6270,1,6257,6270,,,,,,,-0.2073365231,1
9989,6280,1,6344,6280,,1,,1,1,,1.0191082803,1
,,,,,0,331,16,331,331,95.3890489914,0.7749744907,383
,,,,,,,,,,,-2.9120879121,0.7848360656
,,,,,,,,,,,4.4238410596,383
