Code,Prev,Trend,Pred,Close,Pred-D,Pred-U,Errata-D,Errata-U,Correct,Trend-Correct,Pred-Ratio,Trend-Ratio,Trend-Correct-Ratio,Total-Correct-Ratio,Predict-mean,Predict-max,Predict-min
1417.0,1074.0,0.0,1067.0,1095.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.557077625570784,,,,,,
1605.0,1080.0,0.0,1082.0,1146.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.584642233856897,,,,,,
1719.0,722.0,1.0,741.0,788.0,0.0,1.0,0.0,1.0,1.0,1.0,-5.964467005076145,,,,,,
1721.0,1458.0,0.0,1456.0,1460.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.27397260273971824,,,,,,
1722.0,786.0,0.0,785.0,817.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.9167686658506824,,,,,,
1801.0,765.0,1.0,776.0,795.0,0.0,1.0,0.0,1.0,1.0,1.0,-2.3899371069182394,,,,,,
1802.0,988.0,1.0,1005.0,1027.0,0.0,1.0,0.0,1.0,1.0,1.0,-2.1421616358325224,,,,,,
1808.0,1360.0,0.0,1347.0,1324.0,1.0,0.0,1.0,0.0,1.0,1.0,1.7371601208459282,,,,,,
1812.0,634.0,0.0,644.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.424242424242422,,,,,,
1878.0,12225.0,0.0,12227.0,12365.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1160533764658283,,,,,,
1881.0,2012.0,0.0,2021.0,2080.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.836538461538467,,,,,,
1911.0,1341.0,0.0,1343.0,1286.0,0.0,0.0,0.0,0.0,0.0,1.0,4.432348367029547,,,,,,
1925.0,3042.0,0.0,3037.0,2780.0,1.0,0.0,1.0,0.0,1.0,1.0,9.24460431654677,,,,,,
1928.0,1838.0,1.0,1833.0,1696.0,0.0,0.0,0.0,0.0,0.0,0.0,8.077830188679243,,,,,,
1951.0,1185.0,1.0,1184.0,1192.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6711409395973078,,,,,,
1952.0,964.0,0.0,960.0,930.0,1.0,0.0,1.0,0.0,1.0,1.0,3.225806451612897,,,,,,
1963.0,1696.0,0.0,1704.0,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9302325581395365,,,,,,
1983.0,1261.0,1.0,1259.0,1243.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2872083668543866,,,,,,
2121.0,4070.0,0.0,4052.0,3980.0,1.0,0.0,1.0,0.0,1.0,1.0,1.8090452261306496,,,,,,
2131.0,1197.0,1.0,1197.0,1190.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5882352941176521,,,,,,
2181.0,4935.0,1.0,5000.0,5130.0,0.0,1.0,0.0,1.0,1.0,1.0,-2.534113060428851,,,,,,
2229.0,4095.0,0.0,4070.0,4260.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.460093896713616,,,,,,
2267.0,5970.0,0.0,5920.0,6210.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.669887278582934,,,,,,
2269.0,16860.0,0.0,16786.0,18280.0,1.0,0.0,0.0,0.0,0.0,0.0,-8.17286652078775,,,,,,
2282.0,2571.0,0.0,2566.0,2655.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.3521657250470867,,,,,,
2294.0,1871.0,1.0,1871.0,1833.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0731042007637654,,,,,,
2317.0,1187.0,0.0,1182.0,1067.0,1.0,0.0,1.0,0.0,1.0,1.0,10.777881911902526,,,,,,
2327.0,4790.0,1.0,4829.0,4545.0,0.0,1.0,0.0,0.0,0.0,0.0,6.248624862486253,,,,,,
2331.0,5310.0,0.0,5280.0,5180.0,1.0,0.0,1.0,0.0,1.0,1.0,1.9305019305019329,,,,,,
2359.0,796.0,0.0,792.0,809.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.101359703337451,,,,,,
2371.0,1777.0,1.0,1801.0,1840.0,0.0,1.0,0.0,1.0,1.0,1.0,-2.1195652173913118,,,,,,
2395.0,417.0,0.0,417.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.126948775055681,,,,,,
2412.0,2070.0,1.0,2177.0,1970.0,0.0,1.0,0.0,0.0,0.0,0.0,10.507614213197968,,,,,,
2413.0,2397.0,0.0,2408.0,2633.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.54538549183441,,,,,,
2432.0,2368.0,0.0,2362.0,2113.0,1.0,0.0,1.0,0.0,1.0,1.0,11.784193090392804,,,,,,
2433.0,1172.0,0.0,1166.0,1156.0,1.0,0.0,1.0,0.0,1.0,1.0,0.8650519031141926,,,,,,
2502.0,3601.0,0.0,3583.0,3803.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.784906652642647,,,,,,
2503.0,1602.0,0.0,1605.0,1691.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.08574807806032,,,,,,
2593.0,2423.0,0.0,2421.0,2597.0,1.0,0.0,0.0,0.0,0.0,0.0,-6.777050442818634,,,,,,
2651.0,8580.0,1.0,8614.0,8220.0,0.0,1.0,0.0,0.0,0.0,0.0,4.793187347931877,,,,,,
2670.0,6840.0,1.0,6800.0,7350.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.482993197278915,,,,,,
2674.0,1402.0,0.0,1395.0,1392.0,1.0,0.0,1.0,0.0,1.0,1.0,0.21551724137931672,,,,,,
2681.0,1948.0,1.0,1911.0,1701.0,0.0,0.0,0.0,0.0,0.0,0.0,12.345679012345684,,,,,,
2695.0,3790.0,1.0,3824.0,3185.0,0.0,1.0,0.0,0.0,0.0,0.0,20.062794348508646,,,,,,
2702.0,2635.0,1.0,2643.0,2678.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.3069454817027548,,,,,,
2726.0,3580.0,0.0,3540.0,3450.0,1.0,0.0,1.0,0.0,1.0,1.0,2.608695652173921,,,,,,
2768.0,238.0,0.0,238.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2448132780082943,,,,,,
2780.0,2795.0,0.0,2812.0,2825.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4601769911504334,,,,,,
2782.0,5260.0,1.0,5225.0,5440.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.952205882352942,,,,,,
2801.0,3365.0,0.0,3320.0,3600.0,1.0,0.0,0.0,0.0,0.0,0.0,-7.7777777777777715,,,,,,
2802.0,2462.0,0.0,2447.0,2562.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.488680718188917,,,,,,
2809.0,2380.0,0.0,2364.0,2475.0,1.0,0.0,0.0,0.0,0.0,0.0,-4.484848484848484,,,,,,
2871.0,696.0,0.0,682.0,704.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.125,,,,,,
2875.0,4380.0,0.0,4357.0,4345.0,1.0,0.0,1.0,0.0,1.0,1.0,0.2761795166858434,,,,,,
2897.0,5260.0,0.0,5235.0,5380.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.6951672862453506,,,,,,
2914.0,4114.0,0.0,4070.0,4234.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.8734057628719825,,,,,,
2915.0,1543.0,0.0,1547.0,1565.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1501597444089384,,,,,,
3003.0,1039.0,0.0,1041.0,1054.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2333965844402286,,,,,,
3048.0,1056.0,0.0,1045.0,1130.0,1.0,0.0,0.0,0.0,0.0,0.0,-7.522123893805315,,,,,,
