銘柄コード,銘柄名称,株価,前日終値,予想株価 (PERxEPS),始値,高値,安値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
4722,フューチャーアーキテクト(株),629,669,628.7814,620,669,613,219100,29981,47664000,3.02,19.0,10.14,1.87,62.01,336.8,62900,100,876,613
4726,ソフトバンク・テクノロジー(株),1145,1196,1144.521,1101,1216,1092,35400,12223,10675400,1.75,20.0,11.1,1.11,103.11,1033.73,114500,100,1494,1092
4732,(株)ユー・エス・エス,1967,2079,1966.565,1995,2069,1967,977700,616163,313250000,2.07,40.8,21.73,3.53,90.5,556.65,196700,100,2579,1752
4739,伊藤忠テクノソリューションズ(株),2518,2602,2517.5073,2499,2639,2475,624200,302160,120000000,2.58,65.0,16.17,1.71,155.69,1476.57,251800,100,3235,2050
4751,(株)サイバーエージェント,4890,4685,4890.350700000001,4615,5180,4575,1921800,309113,63213300,1.02,50.0,21.87,4.65,223.61,1051.4,489000,100,7190,4290
4755,楽天(株),1594,1600,,1542,1666,1531,9928300,2280169,1430021200,,,,3.45,,462.36,159450,100,2395,1524
4761,(株)さくらケーシーエス,634,640,634.0165000000001,621,634,621,2500,7101,11200000,1.89,12.0,47.35,0.47,13.39,1343.81,63400,100,730,621
4768,(株)大塚商会,6100,6380,6099.03,6080,6380,6000,525300,579506,95001060,1.56,95.0,24.5,3.53,248.94,1728.42,610000,100,7250,3615
4777,(株)ガーラ,738,727,,712,839,650,1156800,11628,15755500,0.0,0.0,,11.46,,64.42,73800,100,3475,613
4793,(株)富士通ビー・エス・シー,871,878,870.7893,862,897,831,4600,10278,11800000,3.1,27.0,15.11,0.59,57.63,1474.3,87100,100,1030,831
4812,ＩＳＩＤ,1270,1308,,1261,1337,1259,41300,41391,32591240,2.2,28.0,,1.05,,1212.73,127000,100,1574,1093
4832,ＪＦＥシステムズ(株),1120,1160,1120.3264,1150,1150,1060,3000,8795,7853000,2.68,30.0,9.07,0.87,123.52,1285.36,112000,100,1400,1060
4837,シダックス(株),502,503,502.0218,495,510,480,118400,20541,40918762,2.99,15.0,32.62,1.08,15.39,462.97,50200,100,578,480
4842,(株)ＵＳＥＮ,305,321,304.88640000000004,297,320,295,561000,63180,207148891,,,10.47,2.5,29.12,121.87,30500,100,388,295
4901,富士フイルムホールディングス(株),4570,4677,4571.157,4500,4820,4420,5895400,2352097,514625728,1.42,65.0,18.3,0.87,249.79,5244.72,457050,100,5293,3631
4902,コニカミノルタ(株),1269,1312,1269.1269,1265,1332,1246,4198300,637881,502664337,2.36,30.0,12.69,1.18,100.01,1072.06,126900,100,1652,1146
4911,(株)資生堂,2416,2474,,2394,2644,2352,6787200,966600,400000000,0.83,20.0,,2.51,,964.13,241650,100,3328,1646
4912,ライオン(株),1019,1030,1019.155,989,1085,985,3409000,304799,299115346,0.98,10.0,32.15,2.25,31.7,453.88,1019000,1000,1225,600
4922,(株)コーセー,10560,10520,10558.7482,10050,11470,10020,1791300,639857,60592541,0.7,74.0,37.18,4.21,283.99,2505.6,1056000,100,13670,4570
4924,(株)ドクターシーラボ,2090,2129,2089.71,2013,2200,2000,306100,106286,50854600,1.96,41.0,19.26,4.52,108.5,462.86,209000,100,2495,1892
4927,(株)ポーラ・オルビスホールディングス,6530,6590,6529.4496,6290,6830,6230,452900,374065,57284039,2.3,150.0,34.38,2.03,189.92,3215.65,653000,100,8410,4835
4967,小林製薬(株),9010,8950,9010.0816,8650,9320,8630,228200,383150,42525000,1.02,92.0,28.22,2.58,319.28,3497.31,901000,100,10770,6860
4968,荒川化学工業(株),1037,1063,1037.1402,1000,1100,970,60600,21190,20433700,2.89,30.0,8.77,0.46,118.26,2268.71,103700,100,1547,970
5002,昭和シェル石油(株),968,1010,967.8149999999999,981,994,950,3338500,364791,376850400,3.93,38.0,13.5,1.35,71.69,715.61,96800,100,1250,950
5012,東燃ゼネラル石油(株),1119,1101,1118.8606,1065,1137,1048,4573000,632439,565182000,3.4,38.0,27.17,1.51,41.18,741.42,1119000,1000,1267,974
5019,出光興産(株),1918,1989,1918.5480000000002,1888,1984,1853,1053500,306880,160000000,2.61,50.0,5.48,0.52,350.1,3655.05,191800,100,2618,1853
5020,ＪＸホールディングス(株),431,447,431.145,440,444,426,27400100,1076553,2495485929,3.71,16.0,6.7,0.54,64.35,795.64,43140,100,568,417
5101,横浜ゴム(株),2230,2327,2231.0,2233,2346,2203,951400,378094,169549081,2.33,52.0,9.2,1.04,242.5,2135.18,223000,100,2904,2094
5105,東洋ゴム工業(株),2531,2596,2531.3871,2500,2678,2437,1678000,321890,127179073,1.78,45.0,26.79,1.81,94.49,1401.41,253100,100,3030,2107
5108,(株)ブリヂストン,3800,3981,3799.887,3798,4029,3753,7481500,3089789,813102321,3.16,120.0,9.3,1.37,408.59,2765.74,380000,100,5182,3753
5110,住友ゴム工業(株),1639,1666,1639.6194,1599,1712,1593,2664700,431128,263043057,3.05,50.0,7.82,1.04,209.67,1579.25,163900,100,2313,1593
5186,ニッタ(株),2767,2930,2767.8924,2700,2927,2665,84100,83764,30272503,1.73,48.0,10.71,0.98,258.44,2812.29,276700,100,3530,2648
5196,鬼怒川ゴム工業(株),568,590,568.3396,553,593,553,422000,38226,67299522,2.11,12.0,7.64,1.03,74.39,552.88,568000,1000,727,478
5201,旭硝子(株),707,735,707.0823,700,741,694,9007000,839001,1186705905,2.55,18.0,20.43,0.66,34.61,1076.52,707000,1000,843,564
5214,日本電気硝子(株),520,538,520.0272,525,544,510,6954000,258760,497616234,3.08,16.0,32.34,0.5,16.08,1041.28,520000,1000,726,505
5233,太平洋セメント(株),383,393,382.99920000000003,375,394,369,20481000,474078,1237800586,1.57,6.0,12.72,1.54,30.11,248.79,383000,1000,428,340
5332,ＴＯＴＯ(株),1777,1883,1777.1688,1800,1899,1755,4252000,628992,353962595,1.58,28.0,18.81,2.17,94.48,817.36,1777000,1000,2304,1237
5334,日本特殊陶業(株),2860,2965,2859.8361,2910,3025,2860,1182500,639338,223544820,1.47,42.0,13.53,1.75,211.37,1635.46,286000,100,3900,2860
5393,ニチアス(株),729,748,729.3384,732,756,711,852000,93677,128500619,2.47,18.0,10.44,1.11,69.86,659.19,729000,1000,857,637
5401,新日鐵住金(株),232,245,232.3968,235,246,227,90880000,2207597,9503214022,,,8.16,0.72,28.48,324.28,232300,1000,350,227
5411,ジェイ　エフ　イー　ホールディングス(株),1771,1866,,1824,1880,1733,8853900,1088170,614438399,,,,0.53,,3354.78,177100,100,3081,1733
5471,大同特殊鋼(株),417,432,417.0712,419,441,411,2522000,181181,434487693,2.4,10.0,9.52,0.7,43.81,599.05,417000,1000,609,411
5486,日立金属(株),1472,1540,1471.6064,1470,1548,1442,2394300,631347,428904352,1.77,26.0,8.62,1.26,170.72,1169.88,147200,100,2124,1442
5631,(株)日本製鋼所,386,400,386.0192,384,405,376,3886000,143385,371463036,1.3,5.0,21.28,1.04,18.14,372.07,386000,1000,585,376
5706,三井金属,236,249,235.98719999999997,240,248,232,12581000,135220,572966166,2.54,6.0,5.76,0.67,40.97,350.42,236000,1000,374,232
5711,三菱マテリアル(株),361,380,361.1608,361,378,353,14729000,474677,1314895351,2.77,10.0,7.28,0.82,49.61,442.54,361000,1000,518,353
5713,住友金属鉱山(株),1404,1479,1404.4740000000002,1430,1478,1401,6353000,816897,581628031,3.42,48.0,7.45,0.73,188.52,1925.66,1404500,1000,2040,1401
5714,ＤＯＷＡホールディングス(株),996,1034,996.3408,990,1055,977,2612000,308706,309946031,1.81,18.0,10.92,1.54,91.24,645.62,996000,1000,1243,837
5802,住友電気工業(株),1558,1649,1557.9431,1575,1640,1558,6782900,1236959,793940571,2.25,35.0,13.73,0.86,113.47,1812.95,155800,100,2037,1404
5857,アサヒホールディングス(株),1677,1717,1677.7026,1700,1743,1642,292600,60799,36254344,3.58,60.0,8.46,1.05,198.31,1601.68,167700,100,2376,1642
5929,三和ホールディングス(株),872,891,872.2896,866,911,851,1439100,212699,243920497,2.29,20.0,14.56,1.68,59.91,520.25,87200,100,1113,779
5938,(株)ＬＩＸＩＬグループ,2334,2378,2334.0008000000003,2300,2436,2300,2073000,730669,313054255,2.57,60.0,222.71,1.21,10.48,1923.66,233400,100,2973,2233
5947,リンナイ(株),8350,8750,8350.338000000002,8450,8790,8330,198500,436007,52216463,0.98,82.0,19.3,1.76,432.66,4742.57,835000,100,10150,7370
5949,ユニプレス(株),2146,2245,2144.961,2095,2230,2040,357700,102255,47649173,1.63,35.0,9.45,0.8,226.98,2668.14,214600,100,2895,1892
5970,(株)ジーテクト,1160,1192,1160.2672,1140,1199,1111,150300,50960,43931260,2.24,26.0,9.43,0.49,123.04,2379.27,116000,100,1395,1022
5986,モリテック　スチール(株),289,300,289.044,298,300,282,40500,6519,22558063,3.46,10.0,12.95,0.51,22.32,570.02,28900,100,340,282
5991,ニッパツ,1116,1170,1116.4272,1117,1171,1104,1040500,272378,244066144,1.97,22.0,10.43,1.0,107.04,1110.67,111600,100,1497,979
6037,(株)ファーストロジック,1890,2000,1890.0546,1600,2070,1582,147300,10343,5472400,0.0,0.0,37.14,7.02,50.89,269.35,189000,100,5060,1582
6071,(株)ＩＢＪ,1340,1330,1339.842,1290,1449,1241,174700,16683,12450000,,,30.66,10.83,43.7,123.68,134000,100,2043,713
6093,(株)エスクロー・エージェント・ジャパン,8550,9230,8550.8644,8330,9700,7900,126400,6939,811600,,,34.97,4.36,244.52,1958.92,855000,100,15180,5570
6094,(株)フリークアウト,1320,1406,1320.0176000000001,1286,1489,1190,65800,8306,6292660,0.0,0.0,92.18,3.55,14.32,371.48,132000,100,3330,1190
6136,ＯＳＧ,2175,2225,2175.6720000000005,2175,2311,2162,849600,208703,95955226,2.11,46.0,16.14,2.02,134.8,1075.35,217500,100,2939,1850
6146,(株)ディスコ,8600,8700,,8470,9130,8340,487100,307204,35721371,,,,1.98,,4343.06,860000,100,12960,8340
6201,(株)豊田自動織機,5450,5600,5450.4054,5450,5830,5400,1447800,1775831,325840640,2.02,110.0,13.59,0.71,401.06,7715.68,545000,100,7670,5400
6256,(株)ニューフレアテクノロジー,4400,4590,4401.0,4400,4565,4200,23600,52800,12000000,2.84,125.0,6.52,1.13,675.0,3885.49,440000,100,6530,4170
6268,ナブテスコ(株),2348,2437,,2353,2461,2315,1352000,301168,128265799,1.87,44.0,,2.03,,1157.0,234800,100,3655,2315
6273,ＳＭＣ(株),27415,27885,27416.143800000005,27245,29350,26755,579200,1846931,67369359,0.73,200.0,18.42,1.92,1488.39,14267.67,2741500,100,39265,26755
6289,(株)技研製作所,1455,1499,1455.2033,1438,1500,1401,109400,36229,24899528,2.13,31.0,15.43,1.8,94.31,806.47,145500,100,2363,1401
6301,コマツ,2000,2092,2000.2338000000002,2000,2103,1965,10727900,1944421,971967660,2.9,58.0,13.66,1.21,146.43,1654.48,200050,100,2686,1965
6302,住友重機械工業(株),499,523,499.18799999999993,501,528,495,6385000,306649,614527405,2.81,14.0,10.2,0.85,48.94,586.39,499000,1000,843,495
6305,日立建機(株),1710,1801,1709.42,1772,1817,1707,3640900,367847,215115038,3.51,60.0,13.46,0.73,127.0,2344.73,171000,100,2597,1707
6326,(株)クボタ,1744,1812,,1720,1839,1698,9015000,2173406,1246219180,,,,1.79,,973.45,1744000,1000,2194,1615
6361,荏原,469,490,468.8912,476,492,463,9140000,218407,465686024,2.56,12.0,9.08,0.93,51.64,502.06,469000,1000,643,447
6366,千代田化工建設(株),831,869,831.1602,827,878,818,6260000,216330,260324529,1.68,14.0,17.94,1.05,46.33,792.27,831000,1000,1164,818
6367,ダイキン工業(株),6925,7250,6926.436500000001,6950,7437,6903,3252900,2029814,293113973,1.59,110.0,15.55,1.89,445.43,3660.39,692500,100,9758,6903
6370,栗田工業(株),2382,2479,2381.625,2379,2511,2373,870600,283850,119164594,2.02,48.0,22.5,1.26,105.85,1889.16,238200,100,3150,2338
6371,(株)椿本チエイン,877,910,877.0598,867,934,858,714000,167864,191406969,2.28,20.0,10.94,1.15,80.17,765.17,877000,1000,1250,858
6395,(株)タダノ,1555,1599,1555.4134999999999,1527,1648,1506,1288000,201373,129500355,1.61,25.0,9.85,1.6,157.91,971.08,1555000,1000,2075,1340
6412,(株)平和,2288,2351,2289.2330999999995,2240,2357,2202,962100,228363,99809060,3.5,80.0,8.77,1.19,261.03,1929.41,228800,100,2840,2202
6417,(株)ＳＡＮＫＹＯ,4330,4415,4329.7999,4275,4425,4230,772100,387957,89597500,3.46,150.0,37.01,1.0,116.99,4326.73,433000,100,5120,3915
6425,(株)ユニバーサルエンターテインメント,2121,2269,2121.4602,2069,2400,2038,515900,170094,80195000,,,16.74,0.74,126.73,2883.55,212100,100,3450,1806
6448,ブラザー工業(株),1566,1618,1565.5584999999999,1530,1645,1530,2453700,434621,277535866,2.3,36.0,11.45,1.12,136.73,1393.9,156600,100,2192,1530
6460,セガサミーホールディングス(株),1180,1208,1180.251,1148,1228,1124,4185800,314151,266229476,3.39,40.0,14.58,0.92,80.95,1286.88,118000,100,1878,1124
6463,ＴＰＲ(株),2675,2800,2674.9548,2620,2825,2590,217800,96164,35949099,1.79,48.0,7.38,1.24,362.46,2153.11,267500,100,3990,2590
6465,ホシザキ電機(株),7100,7320,7099.8351999999995,7100,7440,6880,528500,514013,72396250,0.7,50.0,29.36,3.01,241.82,2356.65,710000,100,8340,5640
6471,日本精工(株),1505,1540,1505.2848,1487,1588,1475,6356600,829658,551268104,2.26,34.0,11.64,1.69,129.32,888.52,150500,100,2120,1322
6473,(株)ジェイテクト,1650,1716,1650.0330000000004,1647,1749,1642,1929700,566422,343286307,2.06,34.0,11.55,1.16,142.86,1421.08,165000,100,2480,1642
6474,(株)不二越,541,554,541.1812,530,574,519,1950000,134814,249193436,1.85,10.0,11.14,1.34,48.58,403.12,541000,1000,763,519
6479,ミネベア(株),1486,1503,1485.6291999999999,1420,1580,1404,8077000,593163,399167695,,,11.11,2.36,133.72,630.11,1486000,1000,2358,1404
6481,ＴＨＫ(株),2036,2071,2036.4768,2007,2140,1980,1448600,272533,133856903,2.75,56.0,11.16,1.05,182.48,1941.87,203600,100,3345,1980
6501,(株)日立製作所,653,679,653.556,649,688,641,45087000,3159635,4833463387,,,10.18,1.05,64.2,624.2,653700,1000,923,641
6502,(株)東芝,346,360,,352,375,341,72717000,1469177,4237602026,1.15,4.0,,1.03,,336.88,346700,1000,535,341
6503,三菱電機(株),1146,1194,1146.7512,1143,1213,1122,14326000,2461767,2147201551,,,11.19,1.25,102.48,914.43,1146500,1000,1718,1122
6504,富士電機(株),455,483,455.0139000000001,467,481,450,5460000,339651,746484957,,,11.21,1.15,40.59,394.95,455000,1000,617,450
6506,(株)安川電機,1292,1338,1292.3295,1293,1374,1264,3876000,339829,263025678,1.55,20.0,14.07,1.92,91.85,673.74,129200,100,1831,1264
6586,(株)マキタ,6410,6580,6410.367400000001,6470,6680,6340,823200,897456,140008760,,,24.17,1.74,265.22,3680.7,641000,100,7510,5040
6592,マブチモーター(株),5180,5370,5179.585599999999,5050,5610,5010,935400,367405,70927562,2.03,105.0,20.72,1.53,249.98,3394.54,518000,100,8230,4385
6594,日本電産(株),8680,8727,8679.4462,8500,9399,8453,3514900,2575732,296743363,0.92,80.0,28.46,3.3,304.97,2626.4,868000,100,11415,7616
6645,オムロン(株),4165,4240,4166.021,4100,4395,4090,2311500,905462,217397872,2.21,92.0,13.61,1.76,306.1,2365.9,416500,100,5900,4090
6651,日東工業(株),2203,2304,2202.5326000000005,2200,2350,2160,124600,94729,43000000,3.18,70.0,9.47,1.19,232.58,1858.98,220300,100,2933,2080
6674,(株)ジーエス・ユアサ　コーポレーション,428,450,427.9491,431,455,423,7840000,177010,413574714,2.34,10.0,13.59,1.11,31.49,386.45,428000,1000,586,423
6702,富士通(株),539,562,539.3628,537,573,527,20117000,1116982,2070018213,1.48,8.0,11.16,1.23,48.33,439.05,539600,1000,870,527
6703,ＯＫＩ,213,223,213.0253,214,225,210,16874000,185773,872176028,2.35,5.0,8.41,1.56,25.33,136.75,213000,1000,272,210
6724,セイコーエプソン(株),1836,1940,1835.1970000000001,1830,1940,1809,4311000,733729,399634778,3.27,60.0,9.38,1.31,195.65,1405.23,183600,100,2545,1809
6727,(株)ワコム,404,422,404.09330000000006,400,430,392,2337200,68295,169046400,4.46,18.0,19.07,2.24,21.19,180.62,40400,100,649,392
6741,日本信号(株),1055,1088,1054.7603,1020,1111,1020,291700,72098,68339704,2.09,22.0,11.99,0.98,87.97,1071.9,105500,100,1402,1020
6752,パナソニック(株),1210,1260,1210.2551999999998,1200,1294,1180,18431700,2969421,2453053497,,,15.54,1.33,77.88,911.66,121050,100,1854,1180
6754,アンリツ(株),776,795,776.2546,770,806,753,1763500,107177,138115294,3.09,24.0,13.34,1.34,58.19,578.66,77600,100,918,746
6755,(株)富士通ゼネラル,1400,1450,1399.4434,1396,1480,1363,1067000,152988,109277299,1.29,18.0,10.46,1.84,133.79,761.73,1400000,1000,1827,1098
6758,ソニー(株),2834,2843,2834.7192000000005,2730,3020,2713,21154200,3577599,1262162260,,,23.67,1.1,119.76,2566.95,283450,100,3970,2352
6762,ＴＤＫ(株),6790,7190,6788.7176,6900,7480,6780,2879600,879921,129590659,1.77,120.0,13.16,1.12,515.86,6061.04,679000,100,10450,6780
6806,ヒロセ電機(株),12870,13310,12869.913600000002,12710,13660,12520,251900,515067,40020736,1.86,240.0,19.92,1.58,646.08,8165.2,1287000,100,18990,12314
6841,横河電機(株),1389,1449,1388.7705,1419,1500,1383,3162000,373119,268624510,1.44,20.0,15.55,1.6,89.31,870.79,138900,100,1650,1198
6849,日本光電,2232,2306,2231.4216,2198,2314,2169,798500,200280,89730980,1.57,35.0,16.08,2.01,138.77,1111.99,223200,100,3490,2169
6856,(株)堀場製作所,3975,4075,3974.465,3930,4150,3830,326000,169068,42532752,1.76,70.0,13.97,1.33,284.5,2983.43,397500,100,5410,3675
6861,(株)キーエンス,52610,54150,,52630,56270,51750,392100,3198789,60801921,0.29,150.0,,3.36,,15674.9,5261000,100,70100,51000
6869,シスメックス(株),7260,7360,7259.5636,6990,7720,6960,1619300,1511224,208157632,0.55,40.0,47.38,8.75,153.22,830.08,726000,100,8640,5050
6902,(株)デンソー,5146,5333,5145.5134,5133,5429,5091,3611100,4549418,884068713,2.33,120.0,14.66,1.16,350.99,4426.34,514600,100,6548,5091
6923,スタンレー電気(株),2236,2335,2236.3999,2285,2371,2221,1206400,397561,177800000,1.52,34.0,13.37,1.22,167.27,1830.15,223600,100,3160,2221
6952,カシオ計算機(株),2193,2310,2193.3099,2275,2349,2184,7000700,589963,269020914,1.6,35.0,17.37,2.77,126.27,790.93,219300,100,2631,1736
6954,ファナック(株),18750,19405,18751.21,19005,19885,18575,2229900,3861417,205942215,,,23.0,2.74,815.27,6845.44,1875000,100,28575,18575
6963,ローム(株),5970,6100,5970.6358,5910,6370,5840,1520000,676998,113400000,2.18,130.0,21.31,0.85,280.18,7016.14,597000,100,9140,5840
6965,浜松ホトニクス(株),2685,2782,2684.7779,2749,2880,2685,1545700,449818,167529968,1.27,34.0,23.59,2.44,113.81,1102.31,268500,100,3940,2685
6971,京セラ(株),5565,5847,5563.9710000000005,5741,5899,5557,3367000,2101447,377618580,1.8,100.0,17.01,0.86,327.1,6499.44,556500,100,7207,5045
6981,(株)村田製作所,15330,15260,15325.9893,14645,16740,14620,3107500,3453291,225263592,1.3,200.0,17.73,2.8,864.41,5469.63,1533000,100,22220,12520
6988,日東電工(株),7418,7541,7416.798599999999,7391,8050,7300,2552900,1288940,173758428,1.75,130.0,13.81,1.95,537.06,3807.1,741800,100,10435,6427
7003,三井造船(株),176,187,176.07599999999996,173,187,170,12698000,146254,830987176,1.7,3.0,10.95,0.61,16.08,287.38,176000,1000,237,170
7011,三菱重工業(株),557,578,557.712,552,592,545,24655000,1881146,3373647813,2.15,12.0,14.4,1.03,38.73,542.36,557600,1000,805,545
7012,川崎重工業(株),430,462,429.933,442,459,423,42541000,718446,1670805320,2.79,12.0,10.41,1.67,41.3,256.87,430000,1000,647,423
7013,(株)ＩＨＩ,361,369,361.1083,359,379,351,32175000,558395,1546799542,1.66,6.0,14.29,1.64,25.27,220.68,361000,1000,628,351
7014,(株)名村造船所,792,836,792.0215999999999,776,845,771,703100,54664,69020051,2.53,20.0,14.76,0.5,53.66,1573.35,79200,100,1339,771
7177,ＧＭＯクリックホールディングス(株),666,718,,650,713,620,191300,76557,114950126,,,,3.51,,189.63,66600,100,1419,620
7201,日産自動車(株),1020,1060,1020.2094000000001,1000,1105,999,23975900,4611129,4520715112,4.12,42.0,8.82,0.87,115.67,1176.56,102000,100,1350,963
7202,いすゞ自動車(株),1319,1353,1319.9,1327,1403,1294,6316700,1119494,848422669,2.43,32.0,10.0,1.42,131.99,926.25,131950,100,1824,1294
7203,トヨタ自動車(株),6725,6994,6728.0559,6700,7196,6650,20309700,22986033,3417997492,,,9.41,1.17,714.99,5741.66,672500,100,8783,6650
7205,日野自動車(株),1216,1281,1216.1219999999998,1229,1297,1203,4312600,698690,574580850,3.29,40.0,9.42,1.64,129.1,742.8,121600,100,1916,1203
7211,三菱自動車(株),871,932,871.3976000000001,887,921,871,16084100,856770,983661919,1.84,16.0,8.57,1.28,101.68,682.3,87100,100,1168,871
7240,ＮＯＫ(株),2749,2865,2750.0640000000003,2717,2900,2692,795900,475958,173138537,,,10.81,1.1,254.4,2499.12,274900,100,4395,2692
7242,ＫＹＢ,345,361,344.9758,342,363,338,2072000,88832,257484315,3.19,11.0,9.58,0.51,36.01,671.39,345000,1000,519,338
7245,大同メタル工業(株),1001,1029,1000.9872,999,1064,980,222900,45002,44956853,2.6,26.0,7.52,0.91,133.11,1096.86,100100,100,1359,980
7248,カルソニックカンセイ(株),750,781,749.7556000000001,762,792,742,1142000,204931,273241631,1.33,10.0,9.13,0.99,82.12,759.91,750000,1000,984,600
7259,アイシン精機(株),4165,4270,4165.643599999999,4100,4390,4055,1901600,1227320,294674634,2.4,100.0,11.78,1.0,353.62,4164.9,416500,100,5890,3990
7261,マツダ(株),1934,2051,1934.3268,1911,2094,1881,18572700,1160159,599875479,1.55,30.0,8.26,1.29,234.18,1503.91,193400,100,2910,1881
7262,ダイハツ工業(株),1437,1502,1437.4659000000001,1452,1503,1415,4337800,613776,427122966,,,10.21,1.0,140.79,1442.33,143700,100,1853,1415
7267,ホンダ,3550,3704,3550.947,3564,3800,3514,9168700,6430571,1811428430,2.48,88.0,12.19,0.84,291.3,4221.25,355000,100,4499,3420
7269,スズキ(株),3812,3949,3811.9896000000003,3800,4043,3728,4165100,2138993,561047304,0.71,27.0,19.44,1.41,196.09,2696.62,381250,100,4780,3412
7270,富士重工業(株),3802,3969,3800.192,3825,4081,3669,10039900,2976456,782865873,,,8.8,2.73,431.84,1393.99,380200,100,4828,3669
7272,ヤマハ発動機(株),2148,2219,2148.2055,2111,2289,2108,3747300,751578,349896784,2.05,44.0,9.87,1.48,217.65,1454.59,214800,100,3245,2108
7276,(株)小糸製作所,3735,3845,3734.6549999999997,3730,3945,3695,1224900,600549,160789436,,,16.22,2.22,230.25,1683.8,373500,100,5040,3420
7278,(株)エクセディ,2595,2699,2595.9689999999996,2565,2741,2560,158000,126101,48593736,2.7,70.0,11.87,0.79,218.7,3305.07,259500,100,3310,2523
7279,(株)ハイレックスコーポレーション,3500,3610,3498.5993999999996,3345,3720,3250,40700,133759,38216759,1.47,51.5,8.62,0.95,405.87,3702.04,350000,100,4310,3205
7280,(株)ミツバ,1971,2012,1972.0876,1900,2065,1863,340800,89842,45581809,0.71,14.0,6.79,1.1,290.44,1799.37,197100,100,3575,1863
7282,豊田合成(株),2256,2369,2256.663,2253,2366,2218,439600,293303,130010011,2.48,56.0,12.7,0.92,177.69,2452.04,225600,100,3150,2218
7296,(株)エフ・シー・シー,1812,1920,1811.8448999999998,1850,1905,1812,390500,95391,52644030,2.21,40.0,13.99,0.77,129.51,2347.57,181200,100,2267,1755
7309,(株)シマノ,13990,14070,13991.894000000002,13460,14600,13240,859500,1297153,92720000,1.11,155.0,21.8,3.61,641.83,3875.66,1399000,100,19360,13240
7313,テイ・エス　テック(株),3075,3175,3074.6016,3080,3240,3040,296000,209100,68000000,2.15,66.0,9.09,1.08,338.24,2837.65,307500,100,3785,2551
7420,佐鳥電機(株),808,824,807.5585,785,859,770,85200,14501,17946826,3.96,32.0,8.95,0.41,90.23,1976.29,80800,100,975,737
7451,三菱食品(株),2367,2457,2367.873,2357,2484,2348,63700,137583,58125490,1.77,42.0,12.3,0.96,192.51,2455.53,236700,100,2918,2348
7453,(株)良品計画,24150,23960,24148.670000000002,22770,25300,22140,832600,678084,28078000,0.89,215.0,31.85,4.95,758.2,4877.01,2415000,100,29040,12470
7458,(株)第一興商,4255,4340,4254.5592,4185,4415,4065,134400,246896,58025000,2.35,100.0,18.54,2.26,229.48,1885.45,425500,100,5030,3120
7459,(株)メディパルホールディングス,1973,2045,1972.7224999999999,1995,2065,1969,1050800,482447,244524496,1.22,24.0,17.45,1.13,113.05,1739.01,197300,100,2388,1319
7483,(株)ドウシシャ,2019,2131,2019.326,2110,2111,2018,126500,75461,37375636,1.98,40.0,14.6,1.31,138.31,1539.05,201900,100,2350,1606
7518,ネットワンシステムズ(株),664,688,664.0704000000001,670,692,660,1422200,57104,86000000,4.52,30.0,17.01,1.01,39.04,656.99,66400,100,955,660
7520,(株)エコス,1090,1167,1090.3374,1047,1210,1024,79700,11054,10140917,1.38,15.0,9.27,1.37,117.62,798.31,109000,100,1360,875
7532,(株)ドンキホーテホールディングス,4490,4700,4490.659799999999,4490,4750,4230,1725300,709056,157918960,0.45,20.0,30.33,3.34,148.06,1344.64,449000,100,5830,3875
7593,ＶＴホールディングス(株),650,663,649.9865,633,691,610,516300,77598,119381034,2.77,18.0,16.27,2.48,39.95,262.41,65000,100,870,440
7595,(株)アルゴグラフィックス,1629,1709,1629.4704,1633,1749,1611,43600,18100,11111400,3.68,60.0,9.69,0.86,168.16,1887.03,162900,100,2069,1611
7606,(株)ユナイテッドアローズ,4470,4570,4469.639999999999,4365,4685,4320,317700,168966,37800000,1.74,78.0,19.04,4.54,234.75,983.83,447000,100,5200,3075
7611,(株)ハイデイ日高,2823,2873,2822.5745,2780,2914,2705,53600,56655,20068980,1.28,36.0,22.15,3.27,127.43,862.49,282300,100,3321,2705
7628,(株)オーハシテクニカ,1353,1398,1352.9152,1278,1391,1248,39600,21973,16240040,2.81,38.0,7.36,0.87,183.82,1563.87,135300,100,1770,1248
7649,スギホールディングス(株),5510,5650,5510.0288,5450,5740,5390,317100,348953,63330838,0.73,40.0,25.28,2.74,217.96,2013.38,551000,100,6750,4820
7701,(株)島津製作所,1647,1703,1647.3185999999998,1643,1747,1609,2252000,487628,296070227,0.85,14.0,23.13,2.29,71.22,719.93,1647000,1000,2115,1145
7731,(株)ニコン,1483,1508,1483.0622,1492,1576,1463,6721100,594503,400878921,1.08,16.0,29.42,1.03,50.41,1444.27,148300,100,1809,1383
7741,ＨＯＹＡ(株),4354,4533,,4329,4590,4294,2600100,1853859,425782920,,,,3.16,,1376.68,435400,100,5434,3904
7751,キヤノン(株),3551,3677,3551.7771000000002,3548,3732,3522,10378200,4736194,1333763464,,,15.83,1.2,224.37,2950.15,355100,100,4539,3522
7752,(株)リコー,1146,1122,1146.145,1092,1168,1091,16261200,854042,744912078,3.05,35.0,10.01,0.7,114.5,1630.7,114650,100,1380,1091
7832,(株)バンダイナムコホールディングス,2594,2589,2594.64,2488,2676,2464,2170800,575868,222000000,0.93,24.0,19.0,1.85,136.56,1399.48,259400,100,3025,2085
