銘柄コード,銘柄名称,株価,前日終値,予想株価 (PERxEPS),始値,高値,安値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
4722,フューチャーアーキテクト(株),702,683,701.9532,700,707,686,82000,33460,47664000,2.71,19.0,11.32,2.08,62.01,336.8,70200,100,876,613
4726,ソフトバンク・テクノロジー(株),1270,1228,1270.3152,1269,1276,1221,14100,13558,10675400,1.57,20.0,12.32,1.23,103.11,1033.73,127000,100,1494,1092
4732,(株)ユー・エス・エス,2150,2061,2150.28,2137,2158,2113,731500,673488,313250000,1.9,40.8,23.76,3.86,90.5,556.65,215000,100,2579,1752
4739,伊藤忠テクノソリューションズ(株),2659,2617,2659.1852,2667,2687,2632,476200,319080,120000000,2.44,65.0,17.08,1.8,155.69,1476.57,265900,100,3235,2050
4751,(株)サイバーエージェント,4955,4745,4955.1976,4875,4970,4820,671800,313222,63213300,1.01,50.0,22.16,4.71,223.61,1051.4,495500,100,7190,4290
4755,楽天(株),1733,1662,,1745,1748,1707,7561000,2478942,1430021200,,,,3.75,,462.36,173350,100,2395,1524
4761,(株)さくらケーシーエス,661,661,661.0643,661,661,661,300,7403,11200000,1.82,12.0,49.37,0.49,13.39,1343.81,66100,100,730,621
4768,(株)大塚商会,6330,6540,6330.5442,6340,6460,6250,727700,601357,95001060,1.5,95.0,25.43,3.66,248.94,1728.42,633000,100,7250,3615
4777,(株)ガーラ,909,830,,875,945,861,892700,14322,15755500,0.0,0.0,,14.11,,64.42,90900,100,3475,613
4793,(株)富士通ビー・エス・シー,907,907,907.0962000000001,920,922,902,1100,10703,11800000,2.98,27.0,15.74,0.62,57.63,1474.3,90700,100,1030,831
4812,ＩＳＩＤ,1413,1377,,1411,1423,1383,37000,46051,32591240,1.98,28.0,,1.17,,1212.73,141300,100,1574,1093
4832,ＪＦＥシステムズ(株),1180,1190,1179.616,1160,1180,1160,500,9267,7853000,2.54,30.0,9.55,0.92,123.52,1285.36,118000,100,1400,1060
4837,シダックス(株),516,513,516.0267,517,518,515,15100,21114,40918762,2.91,15.0,33.53,1.11,15.39,462.97,51600,100,578,480
4842,(株)ＵＳＥＮ,327,308,327.0176,316,330,313,444200,67738,207148891,,,11.23,2.68,29.12,121.87,32700,100,388,295
4901,富士フイルムホールディングス(株),4991,4734,4990.8042,4860,5036,4850,4255300,2568754,514625728,1.3,65.0,19.98,0.95,249.79,5244.72,499150,100,5293,3631
4902,コニカミノルタ(株),1345,1299,1345.1345,1320,1354,1316,2063500,676084,502664337,2.23,30.0,13.45,1.25,100.01,1072.06,134500,100,1652,1146
4911,(株)資生堂,2634,2626,,2701,2720,2590,3865500,1053600,400000000,0.76,20.0,,2.73,,964.13,263400,100,3328,1646
4912,ライオン(株),1056,1056,1055.9270000000001,1086,1089,1048,1440000,315866,299115346,0.95,10.0,33.31,2.33,31.7,453.88,1056000,1000,1225,600
4922,(株)コーセー,11920,11620,11919.0603,12000,12050,11650,974400,722263,60592541,0.62,74.0,41.97,4.76,283.99,2505.6,1192000,100,13670,4570
4924,(株)ドクターシーラボ,2197,2188,2197.125,2239,2239,2179,168100,111728,50854600,1.87,41.0,20.25,4.75,108.5,462.86,219700,100,2495,1892
4927,(株)ポーラ・オルビスホールディングス,7200,7120,7199.867199999999,7260,7390,7130,217400,412445,57284039,2.08,150.0,37.91,2.24,189.92,3215.65,720000,100,8410,4835
4967,小林製薬(株),9320,9230,9319.7832,9430,9450,9130,127300,396333,42525000,0.99,92.0,29.19,2.66,319.28,3497.31,932000,100,10770,6860
4968,荒川化学工業(株),1117,1087,1117.557,1128,1128,1103,32900,22824,20433700,2.69,30.0,9.45,0.49,118.26,2268.71,111700,100,1547,970
5002,昭和シェル石油(株),1040,992,1040.2219,1020,1050,1018,1738900,391924,376850400,3.65,38.0,14.51,1.45,71.69,715.61,104000,100,1250,950
5012,東燃ゼネラル石油(株),1197,1151,1197.1026,1185,1198,1178,4117000,676523,565182000,3.17,38.0,29.07,1.61,41.18,741.42,1197000,1000,1267,974
5019,出光興産(株),2065,1949,2065.59,2009,2097,2000,1548200,330400,160000000,2.42,50.0,5.9,0.56,350.1,3655.05,206500,100,2618,1853
5020,ＪＸホールディングス(株),469,443,469.1115,459,478,456,32802300,1170383,2495485929,3.41,16.0,7.29,0.59,64.35,795.64,46900,100,568,417
5101,横浜ゴム(株),2391,2303,2391.0499999999997,2370,2406,2344,645400,405392,169549081,2.17,52.0,9.86,1.12,242.5,2135.18,239100,100,2904,2094
5105,東洋ゴム工業(株),2703,2655,2703.3588999999997,2713,2731,2672,1472900,343765,127179073,1.66,45.0,28.61,1.93,94.49,1401.41,270300,100,3030,2107
5108,(株)ブリヂストン,4145,3985,4147.1885,4100,4178,4073,3263000,3370716,813102321,2.89,120.0,10.15,1.5,408.59,2765.74,414550,100,5182,3754
5110,住友ゴム工業(株),1725,1684,1725.5841,1724,1735,1710,1544500,453749,263043057,2.9,50.0,8.23,1.09,209.67,1579.25,172500,100,2313,1593
5186,ニッタ(株),2931,2802,2930.7096,2876,2943,2826,66000,88729,30272503,1.64,48.0,11.34,1.04,258.44,2812.29,293100,100,3530,2648
5196,鬼怒川ゴム工業(株),608,582,607.7663,591,612,581,1174000,40918,67299522,1.97,12.0,8.17,1.1,74.39,552.88,608000,1000,727,478
5201,旭硝子(株),737,709,736.8469,734,743,726,5336000,874602,1186705905,2.44,18.0,21.29,0.68,34.61,1076.52,737000,1000,843,564
5214,日本電気硝子(株),540,530,539.9663999999999,542,551,533,9579000,268713,497616234,2.96,16.0,33.58,0.52,16.08,1041.28,540000,1000,726,505
5233,太平洋セメント(株),414,407,414.0125,416,419,413,11337000,512449,1237800586,1.45,6.0,13.75,1.66,30.11,248.79,414000,1000,428,340
5332,ＴＯＴＯ(株),1800,1795,1799.844,1818,1847,1791,3726000,637133,353962595,1.56,28.0,19.05,2.2,94.48,817.36,1800000,1000,2304,1237
5334,日本特殊陶業(株),3025,2960,3024.7047000000002,3040,3060,2974,655500,676223,223544820,1.39,42.0,14.31,1.85,211.37,1635.46,302500,100,3900,2834
5393,ニチアス(株),778,742,778.2404,765,783,756,1234000,99973,128500619,2.31,18.0,11.14,1.18,69.86,659.19,778000,1000,857,637
5401,新日鐵住金(株),257,239,257.744,248,260,247,68004000,2449929,9503214022,,,9.05,0.79,28.48,324.28,257800,1000,350,227
5411,ジェイ　エフ　イー　ホールディングス(株),1947,1813,,1896,1972,1895,7594800,1196312,614438399,,,,0.58,,3354.78,194700,100,3081,1734
5471,大同特殊鋼(株),462,431,462.19550000000004,447,468,444,4978000,200733,434487693,2.16,10.0,10.55,0.77,43.81,599.05,462000,1000,609,411
5486,日立金属(株),1582,1502,1582.5744,1542,1592,1537,1754900,678527,428904352,1.64,26.0,9.27,1.35,170.72,1169.88,158200,100,2124,1438
5631,(株)日本製鋼所,419,394,419.03400000000005,402,431,401,4655000,155643,371463036,1.19,5.0,23.1,1.13,18.14,372.07,419000,1000,585,376
5706,三井金属,258,240,258.111,248,261,247,15840000,147825,572966166,2.33,6.0,6.3,0.74,40.97,350.42,258000,1000,374,232
5711,三菱マテリアル(株),398,366,397.87219999999996,384,399,383,15180000,523328,1314895351,2.51,10.0,8.02,0.9,49.61,442.54,398000,1000,518,353
5713,住友金属鉱山(株),1549,1418,1549.6344000000001,1485,1558,1480,8475000,901233,581628031,3.1,48.0,8.22,0.8,188.52,1925.66,1549500,1000,2040,1379
5714,ＤＯＷＡホールディングス(株),1078,1013,1077.5444,1037,1084,1030,1721000,334122,309946031,1.67,18.0,11.81,1.67,91.24,645.62,1078000,1000,1243,837
5802,住友電気工業(株),1707,1620,1706.5888,1681,1727,1658,3491400,1355257,793940571,2.05,35.0,15.04,0.94,113.47,1812.95,170700,100,2037,1404
5857,アサヒホールディングス(株),1802,1723,1802.6379,1760,1808,1751,132300,65330,36254344,3.33,60.0,9.09,1.13,198.31,1601.68,180200,100,2376,1642
5929,三和ホールディングス(株),902,897,902.2446,912,913,879,3700000,220016,243920497,2.22,20.0,15.06,1.73,59.91,520.25,90200,100,1113,779
5938,(株)ＬＩＸＩＬグループ,2460,2389,2459.9704,2439,2475,2408,3381100,770113,313054255,2.44,60.0,234.73,1.28,10.48,1923.66,246000,100,2973,2233
5947,リンナイ(株),9000,8920,8999.328000000001,9100,9180,8930,200200,469948,52216463,0.91,82.0,20.8,1.9,432.66,4742.57,900000,100,10150,7370
5949,ユニプレス(株),2285,2214,2285.6886,2281,2341,2241,310500,108878,47649173,1.53,35.0,10.07,0.86,226.98,2668.14,228500,100,2895,1892
5970,(株)ジーテクト,1242,1200,1241.4736,1211,1251,1195,258400,54563,43931260,2.09,26.0,10.09,0.52,123.04,2379.27,124200,100,1395,1022
5986,モリテック　スチール(株),310,302,310.0248,305,310,304,13800,6993,22558063,3.23,10.0,13.89,0.54,22.32,570.02,31000,100,340,282
5991,ニッパツ,1202,1141,1202.0592000000001,1175,1208,1168,636300,293368,244066144,1.83,22.0,11.23,1.08,107.04,1110.67,120200,100,1497,979
6037,(株)ファーストロジック,2310,2210,2309.8971,2300,2380,2276,38500,12641,5472400,0.0,0.0,45.39,8.58,50.89,269.35,231000,100,5060,1582
6071,(株)ＩＢＪ,1444,1448,1443.848,1448,1500,1413,380600,17978,12450000,,,33.04,11.68,43.7,123.68,144400,100,2043,713
6093,(株)エスクロー・エージェント・ジャパン,1795,1716,1795.119,1800,1870,1765,112400,7284,4058000,,,36.71,4.58,48.9,391.78,179500,100,3036,1114
6094,(株)フリークアウト,1569,1454,1569.0424,1510,1578,1506,29600,9873,6292660,0.0,0.0,109.57,4.22,14.32,371.48,156900,100,3330,1190
6136,ＯＳＧ,2434,2327,2434.488,2388,2465,2372,598900,233555,95955226,1.89,46.0,18.06,2.26,134.8,1075.35,243400,100,2939,1850
6146,(株)ディスコ,9450,8850,,9060,9520,9000,293600,337567,35721371,,,,2.18,,4343.06,945000,100,12960,8340
6201,(株)豊田自動織機,6160,5840,6160.2816,6020,6220,6000,657400,2007178,325840640,1.79,110.0,15.36,0.8,401.06,7715.68,616000,100,7670,5400
6256,(株)ニューフレアテクノロジー,4800,4680,4799.25,4750,4870,4680,14000,57600,12000000,2.6,125.0,7.11,1.24,675.0,3885.49,480000,100,6530,4170
6268,ナブテスコ(株),2517,2404,,2474,2545,2461,677900,322845,128265799,1.75,44.0,,2.18,,1157.0,251700,100,3655,2315
6273,ＳＭＣ(株),30070,29040,30065.478,29675,30315,29420,218000,2025797,67369359,0.67,200.0,20.2,2.11,1488.39,14267.67,3007000,100,39265,26755
6289,(株)技研製作所,1542,1545,1541.9685000000002,1516,1580,1515,51800,39089,25349528,2.01,31.0,16.35,1.91,94.31,806.47,154200,100,2363,1401
6301,コマツ,2074,1994,2074.9131,2045,2103,2044,6377900,2016347,971967660,2.8,58.0,14.17,1.25,146.43,1654.48,207450,100,2686,1892
6302,住友重機械工業(株),539,516,538.8294,535,549,534,5251000,331230,614527405,2.6,14.0,11.01,0.92,48.94,586.39,539000,1000,843,482
6305,日立建機(株),1800,1721,1799.59,1764,1826,1760,1560200,387207,215115038,3.33,60.0,14.17,0.77,127.0,2344.73,180000,100,2597,1654
6326,(株)クボタ,1909,1824,,1883,1914,1873,3559000,2379032,1246219180,,,,1.96,,973.45,1909000,1000,2194,1615
6361,荏原,497,473,496.7768,484,500,482,5301000,231446,465686024,2.41,12.0,9.62,0.99,51.64,502.06,497000,1000,643,447
6366,千代田化工建設(株),898,847,897.8753999999999,877,916,871,5613000,233771,260324529,1.56,14.0,19.38,1.13,46.33,792.27,898000,1000,1164,810
6367,ダイキン工業(株),7406,7269,7407.5009,7396,7449,7284,1640100,2170802,293113973,1.49,110.0,16.63,2.02,445.43,3660.39,740600,100,9758,6855
6370,栗田工業(株),2527,2503,2526.6394999999998,2464,2541,2464,1809100,301129,119164594,1.9,48.0,23.87,1.34,105.85,1889.16,252700,100,3150,2338
6371,(株)椿本チエイン,947,909,946.8077000000001,935,962,935,769000,181262,191406969,2.11,20.0,11.81,1.24,80.17,765.17,947000,1000,1250,858
6395,(株)タダノ,1693,1602,1692.7952,1645,1723,1643,1043000,219244,129500355,1.48,25.0,10.72,1.74,157.91,971.08,1693000,1000,2075,1340
6412,(株)平和,2389,2307,2388.4244999999996,2380,2399,2351,612000,238444,99809060,3.35,80.0,9.15,1.24,261.03,1929.41,238900,100,2840,2202
6417,(株)ＳＡＮＫＹＯ,4615,4500,4615.2555,4575,4630,4530,651500,413492,89597500,3.25,150.0,39.45,1.07,116.99,4326.73,461500,100,5120,3915
6425,(株)ユニバーサルエンターテインメント,2403,2332,2402.8008,2382,2439,2366,137400,192709,80195000,,,18.96,0.83,126.73,2883.55,240300,100,3450,1806
6448,ブラザー工業(株),1686,1616,1685.8808999999999,1667,1700,1651,1245300,467925,277535866,2.14,36.0,12.33,1.21,136.73,1393.9,168600,100,2192,1522
6460,セガサミーホールディングス(株),1292,1264,1291.9620000000002,1280,1298,1280,2187500,343968,266229476,3.1,40.0,15.96,1.0,80.95,1286.88,129200,100,1878,1124
6463,ＴＰＲ(株),2928,2794,2928.6767999999997,2887,2937,2833,112400,105259,35949099,1.64,48.0,8.08,1.36,362.46,2153.11,292800,100,3990,2590
6465,ホシザキ電機(株),7700,7360,7699.5488,7500,7730,7490,232400,557451,72396250,0.65,50.0,31.84,3.27,241.82,2356.65,770000,100,8340,5640
6471,日本精工(株),1552,1519,1551.84,1542,1568,1524,3668400,855568,551268104,2.19,34.0,12.0,1.75,129.32,888.52,155200,100,2120,1322
6473,(株)ジェイテクト,1748,1693,1748.6064000000001,1735,1759,1724,1286000,600064,343286307,1.95,34.0,12.24,1.23,142.86,1421.08,174800,100,2480,1617
6474,(株)不二越,575,550,575.1872,569,580,563,1137000,143286,249193436,1.74,10.0,11.84,1.43,48.58,403.12,575000,1000,763,519
6479,ミネベア(株),1509,1504,1508.3616,1544,1565,1488,9794000,602344,399167695,,,11.28,2.39,133.72,630.11,1509000,1000,2358,1404
6481,ＴＨＫ(株),2154,2047,2153.264,2092,2165,2088,1114600,288328,133856903,2.6,56.0,11.8,1.11,182.48,1941.87,215400,100,3345,1980
6501,(株)日立製作所,697,676,697.8539999999999,693,702,690,23405000,3371824,4833463387,,,10.87,1.12,64.2,624.2,697600,1000,923,639
6502,(株)東芝,380,366,,370,385,370,66307000,1613679,4237602026,1.05,4.0,,1.13,,336.88,380800,1000,535,341
6503,三菱電機(株),1234,1180,1233.8591999999999,1215,1252,1214,8011000,2649647,2147201551,,,12.04,1.35,102.48,914.43,1234000,1000,1718,1122
6504,富士電機(株),492,469,491.9508,483,496,483,3294000,367271,746484957,,,12.12,1.25,40.59,394.95,492000,1000,617,450
6506,(株)安川電機,1438,1339,1438.3709999999999,1382,1443,1366,3463300,378231,263025678,1.39,20.0,15.66,2.13,91.85,673.74,143800,100,1831,1264
6586,(株)マキタ,6900,6600,6901.0244,6710,6930,6700,663600,966060,140008760,,,26.02,1.87,265.22,3680.7,690000,100,7510,5040
6592,マブチモーター(株),5840,5600,5839.5328,5900,5930,5810,840700,414217,70927562,1.8,105.0,23.36,1.72,249.98,3394.54,584000,100,8230,4385
6594,日本電産(株),9584,9482,9585.207100000001,9690,9696,9425,1960200,2843988,296743363,0.83,80.0,31.43,3.65,304.97,2626.4,958400,100,11415,7616
6645,オムロン(株),4625,4425,4625.171,4555,4660,4535,1126200,1005465,217397872,1.99,92.0,15.11,1.95,306.1,2365.9,462500,100,5900,4090
6651,日東工業(株),2337,2255,2337.429,2337,2357,2311,60900,100491,43000000,3.0,70.0,10.05,1.26,232.58,1858.98,233700,100,2933,2080
6674,(株)ジーエス・ユアサ　コーポレーション,462,445,461.95829999999995,455,463,451,4996000,191072,413574714,2.16,10.0,14.67,1.2,31.49,386.45,462000,1000,586,423
6702,富士通(株),588,565,588.1761,579,597,576,13061000,1217585,2070018213,1.36,8.0,12.17,1.34,48.33,439.05,588200,1000,870,527
6703,ＯＫＩ,226,218,225.94359999999998,221,230,221,8045000,197112,872176028,2.21,5.0,8.92,1.65,25.33,136.75,226000,1000,272,210
6724,セイコーエプソン(株),1987,1924,1987.804,1972,2009,1958,2266800,794074,399634778,3.02,60.0,10.16,1.41,195.65,1405.23,198700,100,2545,1809
6727,(株)ワコム,444,426,443.9305,434,447,432,694100,75057,169046400,4.05,18.0,20.95,2.46,21.19,180.62,44400,100,649,392
6741,日本信号(株),1150,1066,1149.7679,1098,1170,1097,410200,78591,68339704,1.91,22.0,13.07,1.07,87.97,1071.9,115000,100,1402,1020
6752,パナソニック(株),1333,1279,1333.3056,1325,1345,1312,9403400,3269920,2453053497,,,17.12,1.46,77.88,911.66,133300,100,1854,1180
6754,アンリツ(株),797,777,797.203,796,804,790,1118500,110078,138115294,3.01,24.0,13.7,1.38,58.19,578.66,79700,100,918,746
6755,(株)富士通ゼネラル,1542,1485,1542.5986999999998,1529,1549,1517,672000,168506,109277299,1.17,18.0,11.53,2.02,133.79,761.73,1542000,1000,1827,1098
6758,ソニー(株),3169,3051,3170.0472,3160,3194,3111,9749900,4000423,1262162260,,,26.47,1.23,119.76,2566.95,316950,100,3970,2352
6762,ＴＤＫ(株),7680,7430,7681.155400000001,7580,7740,7530,1238900,995256,129590659,1.56,120.0,14.89,1.27,515.86,6061.04,768000,100,10450,6780
6806,ヒロセ電機(株),14120,13580,14116.848000000002,13880,14310,13830,119400,565093,40020736,1.7,240.0,21.85,1.73,646.08,8165.2,1412000,100,18990,12314
6841,横河電機(株),1450,1361,1450.3944,1408,1451,1387,2616500,389506,268624510,1.38,20.0,16.24,1.67,89.31,870.79,145000,100,1650,1198
6849,日本光電,2404,2346,2403.4964,2398,2409,2346,862600,215713,89730980,1.46,35.0,17.32,2.16,138.77,1111.99,240400,100,3490,2169
6856,(株)堀場製作所,4305,4135,4304.485000000001,4295,4315,4205,265200,183103,42532752,1.63,70.0,15.13,1.44,284.5,2983.43,430500,100,5410,3675
6861,(株)キーエンス,58260,55300,,57200,58260,56690,279000,3542320,60801921,0.26,150.0,,3.72,,15674.9,5826000,100,70100,51000
6869,シスメックス(株),7450,7360,7449.5563999999995,7580,7590,7320,1141900,1550774,208157632,0.54,40.0,48.62,8.98,153.22,830.08,745000,100,8640,5050
6902,(株)デンソー,5495,5254,5496.5034000000005,5369,5539,5369,1570200,4857958,884068713,2.18,120.0,15.66,1.24,350.99,4426.34,549500,100,6548,5091
6923,スタンレー電気(株),2438,2330,2438.7966,2399,2447,2384,453100,433476,177800000,1.39,34.0,14.58,1.33,167.27,1830.15,243800,100,3160,2221
6952,カシオ計算機(株),2368,2332,2367.5625,2382,2404,2346,2258800,637042,269020914,1.48,35.0,18.75,2.99,126.27,790.93,236800,100,2631,1736
6954,ファナック(株),20370,19320,20373.597299999998,19720,20385,19705,1328000,4195043,205942215,,,24.99,2.98,815.27,6845.44,2037000,100,28575,18220
6963,ローム(株),6710,6400,6710.311,6680,6760,6530,692800,760914,113400000,1.94,130.0,23.95,0.96,280.18,7016.14,671000,100,9140,5840
6965,浜松ホトニクス(株),3075,2903,3075.1462,3005,3095,2972,926300,515155,167529968,1.11,34.0,27.02,2.79,113.81,1102.31,307500,100,3940,2685
6971,京セラ(株),6100,5907,6100.415,6007,6124,5981,1211800,2303473,377618580,1.64,100.0,18.65,0.94,327.1,6499.44,610000,100,7207,5045
6981,(株)村田製作所,17595,16670,17590.7435,17300,17670,17010,1633500,3963513,225263592,1.14,200.0,20.35,3.22,864.41,5469.63,1759500,100,22220,12520
6988,日東電工(株),8354,8151,8356.6536,8420,8441,8214,1141200,1451578,173758428,1.56,130.0,15.56,2.19,537.06,3807.1,835400,100,10435,6427
7003,三井造船(株),191,182,191.0304,186,193,186,6320000,158719,830987176,1.57,3.0,11.88,0.66,16.08,287.38,191000,1000,237,170
7011,三菱重工業(株),598,575,598.3784999999999,595,605,590,21302000,2018116,3373647813,2.01,12.0,15.45,1.1,38.73,542.36,598200,1000,805,546
7012,川崎重工業(株),471,448,470.82,460,477,460,15295000,786949,1670805320,2.55,12.0,11.4,1.83,41.3,256.87,471000,1000,647,423
7013,(株)ＩＨＩ,389,370,388.9053,391,403,388,20436000,601705,1546799542,1.54,6.0,15.39,1.76,25.27,220.68,389000,1000,628,351
7014,(株)名村造船所,906,850,905.7807999999999,887,920,885,538400,62532,69020051,2.21,20.0,16.88,0.58,53.66,1573.35,90600,100,1339,771
7177,ＧＭＯクリックホールディングス(株),759,726,,734,759,728,61500,87247,114950126,,,,4.0,,189.63,75900,100,1419,620
7201,日産自動車(株),1111,1064,1110.432,1097,1118,1086,12700800,5022514,4520715112,3.78,42.0,9.6,0.94,115.67,1176.56,111100,100,1350,963
7202,いすゞ自動車(株),1422,1362,1422.8522,1414,1437,1401,3504500,1206881,848422669,2.25,32.0,10.78,1.54,131.99,926.25,142250,100,1824,1294
7203,トヨタ自動車(株),7346,7026,7342.9473,7210,7390,7172,14081800,25108610,3417997492,,,10.27,1.28,714.99,5741.66,734600,100,8783,6650
7205,日野自動車(株),1347,1279,1346.513,1329,1365,1324,3000500,773960,574580850,2.97,40.0,10.43,1.81,129.1,742.8,134700,100,1916,1203
7211,三菱自動車(株),957,922,956.8088000000001,941,971,937,6574400,941364,983661919,1.67,16.0,9.41,1.4,101.68,682.3,95700,100,1168,871
7240,ＮＯＫ(株),3025,2948,3024.8160000000003,3040,3080,3005,792500,523744,173138537,,,11.89,1.21,254.4,2499.12,302500,100,4395,2692
7242,ＫＹＢ,364,350,364.06109999999995,361,366,355,2611000,93724,257484315,3.02,11.0,10.11,0.54,36.01,671.39,364000,1000,519,338
7245,大同メタル工業(株),1087,1059,1087.5087,1091,1105,1073,327600,48868,44956853,2.39,26.0,8.17,0.99,133.11,1096.86,108700,100,1359,980
7248,カルソニックカンセイ(株),852,793,852.4056000000002,826,862,822,1574000,232802,273241631,1.17,10.0,10.38,1.12,82.12,759.91,852000,1000,984,600
7259,アイシン精機(株),4430,4280,4430.8586,4395,4460,4365,672300,1305409,294674634,2.26,100.0,12.53,1.06,353.62,4164.9,443000,100,5890,3990
7261,マツダ(株),2122,2031,2121.6708000000003,2081,2146,2076,9604000,1272936,599875479,1.41,30.0,9.06,1.41,234.18,1503.91,212200,100,2910,1881
7262,ダイハツ工業(株),1521,1464,1520.532,1524,1530,1501,2858600,649654,427122966,,,10.8,1.05,140.79,1442.33,152100,100,1853,1415
7267,ホンダ,3859,3682,3859.7250000000004,3830,3877,3797,6521200,6990302,1811428430,2.28,88.0,13.25,0.91,291.3,4221.25,385900,100,4499,3420
7269,スズキ(株),4151,3945,4151.2253,4081,4163,4051,2024100,2329188,561047304,0.65,27.0,21.17,1.54,196.09,2696.62,415150,100,4780,3412
7270,富士重工業(株),4294,4067,4292.4896,4199,4323,4179,5064800,3361626,782865873,,,9.94,3.08,431.84,1393.99,429400,100,4828,3669
7272,ヤマハ発動機(株),2401,2227,2400.6794999999997,2316,2412,2277,4539500,840102,349896784,1.83,44.0,11.03,1.65,217.65,1454.59,240100,100,3245,2108
7276,(株)小糸製作所,4160,4025,4160.6175,4150,4190,4065,699100,668884,160789436,,,18.07,2.47,230.25,1683.8,416000,100,5040,3420
7278,(株)エクセディ,2838,2661,2838.726,2751,2852,2720,162800,137909,48593736,2.47,70.0,12.98,0.86,218.7,3305.07,283800,100,3310,2523
7279,(株)ハイレックスコーポレーション,3755,3620,3754.2975,3650,3800,3645,18300,143504,38216759,1.37,51.5,9.25,1.01,405.87,3702.04,375500,100,4310,3205
7280,(株)ミツバ,2149,2052,2149.2560000000003,2097,2161,2068,178500,97955,45581809,0.65,14.0,7.4,1.19,290.44,1799.37,214900,100,3575,1863
7282,豊田合成(株),2450,2342,2450.3451,2410,2458,2391,304200,318525,130010011,2.29,56.0,13.79,1.0,177.69,2452.04,245000,100,3150,2218
7296,(株)エフ・シー・シー,1874,1769,1874.0096999999998,1804,1879,1788,532200,98655,52644030,2.13,40.0,14.47,0.8,129.51,2347.57,187400,100,2267,1755
7309,(株)シマノ,16280,15610,16276.8088,15960,16280,15810,486700,1509482,92720000,0.95,155.0,25.36,4.2,641.83,3875.66,1628000,100,19360,13240
7313,テイ・エス　テック(株),3290,3175,3291.0752,3255,3320,3240,160900,223720,68000000,2.01,66.0,9.73,1.16,338.24,2837.65,329000,100,3785,2551
7420,佐鳥電機(株),875,862,875.231,870,879,867,23300,15703,17946826,3.66,32.0,9.7,0.44,90.23,1976.29,87500,100,975,737
7451,三菱食品(株),2546,2443,2546.9073,2461,2546,2440,241500,147987,58125490,1.65,42.0,13.23,1.04,192.51,2455.53,254600,100,2918,2343
7453,(株)良品計画,26730,25360,26726.550000000003,26090,26960,25930,546200,750525,28078000,0.8,215.0,35.25,5.48,758.2,4877.01,2673000,100,29040,12470
7458,(株)第一興商,4485,4355,4484.039199999999,4450,4520,4445,56500,260242,58025000,2.23,100.0,19.54,2.38,229.48,1885.45,448500,100,5030,3120
7459,(株)メディパルホールディングス,2107,2065,2107.252,2130,2135,2069,602000,515213,244524496,1.14,24.0,18.64,1.21,113.05,1739.01,210700,100,2388,1319
7483,(株)ドウシシャ,2236,2125,2236.4727000000003,2195,2247,2174,50900,83572,37375636,1.79,40.0,16.17,1.45,138.31,1539.05,223600,100,2350,1606
7518,ネットワンシステムズ(株),734,712,733.952,728,738,724,621100,63124,86000000,4.09,30.0,18.8,1.12,39.04,656.99,73400,100,955,660
7520,(株)エコス,1175,1131,1175.0238000000002,1185,1185,1148,20700,11916,10140917,1.28,15.0,9.99,1.47,117.62,798.31,117500,100,1360,875
7532,(株)ドンキホーテホールディングス,4800,4735,4800.1052,4875,4875,4695,740000,758011,157918960,0.42,20.0,32.42,3.57,148.06,1344.64,480000,100,5830,3875
7593,ＶＴホールディングス(株),749,692,749.0625,716,754,713,428200,89416,119381034,2.4,18.0,18.75,2.85,39.95,262.41,74900,100,870,440
7595,(株)アルゴグラフィックス,1715,1686,1715.2319999999997,1725,1725,1694,13700,19056,11111400,3.5,60.0,10.2,0.91,168.16,1887.03,171500,100,2069,1611
7606,(株)ユナイテッドアローズ,4745,4605,4744.297500000001,4675,4780,4610,189000,179361,37800000,1.64,78.0,20.21,4.82,234.75,983.83,474500,100,5200,3075
7611,(株)ハイデイ日高,2982,2954,2981.862,2995,3010,2954,18400,59846,20068980,1.21,36.0,23.4,3.46,127.43,862.49,298200,100,3321,2705
7628,(株)オーハシテクニカ,1395,1364,1395.1938,1407,1407,1378,10000,22655,16240040,2.72,38.0,7.59,0.89,183.82,1563.87,139500,100,1770,1248
7649,スギホールディングス(株),5780,5740,5780.2992,5860,5860,5730,158900,366052,63330838,0.69,40.0,26.52,2.87,217.96,2013.38,578000,100,6750,4820
7701,(株)島津製作所,1762,1716,1761.9827999999998,1777,1777,1720,1243000,521676,296070227,0.79,14.0,24.74,2.45,71.22,719.93,1762000,1000,2115,1145
7731,(株)ニコン,1565,1529,1565.2305,1567,1585,1538,3441900,627376,400878921,1.02,16.0,31.05,1.08,50.41,1444.27,156500,100,1809,1383
7741,ＨＯＹＡ(株),4721,4695,,4798,4799,4689,1277300,2010121,425782920,,,,3.43,,1376.68,472100,100,5434,3904
7751,キヤノン(株),3773,3626,3773.9034,3728,3795,3705,4427500,5032956,1333763464,,,16.82,1.28,224.37,2950.15,377350,100,4539,3522
7752,(株)リコー,1177,1157,1177.06,1163,1183,1153,7168400,876762,744912078,2.97,35.0,10.28,0.72,114.5,1630.7,117700,100,1380,1092
7832,(株)バンダイナムコホールディングス,2840,2743,2840.4480000000003,2890,2890,2798,1905700,630480,222000000,0.85,24.0,20.8,2.03,136.56,1399.48,284000,100,3025,2085
