Code,Prev,Trend,Pred,Close,Pred-D,Pred-U,Errata-D,Errata-U,Correct,Trend-Correct,Pred-Ratio,Trend-Ratio,Trend-Correct-Ratio,Total-Correct-Ratio,Predict-mean,Predict-max,Predict-min
1417.0,1133.0,0.0,1134.0,1071.0,0.0,0.0,0.0,0.0,0.0,1.0,5.882352941176478,,,,,,
1605.0,1189.0,0.0,1205.0,1141.0,0.0,0.0,0.0,0.0,0.0,1.0,5.609114811568801,,,,,,
1719.0,791.0,1.0,792.0,736.0,0.0,1.0,0.0,0.0,0.0,0.0,7.608695652173907,,,,,,
1721.0,1485.0,0.0,1497.0,1475.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4915254237288167,,,,,,
1722.0,845.0,1.0,856.0,788.0,0.0,1.0,0.0,0.0,0.0,0.0,8.62944162436547,,,,,,
1801.0,805.0,1.0,813.0,785.0,0.0,1.0,0.0,0.0,0.0,0.0,3.5668789808917154,,,,,,
1802.0,1032.0,0.0,1040.0,1013.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6653504442250693,,,,,,
1808.0,1375.0,0.0,1400.0,1361.0,0.0,0.0,0.0,0.0,0.0,1.0,2.865540044085236,,,,,,
1812.0,661.0,0.0,671.0,655.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4427480916030504,,,,,,
1878.0,12800.0,1.0,13033.0,12280.0,0.0,1.0,0.0,0.0,0.0,0.0,6.131921824104225,,,,,,
1881.0,2006.0,1.0,2035.0,2035.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,
1911.0,1302.0,1.0,1330.0,1362.0,0.0,1.0,0.0,1.0,1.0,1.0,-2.3494860499265684,,,,,,
1925.0,2842.0,0.0,2910.0,3048.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.527559055118118,,,,,,
1928.0,1742.0,0.0,1776.0,1809.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8242122719734652,,,,,,
1951.0,1223.0,0.0,1234.0,1178.0,0.0,0.0,0.0,0.0,0.0,1.0,4.753820033955861,,,,,,
1952.0,940.0,0.0,961.0,956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5230125523012532,,,,,,
1963.0,1745.0,0.0,1758.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45714285714286973,,,,,,
1983.0,1261.0,1.0,1292.0,1238.0,0.0,1.0,0.0,0.0,0.0,0.0,4.361873990306947,,,,,,
2121.0,3945.0,0.0,4055.0,4105.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2180267965895268,,,,,,
2131.0,1190.0,0.0,1205.0,1196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.752508361204022,,,,,,
2181.0,5220.0,1.0,5316.0,4790.0,0.0,1.0,0.0,0.0,0.0,0.0,10.981210855949897,,,,,,
2229.0,4345.0,1.0,4493.0,4115.0,0.0,1.0,0.0,0.0,0.0,0.0,9.185905224787376,,,,,,
