銘柄コード,銘柄名称,始値,高値,安値,終値,前日終値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
8439,東京センチュリーリース(株),3520,3665,3510,3530,3600,111500,376385,106624620,1.98,70.0,10.2,1.25,345.93,2831.9,353000,100,4290,2628
8473,ＳＢＩホールディングス(株),1363,1426,1361,1385,1423,4197500,311018,224561761,,,,0.69,,2010.31,138500,100,1828,1228
8508,Ｊトラスト(株),1009,1081,1009,1052,1008,765200,124822,118652354,1.14,12.0,26.46,0.68,39.76,1554.35,105200,100,1335,890
8515,アイフル(株),443,450,436,439,448,36097500,212304,483607536,0.0,0.0,29.64,2.12,14.81,206.96,43900,100,494,343
8524,(株)北洋銀行,460,491,460,478,475,1278200,190751,399060179,2.09,10.0,11.22,0.51,42.62,936.96,47800,100,571,420
8544,(株)京葉銀行,602,637,599,618,620,593000,179749,290855716,1.78,11.0,11.39,0.61,54.28,1009.35,618000,1000,759,580
8566,リコーリース(株),3300,3390,3255,3280,3320,58600,102478,31243223,1.68,55.0,9.48,0.75,345.97,4401.86,328000,100,4045,2907
8570,イオンフィナンシャルサービス(株),2613,2697,2581,2595,2655,1069700,541056,208499435,2.54,66.0,15.62,1.88,166.09,1381.71,259500,100,3620,2087
8572,アコム(株),510,538,509,524,525,6358200,836452,1596282800,,,16.1,2.49,32.55,210.19,52400,100,624,306
8586,日立キャピタル(株),2800,2891,2780,2808,2869,312500,350513,124826552,2.71,76.0,10.94,0.98,256.66,2878.97,280800,100,3475,2201
8591,オリックス(株),1529,1590,1526,1548,1561,5958100,2050287,1324047228,,,,0.86,,1794.07,154850,100,2060,1299
8593,三菱ＵＦＪリース(株),552,579,552,564,569,2344000,505250,895834160,1.84,10.4,10.9,0.83,51.75,676.82,56400,100,701,498
8601,(株)大和証券グループ本社,799,821,797,804,815,7539000,1406675,1749378772,,,,1.08,,744.3,804100,1000,1048,779
8604,野村ホールディングス(株),720,753,718,731,743,22312500,2797734,3822562601,,,,0.95,,774.39,73190,100,909,609
8609,(株)岡三証券グループ,707,732,700,717,717,944000,149290,208214969,,,,0.97,,738.98,717000,1000,1032,680
8616,東海東京フィナンシャル・ホールディングス(株),750,762,739,741,759,2281000,207911,280582115,,,,1.26,,587.38,74100,100,993,739
8628,松井証券(株),1000,1031,998,1009,1021,1214200,271688,269264702,,,,2.9,,347.44,100900,100,1200,954
8697,(株)日本取引所グループ,3430,3630,3420,3500,3500,1449500,960871,274534550,2.09,73.0,29.12,3.94,120.2,887.77,350000,100,4480,2582
8729,ソニーフィナンシャルホールディングス(株),2182,2226,2160,2188,2226,1345200,951780,435000000,2.51,55.0,16.7,1.77,131.03,1235.39,218800,100,2483,1606
8750,第一生命保険(株),2058,2139,2037,2098,2128,6980800,2513452,1198023000,1.67,35.0,15.48,0.72,135.54,2932.83,209800,100,2665,1534
8766,東京海上ホールディングス(株),4540,4682,4519,4568,4656,3018400,3460371,757524375,2.3,105.0,14.36,0.95,318.01,4820.2,456800,100,5504,3703
8795,(株)Ｔ＆Ｄホールディングス,1524,1572,1517,1539,1551,2815200,1048798,681480000,1.62,25.0,13.12,0.77,117.34,1996.28,153900,100,1978,1254
8801,三井不動産(株),3197,3350,3190,3232,3241,3903000,3204285,991424727,0.87,28.0,29.85,1.7,108.28,1897.79,3232000,1000,3879,2951
8802,三菱地所(株),2473,2613,2460,2492,2515,5433000,3464870,1390397097,0.56,14.0,49.4,2.3,50.45,1085.35,2492000,1000,2975,2321
8830,住友不動産(株),3866,3995,3853,3910,3953,1929000,1861734,476085978,0.56,22.0,21.06,2.15,185.66,1817.25,3910500,1000,5064,3715
8840,(株)大京,181,190,181,186,184,4346000,156899,843542737,1.61,3.0,12.5,1.01,14.88,184.17,186000,1000,225,162
8848,(株)レオパレス２１,543,566,541,550,563,3225200,147094,267443915,,,9.04,1.12,60.87,493.22,55000,100,817,506
8870,住友不動産販売(株),3020,3155,3020,3065,3055,75700,175318,57200000,1.63,50.0,14.97,1.91,204.72,1604.89,306500,100,3710,2628
8876,(株)リロ・ホールディング,11430,11930,11290,11650,12020,66700,178188,15295120,1.21,141.0,24.46,5.58,476.25,2087.79,1165000,100,14980,8270
8897,(株)タカラレーベン,507,529,502,511,518,1240100,65408,128000000,1.96,10.0,6.98,1.9,73.22,269.43,51100,100,832,451
8905,イオンモール(株),1938,1994,1921,1953,1969,471300,445077,227893997,1.13,22.0,18.09,1.35,107.96,1449.65,195300,100,2531,1901
8933,ＮＴＴ都市開発(株),1079,1112,1077,1094,1106,1714500,360057,329120000,1.46,16.0,30.01,1.84,36.46,594.83,109400,100,1335,1045
9001,東武鉄道(株),510,524,508,515,516,4092000,553903,1075540607,1.17,6.0,22.63,1.43,22.76,361.33,515000,1000,609,493
9003,相鉄ホールディングス(株),650,680,648,667,663,1754000,327315,490727495,0.97,6.5,27.93,3.1,23.88,215.5,667000,1000,808,495
9005,東京急行電鉄(株),821,855,818,834,831,3203000,1042283,1249739752,1.02,8.5,23.56,1.84,35.4,452.69,834000,1000,968,712
9007,小田急電鉄(株),1059,1095,1055,1068,1074,1651000,787111,736995435,0.84,9.0,28.31,2.43,37.72,439.27,1068000,1000,1353,1014
9008,京王電鉄(株),870,891,861,871,878,1965000,559839,642754152,0.98,8.5,28.91,1.69,30.13,515.41,871000,1000,1058,835
9009,京成電鉄(株),1237,1293,1237,1267,1258,1448000,436890,344822371,0.47,6.0,15.83,1.6,80.04,793.0,1267000,1000,1706,1234
9020,東日本旅客鉄道(株),10445,10890,10440,10655,10735,1087900,4182088,392500000,1.22,130.0,17.57,1.78,606.54,5974.41,1065500,100,12815,8710
9021,西日本旅客鉄道(株),7676,7999,7620,7810,7786,979200,1513070,193735000,1.66,130.0,16.71,1.85,467.45,4232.83,781000,100,9488,5484
9022,東海旅客鉄道(株),18890,19800,18710,19260,18900,635600,3967560,206000000,0.62,120.0,12.51,1.8,1539.64,10716.64,1926000,100,24800,17170
9031,西日本鉄道(株),577,618,577,603,597,898000,239271,396800930,1.16,7.0,21.45,1.67,28.11,361.78,603000,1000,692,480
9041,近鉄グループホールディングス(株),412,430,411,417,416,6881000,795061,1906620616,1.2,5.0,34.46,2.59,12.1,161.26,417000,1000,486,380
9042,阪急阪神ホールディングス(株),715,756,708,741,700,7470000,942113,1271406928,0.94,7.0,17.96,1.39,41.25,534.08,741000,1000,824,618
9045,京阪電気鉄道(株),747,783,744,768,758,1493000,434622,565913515,0.78,6.0,29.17,2.18,26.33,352.41,768000,1000,872,634
9048,名古屋鉄道(株),467,478,464,465,472,3807000,427694,919772531,1.08,5.0,22.15,1.53,20.99,303.68,465000,1000,525,434
9062,日本通運(株),548,569,548,556,562,3391000,577128,1038000000,1.8,10.0,16.38,1.03,33.95,538.31,556000,1000,733,548
9064,ヤマトホールディングス(株),2248,2347,2240,2295,2283,2006200,975746,425161692,1.13,26.0,22.08,1.69,103.93,1359.48,229500,100,2958,2204
9065,山九(株),564,585,564,569,575,1326000,185538,326078030,1.76,10.0,12.59,1.2,45.18,473.09,569000,1000,714,444
9069,センコー(株),815,831,792,802,824,518000,113826,141927426,2.24,18.0,12.85,1.36,62.39,590.86,802000,1000,948,558
9076,セイノーホールディングス(株),1264,1301,1254,1277,1296,815900,265207,207679783,,,16.97,0.71,75.27,1808.88,127700,100,1640,1154
9086,(株)日立物流,1920,1977,1908,1939,1973,181800,216735,111776714,1.55,30.0,14.42,1.08,134.47,1800.07,193900,100,2380,1381
9202,ＡＮＡホールディングス(株),333,348,332,340,340,25280000,1198398,3516425257,1.47,5.0,22.9,1.46,14.88,232.82,340800,1000,410,291
9301,三菱倉庫(株),1417,1505,1412,1453,1421,1040000,255614,175921478,0.83,12.0,26.52,0.96,54.79,1515.8,1453000,1000,2042,1377
9364,(株)上組,953,990,946,974,972,844000,267213,274345675,1.23,12.0,15.75,0.83,61.86,1179.34,974000,1000,1273,946
9375,(株)近鉄エクスプレス,4215,4330,4200,4225,4350,102400,152100,36000000,1.23,52.0,13.0,1.22,325.01,3474.84,422500,100,6430,4195
9404,日本テレビホールディングス(株),1952,2007,1943,1962,1978,864100,517619,263822080,1.53,30.0,15.75,0.87,124.55,2253.13,196200,100,2499,1693
9422,コネクシオ(株),1235,1275,1227,1229,1256,58500,68729,55923000,3.66,45.0,10.93,2.13,112.43,578.26,122900,100,1496,962
9432,日本電信電話(株),4410,4619,4389,4488,4491,5328900,10204131,2273394470,2.23,100.0,15.08,1.09,297.56,4131.77,448850,100,5066,3011
9433,ＫＤＤＩ(株),2873,3035,2867,2928,2913,5975500,7878928,2690890800,2.22,65.0,14.97,2.24,195.61,1308.71,292800,100,3375,2452
9435,(株)光通信,7700,8000,7660,7790,7920,155300,371970,47749642,2.31,180.0,16.36,2.19,476.06,3554.32,779000,100,9940,6350
9437,(株)ＮＴＴドコモ,2390,2495,2390,2421,2433,6507600,9893697,4085772000,2.89,70.0,20.0,1.74,121.09,1393.26,242150,100,2874,1731
9449,ＧＭＯインターネット(株),1561,1647,1550,1596,1616,1024300,188020,117806777,1.63,26.0,20.89,5.38,76.4,296.68,159600,100,2203,904
9468,(株)ＫＡＤＯＫＡＷＡ・ＤＷＡＮＧＯ,1357,1378,1336,1351,1386,643400,95775,70892060,1.48,20.0,23.91,0.93,56.5,1449.14,135100,100,2100,1336
9501,東京電力(株),761,808,760,788,781,77598400,1266330,1607017531,0.0,0.0,,0.55,,1442.25,78800,100,939,442
9503,関西電力(株),1403,1477,1393,1424,1432,3498800,1337225,938733028,,,,1.14,,1254.13,142450,100,1768,1032
9513,Ｊ−ＰＯＷＥＲ,3605,3675,3555,3585,3610,747600,656238,183051100,1.95,70.0,13.12,0.94,273.15,3808.89,358500,100,4690,3460
9531,東京ガス(株),617,631,611,615,634,10108000,1475696,2396778295,1.62,10.0,14.76,1.34,41.71,460.97,615700,1000,805,611
9532,大阪ガス(株),460,468,455,456,472,10432000,951280,2083400000,2.19,10.0,12.93,1.03,35.32,443.48,456600,1000,534,427
9600,(株)アイネット,1183,1223,1160,1183,1203,36000,17468,14765840,2.7,32.0,16.62,1.47,71.16,805.51,118300,100,1365,870
9602,東宝(株),2645,2739,2631,2680,2691,687200,506495,188990633,0.93,25.0,23.44,1.77,114.32,1513.2,268000,100,3445,2519
9603,(株)エイチ・アイ・エス,3840,3910,3755,3845,3910,471600,263471,68522936,0.57,22.0,23.52,2.6,163.46,1481.3,384500,100,4765,3400
9613,(株)ＮＴＴデータ,5530,5710,5500,5540,5620,825500,1553970,280500000,1.26,70.0,27.75,2.04,199.64,2713.92,554000,100,6110,4180
9616,(株)共立メンテナンス,6910,7270,6880,7070,7150,168300,136274,19274927,0.71,50.0,28.48,2.55,248.25,2769.61,707000,100,9260,4733
9627,(株)アインファーマシーズ,5100,5360,5010,5220,5190,195300,166456,31888212,0.77,40.0,22.89,3.41,228.02,1532.17,522000,100,6880,3445
9640,(株)セゾン情報システムズ,1232,1232,1232,1232,1212,400,19958,16200000,,,9.6,1.71,128.4,718.71,123200,100,1610,962
9682,(株)ＤＴＳ,2550,2659,2541,2588,2570,212700,65275,25222266,2.13,55.0,13.29,1.64,194.75,1576.03,258800,100,3085,2183
9684,(株)スクウェア・エニックス・ホールディングス,3045,3180,3025,3100,3115,944400,379044,122272396,0.97,30.0,34.36,2.38,90.21,1300.6,310000,100,3410,2210
9719,ＳＣＳＫ(株),4075,4200,4035,4080,4145,480800,440585,107986403,1.72,70.0,19.25,3.16,211.98,1292.41,408000,100,4665,2802
9735,セコム(株),7355,7628,7350,7437,7505,718600,1734968,233288717,1.82,135.0,20.24,2.01,367.45,3708.65,743700,100,9041,6530
9739,ＮＳＷ,909,941,890,911,932,39600,13574,14900000,3.29,30.0,13.57,1.03,67.11,887.53,91100,100,1295,816
9742,(株)アイネス,1001,1047,998,1030,1026,377400,33063,32100000,1.55,16.0,28.67,0.77,35.93,1346.02,103000,100,1422,851
9766,コナミ(株),2603,2745,2580,2694,2639,1723800,386589,143500000,0.78,21.0,39.31,1.68,68.54,1599.28,269400,100,2767,1900
9783,(株)ベネッセホールディングス,3080,3180,3055,3120,3120,558600,319655,102453453,3.04,95.0,78.97,1.6,39.51,1948.03,312000,100,4030,2930
9787,イオンディライト(株),3650,3750,3615,3635,3730,65100,196907,54169633,1.43,52.0,20.31,2.5,178.96,1451.28,363500,100,4415,2488
9810,日鉄住金物産(株),383,389,380,383,391,1010000,118568,309578001,3.92,15.0,6.77,0.69,56.6,555.86,383000,1000,468,371
9831,(株)ヤマダ電機,446,456,440,442,453,5348900,427188,966489740,1.36,6.0,13.46,0.7,32.83,627.92,44200,100,554,376
9843,(株)ニトリホールディングス,9180,9630,9140,9380,9370,415700,1073480,114443496,0.64,60.0,23.73,3.23,395.29,2899.71,938000,100,11850,6350
9934,因幡電機産業(株),3675,3815,3660,3725,3785,93000,103581,27807000,2.68,100.0,12.31,1.03,302.48,3625.12,372500,100,4525,3490
9936,(株)王将フードサービス,3880,3975,3865,3925,3955,50900,91398,23286230,2.55,100.0,,1.83,,2139.77,392500,100,4905,3600
9948,(株)アークス,2244,2277,2216,2223,2290,152700,125934,56650468,1.89,42.0,17.65,1.05,125.94,2110.76,222300,100,2953,2216
9956,(株)バロー,3100,3190,3080,3110,3215,277400,163778,52661699,1.13,35.0,15.57,1.72,199.78,1805.18,311000,100,3875,1985
9962,(株)ミスミグループ本社,1296,1337,1274,1306,1336,2731000,358360,274395252,1.18,15.42,21.18,2.66,61.66,490.93,130600,100,1900,1253
9983,(株)ファーストリテイリング,46845,49595,46680,48400,47480,946400,5133965,106073656,0.72,350.0,41.11,6.01,1177.29,8048.03,4840000,100,61970,40610
9984,ソフトバンクグループ(株),6755,6881,6702,6743,6853,8497100,8096053,1200660365,0.59,40.0,,2.06,,3279.85,674300,100,7827,6600
9989,(株)サンドラッグ,6420,6630,6370,6470,6530,286600,434561,67165592,1.08,70.0,20.05,3.28,322.62,1972.2,647000,100,7990,4665
