銘柄コード,銘柄名称,株価,前日終値,予想株価 (PERxEPS),始値,高値,安値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
3639,(株)ボルテージ,1487,1412,1486.9044,1470,1505,1407,204200,7666,5155469,,,19.08,2.03,77.93,731.67,148700,100,3055,968
3641,(株)パピレス,3450,3245,3450.507,3250,3495,3105,52700,8907,2581720,0.14,5.0,14.79,2.82,233.3,1225.13,345000,100,3950,1800
3656,ＫＬａｂ(株),1433,1361,,1436,1449,1391,5362900,54106,37757400,0.0,0.0,,5.32,,269.43,143300,100,2251,1011
3659,(株)ネクソン,1525,1507,,1530,1574,1486,2982300,655755,430003117,0.66,10.0,,1.74,,875.63,152500,100,2005,1021
3664,(株)モブキャスト,591,555,,560,595,560,473300,8606,14561808,,,,3.53,,167.65,59100,100,1514,503
3668,(株)コロプラ,2143,2027,2143.6557,2012,2164,2005,1852200,267544,124845500,0.65,14.0,15.11,6.96,141.87,307.91,214300,100,2989,1750
3692,(株)ＦＦＲＩ,11990,10470,11990.108900000001,11200,11990,10810,1846500,92616,7724400,0.0,0.0,520.63,106.7,23.03,112.37,1199000,100,18500,4140
3738,(株)ティーガイア,1901,1820,1901.3958,1837,1912,1837,151000,150320,79074000,2.16,41.0,14.53,4.42,130.86,429.99,190100,100,2338,1145
3742,ＩＴｂｏｏｋ(株),1047,910,1046.958,985,1054,950,1367100,16650,15902600,0.0,0.0,95.7,56.63,10.94,18.49,104700,100,2125,412
3765,ガンホー・オンライン・エンターテイメント(株),353,330,,342,354,335,5714100,373436,1057892400,,,,4.72,,74.85,35300,100,520,316
3774,(株)インターネットイニシアティブ,2148,2042,2148.0169,2053,2165,2025,363200,100336,46711400,1.02,22.0,24.67,1.56,87.07,1375.64,214800,100,2657,1910
3788,ＧＭＯクラウド(株),745,708,745.1586,706,747,706,36600,8711,11693000,1.88,14.0,18.86,1.61,39.51,463.25,74500,100,1039,683
3793,(株)ドリコム,790,700,,707,815,707,93200,10974,13891000,0.0,0.0,,6.13,,128.84,79000,100,2160,656
3799,キーウェアソリューションズ(株),581,512,580.8075,517,585,517,29600,5293,9110000,1.72,10.0,12.95,0.87,44.85,666.34,58100,100,914,369
3817,(株)ＳＲＡホールディングス,2090,1975,2090.1027,2015,2105,1971,59800,31852,15240000,3.11,65.0,11.13,1.34,187.79,1563.83,209000,100,2641,1401
3861,王子ホールディングス(株),549,550,549.024,546,553,538,8190000,584346,1064381817,1.82,10.0,15.96,0.82,34.4,666.56,549000,1000,606,389
3903,(株)ｇｕｍｉ,1142,1076,,1106,1161,1089,637700,33736,29541500,,,,1.98,,575.74,114200,100,2949,1003
3905,データセクション(株),592,530,591.9944,580,629,548,371400,6105,10312200,0.0,0.0,389.47,6.13,1.52,96.62,59200,100,1730,476
3907,シリコンスタジオ(株),3840,3500,3840.3749999999995,3780,3910,3625,55400,9043,2355000,0.26,10.0,41.25,3.02,93.1,1270.06,384000,100,19660,3350
3911,(株)Ａｉｍｉｎｇ,1226,1197,1226.0320000000002,1186,1247,1166,1360600,42087,34329000,0.0,0.0,20.71,6.21,59.2,197.43,122600,100,2283,903
4004,昭和電工(株),137,135,136.99,137,138,134,18022000,205104,1497112926,2.19,3.0,19.57,0.63,7.0,219.18,137000,1000,184,132
4021,日産化学工業(株),2667,2564,2666.4605,2546,2673,2535,1575900,416052,156000000,1.5,40.0,20.35,2.79,131.03,955.36,266700,100,3060,2023
4042,東ソー(株),536,509,535.7484,511,541,509,7134000,348487,650161912,1.87,10.0,7.47,1.08,71.72,496.07,536000,1000,829,498
4045,東亞合成(株),846,820,846.2504999999999,829,852,819,571300,111669,131996299,2.84,24.0,13.11,0.7,64.55,1207.71,84600,100,1146,819
4061,電気化学工業(株),494,482,493.85,482,495,475,4158000,230181,465954121,2.53,12.5,11.9,1.07,41.5,459.91,494000,1000,584,419
4063,信越化学工業(株),6573,6443,6574.2,6440,6607,6360,1877300,2840237,432106693,1.67,110.0,20.0,1.43,328.71,4604.15,657300,100,8310,6360
4088,エア・ウォーター(株),1907,1879,1906.9008,1878,1917,1852,385000,378931,198705057,1.47,28.0,16.24,1.61,117.42,1185.95,1907000,1000,2315,1813
4091,大陽日酸(株),1422,1356,1421.8681,1359,1431,1351,1152000,615858,433092837,0.98,14.0,22.79,1.91,62.39,746.19,142200,100,1950,1210
4095,日本パーカライジング(株),1040,974,1039.7664000000002,1011,1071,1001,442600,137909,132604524,1.44,15.0,12.64,1.11,82.26,935.55,104000,100,1550,974
4114,(株)日本触媒,1754,1706,1753.9634,1717,1758,1701,1107000,357816,204000000,1.48,26.0,15.82,1.32,110.87,1328.11,1754000,1000,1942,1503
4116,大日精化工業(株),530,508,529.7278,517,530,513,197000,49325,93065554,2.64,14.0,7.34,0.64,72.17,826.97,530000,1000,674,507
4151,協和発酵キリン(株),1973,1909,1973.1499999999999,1909,1986,1909,1937000,1137402,576483555,1.27,25.0,41.54,1.77,47.5,1115.83,1973000,1000,2321,1094
4185,ＪＳＲ(株),1869,1839,1868.5664,1829,1883,1812,2512000,444772,237973205,2.68,50.0,13.87,1.19,134.72,1564.05,186900,100,2296,1812
4188,(株)三菱ケミカルホールディングス,673,640,673.9802999999999,645,682,641,9459000,1014937,1506288107,2.08,14.0,15.19,0.97,44.37,693.06,67380,100,847,560
4201,日本合成化学工業(株),822,813,822.2622,825,837,808,762000,80859,98369186,2.43,20.0,8.43,0.93,97.54,885.77,822000,1000,966,662
4202,(株)ダイセル,1496,1418,1496.2924,1425,1502,1420,1916000,545954,364942682,1.74,26.0,15.02,1.58,99.62,948.2,149600,100,1793,1317
4204,積水化学工業(株),1292,1265,1292.1044,1265,1301,1264,3611000,672495,520507285,2.17,28.0,11.74,1.22,110.06,1059.01,1292000,1000,1752,1246
4205,日本ゼオン(株),998,967,997.9728,970,1002,966,1094000,241591,242075556,1.5,15.0,9.84,1.05,101.42,947.02,998000,1000,1256,959
4206,アイカ工業(株),2435,2397,2435.5534000000002,2411,2471,2372,322100,164583,67590664,1.81,44.0,16.73,1.53,145.58,1586.85,243500,100,2946,2372
4208,宇部興産(株),204,197,203.9283,200,205,200,21237000,216648,1062001076,2.45,5.0,12.69,0.81,16.07,251.13,204000,1000,246,175
4217,日立化成(株),1810,1747,1810.0730999999996,1744,1827,1728,1436400,377140,208364913,,,9.79,1.03,184.89,1754.21,181000,100,2755,1705
4231,タイガースポリマー(株),692,653,692.424,659,699,652,62500,13917,20111598,2.02,14.0,8.15,0.54,84.96,1292.57,69200,100,920,639
4272,日本化薬(株),1177,1170,1177.179,1170,1190,1141,2124000,214807,182503570,2.12,25.0,11.85,1.11,99.34,1057.49,1177000,1000,1682,1141
4283,パナソニック　インフォメーションシステムズ(株),,3775,,,,,,40226,10656000,,,,1.41,,2670.74,377500,100,4615,2890
4298,(株)プロトコーポレーション,1640,1600,1639.8604000000003,1601,1670,1598,60800,34342,20940000,2.32,38.0,9.64,1.2,170.11,1364.35,164000,100,2056,1499
4307,(株)野村総合研究所,4690,4435,4690.686000000001,4435,4730,4435,893000,1055250,225000000,1.71,80.0,23.1,2.3,203.06,2042.94,469000,100,5240,3550
4324,(株)電通,5940,5630,,5650,5980,5650,1775200,1713155,288410000,1.18,70.0,,1.65,,3601.83,594000,100,7290,4580
4348,インフォコム(株),1086,1036,1086.042,1046,1095,1043,48700,31277,28800000,1.84,20.0,11.42,1.45,95.1,747.04,108600,100,1390,882
4452,花王(株),5389,5332,5389.0380000000005,5332,5450,5311,3097600,2716056,504000000,1.41,76.0,31.05,4.16,173.56,1296.54,538900,100,6623,4601
4502,武田薬品工業(株),5770,5690,5769.7582,5701,5817,5673,3801600,4558821,790090295,3.12,180.0,66.61,2.09,86.62,2764.54,577000,100,6657,4904
4503,アステラス製薬(株),1768,1719,1768.0905,1701,1780,1664,14743300,3928183,2221823175,1.81,32.0,22.77,2.89,77.65,611.4,176800,100,2047,1658
4506,大日本住友製薬(株),1308,1264,1308.0997000000002,1268,1314,1266,1572900,520453,397900154,1.38,18.0,28.87,1.13,45.31,1153.3,130800,100,1625,1138
4507,塩野義製薬(株),4600,4420,4599.648,4450,4610,4440,2136500,1615226,351136165,1.22,56.0,28.8,3.05,159.71,1509.88,460000,100,5520,3060
4508,田辺三菱製薬(株),2068,2004,2068.2435,2000,2075,1986,2322200,1161012,561417916,2.13,44.0,28.65,1.45,72.19,1421.58,206800,100,2277,1701
4519,中外製薬(株),4420,4310,,4245,4430,4230,1498800,2473812,559685889,1.18,52.0,,3.93,,1123.97,442000,100,5090,2862
4521,科研製薬(株),5490,5360,5490.1602,5460,5550,5360,654000,531868,96879461,1.24,68.0,32.49,5.62,168.98,976.14,5490000,1000,6360,2221
4523,エーザイ(株),7630,7464,,7466,7659,7426,1864900,2262806,296566949,1.97,150.0,,3.66,,2087.22,763000,100,9756,4584
4527,ロート製薬(株),2019,1983,2019.3821999999998,1992,2046,1988,505400,238099,117929250,0.99,20.0,26.07,2.06,77.46,977.93,201900,100,2358,1430
4528,小野薬品工業(株),14990,14210,14989.7214,14310,15050,14300,609200,1766534,117847500,1.2,180.0,136.98,3.32,109.43,4509.55,1499000,100,16800,10310
4530,久光製薬(株),4090,4005,4090.823,4085,4165,4050,404400,389224,95164895,1.96,80.0,19.15,1.57,213.62,2607.97,409000,100,5360,3580
4534,持田製薬(株),7320,7160,7321.2173,7230,7380,7080,47400,154452,21100000,1.84,135.0,20.77,1.44,352.49,5080.28,732000,100,8340,6180
4536,参天製薬(株),1792,1739,1791.8288999999997,1815,1819,1750,2544700,741384,413719015,1.34,24.0,14.11,3.42,126.99,523.35,179200,100,2163,1262
4540,(株)ツムラ,2602,2552,2601.7696,2565,2618,2556,470200,184148,70771662,2.46,64.0,15.04,1.22,172.99,2139.14,260200,100,3125,2523
4543,テルモ(株),3160,3135,3160.4237,3100,3185,3075,2360400,1200043,379760520,1.01,32.0,30.31,2.04,104.27,1552.52,316000,100,3635,2637
4544,みらかホールディングス(株),5000,4935,4998.954000000001,4910,5040,4885,431200,286015,57202966,2.2,110.0,16.84,1.62,296.85,3092.79,500000,100,6350,4885
4555,沢井製薬(株),7630,7390,7628.4753,7390,7660,7380,378900,291206,38165988,1.44,110.0,18.11,2.43,421.23,3144.13,763000,100,8470,6400
4568,第一三共(株),2220,2195,2219.9274,2216,2243,2153,5591500,1574005,709011343,3.15,70.0,20.78,1.21,106.83,1842.15,222000,100,2769,1556
4569,キョーリン製薬ホールディングス(株),2074,2004,2073.8364,2017,2083,2013,286800,155441,74947628,2.51,52.0,13.34,1.03,155.46,2017.89,207400,100,3040,2004
4572,カルナバイオサイエンス(株),3250,2997,3249.8356,3150,3280,3015,1459700,28804,8862900,0.0,0.0,75.56,13.53,43.01,240.16,325000,100,6030,650
4578,大塚ホールディングス(株),3914,3764,3914.2015000000006,3951,3974,3845,3151800,2183648,557835617,2.55,100.0,26.51,1.25,147.65,3125.47,391450,100,4774,3432
4581,大正製薬ホールディングス(株),7720,7570,7721.329999999999,7610,7790,7580,165800,695878,90139653,1.3,100.0,28.45,0.98,271.4,7908.87,772000,100,9240,7050
4587,ペプチドリーム(株),3035,2853,3035.0651999999995,3000,3055,2920,324400,167718,55261200,0.0,0.0,198.76,24.3,15.27,124.91,303500,100,3730,2088
4612,日本ペイントホールディングス(株),2504,2405,2503.557,2412,2521,2401,1041300,814808,325402443,0.88,22.0,24.33,1.72,102.9,1455.77,250400,100,4860,2360
4613,関西ペイント(株),1838,1775,1837.5829999999996,1787,1846,1784,1035000,501082,272623270,1.03,19.0,19.58,1.83,93.85,1002.63,1838000,1000,2382,1753
4631,ＤＩＣ(株),271,263,271.1345,264,273,262,7484000,261616,965372048,2.95,8.0,7.67,1.0,35.35,271.29,271000,1000,382,256
4634,東洋インキＳＣホールディングス(株),448,440,448.1622,444,449,438,2065000,135793,303108724,3.35,15.0,11.14,0.64,40.23,695.89,448000,1000,613,438
4641,(株)アルプス技研,2356,2253,2355.8783999999996,2285,2365,2255,52400,26501,11248489,2.76,65.0,18.24,2.62,129.16,898.76,235600,100,3080,1358
4661,(株)オリエンタルランド,6689,6189,6689.8468,6349,6705,6340,3970800,2432723,363690160,0.52,35.0,30.94,3.89,216.22,1721.06,668900,100,9890,5880
4666,パーク２４(株),2304,2208,2304.3476,2255,2308,2241,925600,335108,145446204,2.17,50.0,29.11,5.7,79.16,404.19,230400,100,2555,1761
4676,(株)フジ・メディア・ホールディングス,1365,1384,1365.4488000000001,1378,1384,1323,2843100,322727,236429800,2.93,40.0,14.16,0.5,96.43,2748.69,136500,100,1859,1323
4681,リゾートトラスト(株),3060,3015,3060.1559999999995,3060,3120,3010,907200,332068,108518999,1.5,46.0,23.9,3.13,128.04,977.06,306000,100,3800,2596
4684,(株)オービック,5200,5080,5200.9008,5100,5280,5100,382600,517920,99600000,1.44,75.0,23.07,3.06,225.44,1701.35,520000,100,6360,3700
4689,ヤフー(株),486,473,,471,490,465,21355200,2767793,5695047300,1.82,8.86,,3.82,,127.34,48600,100,577,394
4704,トレンドマイクロ(株),4245,4155,4244.6316,4110,4270,4110,1117900,595544,140293004,,,25.42,3.88,166.98,1093.68,424500,100,4885,3080
4708,(株)もしもしホットライン,1171,1136,1170.855,1166,1187,1141,214000,81388,69503040,2.48,29.0,26.46,1.92,44.25,611.39,117100,100,1544,1098
4716,日本オラクル(株),4950,4755,,4800,4980,4800,183600,630220,127317171,,,,5.58,,887.28,495000,100,5650,4655
4719,(株)アルファシステムズ,1698,1643,1697.6375,1643,1719,1638,16700,25212,14848200,2.36,40.0,16.25,0.82,104.47,2076.56,169800,100,2036,1515
