銘柄コード,銘柄名称,株価,前日終値,予想株価 (PERxEPS),始値,高値,安値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
4722,フューチャーアーキテクト(株),678,629,677.7692999999999,635,683,635,153300,32316,47664000,2.8,19.0,10.93,2.01,62.01,336.8,67800,100,876,613
4726,ソフトバンク・テクノロジー(株),1207,1145,1207.4181,1196,1207,1148,18700,12885,10675400,1.66,20.0,11.71,1.17,103.11,1033.73,120700,100,1494,1092
4732,(株)ユー・エス・エス,2051,1967,2050.73,2007,2063,1966,1283500,642476,313250000,1.99,40.8,22.66,3.68,90.5,556.65,205100,100,2579,1752
4739,伊藤忠テクノソリューションズ(株),2588,2518,2587.5678000000003,2518,2606,2500,450900,310560,120000000,2.51,65.0,16.62,1.75,155.69,1476.57,258800,100,3235,2050
4751,(株)サイバーエージェント,4820,4890,4821.0316,4850,4915,4710,1586800,304688,63213300,1.04,50.0,21.56,4.58,223.61,1051.4,482000,100,7190,4290
4755,楽天(株),1623,1594,,1608,1633,1563,11221400,2321639,1430021200,,,,3.51,,462.36,162350,100,2395,1524
4761,(株)さくらケーシーエス,643,634,642.9878000000001,624,649,624,2700,7202,11200000,1.87,12.0,48.02,0.48,13.39,1343.81,64300,100,730,621
4768,(株)大塚商会,6500,6100,6499.8234,6140,6620,6120,591000,617507,95001060,1.46,95.0,26.11,3.76,248.94,1728.42,650000,100,7250,3615
4777,(株)ガーラ,825,738,,771,830,751,571400,12998,15755500,0.0,0.0,,12.81,,64.42,82500,100,3475,613
4793,(株)富士通ビー・エス・シー,890,871,889.8072,886,900,886,800,10502,11800000,3.03,27.0,15.44,0.6,57.63,1474.3,89000,100,1030,831
4812,ＩＳＩＤ,1343,1270,,1270,1365,1270,54900,43770,32591240,2.08,28.0,,1.11,,1212.73,134300,100,1574,1093
4832,ＪＦＥシステムズ(株),1101,1120,1100.5632,1120,1120,1101,3600,8646,7853000,2.72,30.0,8.91,0.86,123.52,1285.36,110100,100,1400,1060
4837,シダックス(株),511,502,510.94800000000004,503,511,502,36200,20909,40918762,2.94,15.0,33.2,1.1,15.39,462.97,51100,100,578,480
4842,(株)ＵＳＥＮ,312,305,311.87520000000006,310,315,307,283000,64630,207148891,,,10.71,2.56,29.12,121.87,31200,100,388,295
4901,富士フイルムホールディングス(株),4686,4570,4686.0604,4613,4702,4526,3697300,2411793,514625728,1.39,65.0,18.76,0.89,249.79,5244.72,468650,100,5293,3631
4902,コニカミノルタ(株),1303,1269,1303.1303,1254,1307,1253,3782000,654972,502664337,2.3,30.0,13.03,1.22,100.01,1072.06,130300,100,1652,1146
4911,(株)資生堂,2599,2416,,2439,2609,2430,4896500,1039800,400000000,0.77,20.0,,2.7,,964.13,259950,100,3328,1646
4912,ライオン(株),1033,1019,1033.103,1020,1048,1019,1451000,308986,299115346,0.97,10.0,32.59,2.28,31.7,453.88,1033000,1000,1225,600
4922,(株)コーセー,11360,10560,11359.6,10770,11370,10750,992000,688331,60592541,0.65,74.0,40.0,4.53,283.99,2505.6,1136000,100,13670,4570
4924,(株)ドクターシーラボ,2159,2090,2159.1499999999996,2118,2170,2118,172500,109795,50854600,1.9,41.0,19.9,4.66,108.5,462.86,215900,100,2495,1892
4927,(株)ポーラ・オルビスホールディングス,6800,6530,6799.135999999999,6580,6820,6560,240600,389531,57284039,2.21,150.0,35.8,2.11,189.92,3215.65,680000,100,8410,4835
4967,小林製薬(株),9050,9010,9051.588,8980,9110,8930,185200,384851,42525000,1.02,92.0,28.35,2.59,319.28,3497.31,905000,100,10770,6860
4968,荒川化学工業(株),1105,1037,1104.5484000000001,1037,1108,1037,47200,22579,20433700,2.71,30.0,9.34,0.49,118.26,2268.71,110500,100,1547,970
5002,昭和シェル石油(株),1003,968,1002.9431,963,1005,950,2518400,377981,376850400,3.79,38.0,13.99,1.4,71.69,715.61,100300,100,1250,950
5012,東燃ゼネラル石油(株),1120,1119,1120.096,1131,1142,1106,3792000,633004,565182000,3.39,38.0,27.2,1.51,41.18,741.42,1120000,1000,1267,974
5019,出光興産(株),1933,1918,1932.552,1914,1943,1867,902700,309280,160000000,2.59,50.0,5.52,0.53,350.1,3655.05,193300,100,2618,1853
5020,ＪＸホールディングス(株),445,431,445.9454999999999,443,449,432,20800000,1112488,2495485929,3.59,16.0,6.93,0.56,64.35,795.64,44580,100,568,417
5101,横浜ゴム(株),2249,2230,2247.975,2182,2263,2136,1222800,381316,169549081,2.31,52.0,9.27,1.05,242.5,2135.18,224900,100,2904,2094
5105,東洋ゴム工業(株),2635,2531,2635.3260999999998,2570,2660,2524,1478900,335117,127179073,1.71,45.0,27.89,1.88,94.49,1401.41,263500,100,3030,2107
5108,(株)ブリヂストン,3945,3800,3946.9793999999997,3857,3962,3843,6680500,3207689,813102321,3.04,120.0,9.66,1.43,408.59,2765.74,394500,100,5182,3754
5110,住友ゴム工業(株),1661,1639,1660.5864,1640,1675,1640,1995400,436915,263043057,3.01,50.0,7.92,1.05,209.67,1579.25,166100,100,2313,1593
5186,ニッタ(株),2769,2767,2767.8924,2760,2810,2713,55900,83825,30272503,1.73,48.0,10.71,0.98,258.44,2812.29,276900,100,3530,2648
5196,鬼怒川ゴム工業(株),587,568,586.9371,573,595,572,341000,39505,67299522,2.04,12.0,7.89,1.06,74.39,552.88,587000,1000,727,478
5201,旭硝子(株),727,707,727.1561,710,735,697,9132000,862735,1186705905,2.48,18.0,21.01,0.68,34.61,1076.52,727000,1000,843,564
5214,日本電気硝子(株),533,520,533.0519999999999,513,535,505,5137000,265229,497616234,3.0,16.0,33.15,0.51,16.08,1041.28,533000,1000,726,505
5233,太平洋セメント(株),395,383,395.04319999999996,386,398,385,12172000,488931,1237800586,1.52,6.0,13.12,1.59,30.11,248.79,395000,1000,428,340
5332,ＴＯＴＯ(株),1760,1777,1760.1624,1769,1784,1713,4968000,622974,353962595,1.59,28.0,18.63,2.15,94.48,817.36,1760000,1000,2304,1237
5334,日本特殊陶業(株),2936,2860,2935.9293000000002,2840,2967,2834,926000,656328,223544820,1.43,42.0,13.89,1.8,211.37,1635.46,293600,100,3900,2834
5393,ニチアス(株),739,729,739.1188,734,746,728,531000,94962,128500619,2.44,18.0,10.58,1.12,69.86,659.19,739000,1000,857,637
5401,新日鐵住金(株),241,232,241.22560000000001,235,243,233,75950000,2293126,9503214022,,,8.47,0.74,28.48,324.28,241300,1000,350,227
5411,ジェイ　エフ　イー　ホールディングス(株),1859,1771,,1801,1865,1775,7593300,1142241,614438399,,,,0.55,,3354.78,185900,100,3081,1734
5471,大同特殊鋼(株),427,417,427.14750000000004,419,430,413,2067000,185526,434487693,2.34,10.0,9.75,0.71,43.81,599.05,427000,1000,609,411
5486,日立金属(株),1482,1472,1481.8496,1474,1491,1438,2851600,635636,428904352,1.75,26.0,8.68,1.27,170.72,1169.88,148200,100,2124,1438
5631,(株)日本製鋼所,403,386,403.0708,386,407,384,2812000,149700,371463036,1.24,5.0,22.22,1.08,18.14,372.07,403000,1000,585,376
5706,三井金属,244,236,244.1812,237,246,233,12925000,139804,572966166,2.46,6.0,5.96,0.7,40.97,350.42,244000,1000,374,232
5711,三菱マテリアル(株),369,361,369.0984,362,372,358,12834000,485196,1314895351,2.71,10.0,7.44,0.83,49.61,442.54,369000,1000,518,353
5713,住友金属鉱山(株),1433,1404,1432.752,1406,1445,1379,5463000,833473,581628031,3.35,48.0,7.6,0.74,188.52,1925.66,1433000,1000,2040,1379
5714,ＤＯＷＡホールディングス(株),1006,996,1006.3771999999999,998,1016,986,1999000,311806,309946031,1.79,18.0,11.03,1.56,91.24,645.62,1006000,1000,1243,837
5802,住友電気工業(株),1612,1558,1612.4087000000002,1568,1627,1552,4524400,1280229,793940571,2.17,35.0,14.21,0.89,113.47,1812.95,161250,100,2037,1404
5857,アサヒホールディングス(株),1710,1677,1709.4322,1685,1715,1651,207200,61995,36254344,3.51,60.0,8.62,1.07,198.31,1601.68,171000,100,2376,1642
5929,三和ホールディングス(株),927,872,926.8077,868,940,860,2595700,226114,243920497,2.16,20.0,15.47,1.78,59.91,520.25,92700,100,1113,779
5938,(株)ＬＩＸＩＬグループ,2375,2334,2374.9776,2361,2379,2312,1488700,743504,313054255,2.53,60.0,226.62,1.23,10.48,1923.66,237500,100,2973,2233
5947,リンナイ(株),8660,8350,8661.8532,8420,8730,8310,200300,452195,52216463,0.95,82.0,20.02,1.83,432.66,4742.57,866000,100,10150,7370
5949,ユニプレス(株),2203,2146,2203.9758,2159,2224,2143,195600,104971,47649173,1.59,35.0,9.71,0.83,226.98,2668.14,220300,100,2895,1892
5970,(株)ジーテクト,1193,1160,1193.488,1221,1227,1178,108000,52410,43931260,2.18,26.0,9.7,0.5,123.04,2379.27,119300,100,1395,1022
5986,モリテック　スチール(株),299,289,299.088,297,303,295,11800,6745,22558063,3.34,10.0,13.4,0.52,22.32,570.02,29900,100,340,282
5991,ニッパツ,1137,1116,1136.7648,1112,1146,1106,790300,277503,244066144,1.93,22.0,10.62,1.02,107.04,1110.67,113700,100,1497,979
6037,(株)ファーストロジック,2014,1890,2014.2261999999998,1890,2020,1860,50700,11021,5472400,0.0,0.0,39.58,7.48,50.89,269.35,201400,100,5060,1582
6071,(株)ＩＢＪ,1417,1340,1417.191,1357,1417,1339,106600,17642,12450000,,,32.43,11.46,43.7,123.68,141700,100,2043,713
6093,(株)エスクロー・エージェント・ジャパン,9100,8550,9101.0344,8850,9300,8810,47000,7386,811600,,,37.22,4.65,244.52,1958.92,910000,100,15180,5570
6094,(株)フリークアウト,1420,1320,1419.9712,1266,1450,1266,46100,8936,6292660,0.0,0.0,99.16,3.82,14.32,371.48,142000,100,3330,1190
6136,ＯＳＧ,2283,2175,2283.512,2190,2304,2189,789100,219066,95955226,2.01,46.0,16.94,2.12,134.8,1075.35,228300,100,2939,1850
6146,(株)ディスコ,8970,8600,,8680,9020,8580,293300,320421,35721371,,,,2.07,,4343.06,897000,100,12960,8340
6201,(株)豊田自動織機,5740,5450,5739.1686,5550,5780,5500,1255700,1870325,325840640,1.92,110.0,14.31,0.74,401.06,7715.68,574000,100,7670,5400
6256,(株)ニューフレアテクノロジー,4380,4400,4380.75,4300,4465,4235,38800,52560,12000000,2.85,125.0,6.49,1.13,675.0,3885.49,438000,100,6530,4170
6268,ナブテスコ(株),2428,2348,,2355,2443,2348,1515600,311429,128265799,1.81,44.0,,2.1,,1157.0,242800,100,3655,2315
6273,ＳＭＣ(株),28865,27415,28859.882100000003,27915,29085,27600,459900,1944617,67369359,0.69,200.0,19.39,2.02,1488.39,14267.67,2886500,100,39265,26755
6289,(株)技研製作所,1544,1455,1543.8547,1483,1574,1477,69400,38445,24899528,2.01,31.0,16.37,1.91,94.31,806.47,154400,100,2363,1401
6301,コマツ,1962,2000,1962.162,1966,1984,1891,16245700,1907001,971967660,2.96,58.0,13.4,1.19,146.43,1654.48,196200,100,2686,1891
6302,住友重機械工業(株),514,499,513.87,496,520,482,8782000,315867,614527405,2.72,14.0,10.5,0.88,48.94,586.39,514000,1000,843,482
6305,日立建機(株),1705,1710,1705.61,1701,1728,1654,2906800,366771,215115038,3.52,60.0,13.43,0.73,127.0,2344.73,170500,100,2597,1654
6326,(株)クボタ,1800,1744,,1762,1818,1751,5789000,2243195,1246219180,,,,1.85,,973.45,1800000,1000,2194,1615
6361,荏原,478,469,478.1864,469,479,463,4707000,222598,465686024,2.51,12.0,9.26,0.95,51.64,502.06,478000,1000,643,447
6366,千代田化工建設(株),853,831,852.9353,829,857,810,4946000,222057,260324529,1.64,14.0,18.41,1.08,46.33,792.27,853000,1000,1164,810
6367,ダイキン工業(株),7282,6925,7282.780500000001,6920,7323,6855,2527300,2134456,293113973,1.51,110.0,16.35,1.99,445.43,3660.39,728200,100,9758,6855
6370,栗田工業(株),2450,2382,2450.4275,2401,2471,2386,902400,291953,119164594,1.96,48.0,23.15,1.3,105.85,1889.16,245000,100,3150,2338
6371,(株)椿本チエイン,909,877,909.1278,892,918,881,548000,173989,191406969,2.2,20.0,11.34,1.19,80.17,765.17,909000,1000,1250,858
6395,(株)タダノ,1602,1555,1602.7865,1570,1618,1554,511000,207460,129500355,1.56,25.0,10.15,1.65,157.91,971.08,1602000,1000,2075,1340
6412,(株)平和,2347,2288,2346.6596999999997,2300,2349,2287,716300,234252,99809060,3.41,80.0,8.99,1.22,261.03,1929.41,234700,100,2840,2202
6417,(株)ＳＡＮＫＹＯ,4430,4330,4430.4113,4330,4435,4310,472400,396917,89597500,3.39,150.0,37.87,1.02,116.99,4326.73,443000,100,5120,3915
6425,(株)ユニバーサルエンターテインメント,2303,2121,2302.6841000000004,2171,2316,2155,241000,184689,80195000,,,18.17,0.8,126.73,2883.55,230300,100,3450,1806
6448,ブラザー工業(株),1621,1566,1621.6177999999998,1556,1639,1522,2096100,449886,277535866,2.22,36.0,11.86,1.16,136.73,1393.9,162100,100,2192,1522
6460,セガサミーホールディングス(株),1213,1180,1212.631,1176,1223,1172,2810800,322936,266229476,3.3,40.0,14.98,0.94,80.95,1286.88,121300,100,1878,1124
6463,ＴＰＲ(株),2751,2675,2751.0714,2684,2785,2665,160700,98896,35949099,1.74,48.0,7.59,1.28,362.46,2153.11,275100,100,3990,2590
6465,ホシザキ電機(株),7260,7100,7259.4364,7100,7290,6980,430500,525597,72396250,0.69,50.0,30.02,3.08,241.82,2356.65,726000,100,8340,5640
6471,日本精工(株),1514,1505,1514.3372,1494,1533,1485,4862000,834620,551268104,2.25,34.0,11.71,1.7,129.32,888.52,151400,100,2120,1322
6473,(株)ジェイテクト,1670,1650,1670.0334,1637,1688,1617,2386600,573288,343286307,2.04,34.0,11.69,1.18,142.86,1421.08,167000,100,2480,1617
6474,(株)不二越,556,541,556.241,540,560,529,1121000,138552,249193436,1.8,10.0,11.45,1.38,48.58,403.12,556000,1000,763,519
6479,ミネベア(株),1527,1486,1527.0824,1482,1546,1476,7125000,609529,399167695,,,11.42,2.42,133.72,630.11,1527000,1000,2358,1404
6481,ＴＨＫ(株),2106,2036,2105.8192,2032,2144,2017,1503100,281903,133856903,2.66,56.0,11.54,1.08,182.48,1941.87,210600,100,3345,1980
6501,(株)日立製作所,672,653,672.1740000000001,654,676,639,45686000,3250021,4833463387,,,10.47,1.08,64.2,624.2,672400,1000,923,639
6502,(株)東芝,367,346,,353,371,347,54811000,1558166,4237602026,1.09,4.0,,1.09,,336.88,367700,1000,535,341
6503,三菱電機(株),1174,1146,1174.4208,1140,1181,1133,14427000,2521888,2147201551,,,11.46,1.28,102.48,914.43,1174500,1000,1718,1122
6504,富士電機(株),467,455,467.19090000000006,455,470,453,4302000,348608,746484957,,,11.51,1.18,40.59,394.95,467000,1000,617,450
6506,(株)安川電機,1332,1292,1331.8249999999998,1283,1343,1281,4044200,350350,263025678,1.5,20.0,14.5,1.98,91.85,673.74,133200,100,1831,1264
6586,(株)マキタ,6700,6410,6699.457200000001,6410,6760,6370,894000,938059,140008760,,,25.26,1.82,265.22,3680.7,670000,100,7510,5040
6592,マブチモーター(株),5450,5180,5449.564,5270,5520,5210,807100,386555,70927562,1.93,105.0,21.8,1.61,249.98,3394.54,545000,100,8230,4385
6594,日本電産(株),9377,8680,9377.827500000001,9130,9415,8958,3058200,2782563,296743363,0.85,80.0,30.75,3.57,304.97,2626.4,937700,100,11415,7616
6645,オムロン(株),4445,4165,4444.572,4200,4450,4175,2130300,966334,217397872,2.07,92.0,14.52,1.88,306.1,2365.9,444500,100,5900,4090
6651,日東工業(株),2266,2203,2265.3292,2204,2287,2184,98700,97438,43000000,3.09,70.0,9.74,1.22,232.58,1858.98,226600,100,2933,2080
6674,(株)ジーエス・ユアサ　コーポレーション,441,428,440.85999999999996,432,444,430,5729000,182386,413574714,2.27,10.0,14.0,1.14,31.49,386.45,441000,1000,586,423
6702,富士通(株),560,539,560.1447,539,566,531,16303000,1159210,2070018213,1.43,8.0,11.59,1.28,48.33,439.05,560000,1000,870,527
6703,ＯＫＩ,217,213,217.0781,214,220,213,12169000,189262,872176028,2.3,5.0,8.57,1.59,25.33,136.75,217000,1000,272,210
6724,セイコーエプソン(株),1890,1836,1889.979,1872,1922,1843,3397000,755310,399634778,3.17,60.0,9.66,1.34,195.65,1405.23,189000,100,2545,1809
6727,(株)ワコム,420,404,419.98580000000004,409,426,405,1515000,70999,169046400,4.29,18.0,19.82,2.33,21.19,180.62,42000,100,649,392
6741,日本信号(株),1082,1055,1082.031,1060,1095,1053,269300,73944,68339704,2.03,22.0,12.3,1.01,87.97,1071.9,108200,100,1402,1020
6752,パナソニック(株),1286,1210,1286.5775999999998,1230,1300,1204,15697500,3155853,2453053497,,,16.52,1.41,77.88,911.66,128650,100,1854,1180
6754,アンリツ(株),767,776,766.9441999999999,773,774,751,2220200,105934,138115294,3.13,24.0,13.18,1.33,58.19,578.66,76700,100,918,746
6755,(株)富士通ゼネラル,1442,1400,1442.2561999999998,1410,1460,1407,750000,157578,109277299,1.25,18.0,10.78,1.89,133.79,761.73,1442000,1000,1827,1098
6758,ソニー(株),2963,2834,2962.8624,2900,2998,2841,14845700,3739787,1262162260,,,24.74,1.15,119.76,2566.95,296300,100,3970,2352
6762,ＴＤＫ(株),7480,6790,7479.97,7090,7500,6990,2810100,969338,129590659,1.6,120.0,14.5,1.23,515.86,6061.04,748000,100,10450,6780
6806,ヒロセ電機(株),13560,12870,13561.2192,12820,13700,12760,205000,542681,40020736,1.77,240.0,20.99,1.66,646.08,8165.2,1356000,100,18990,12314
6841,横河電機(株),1403,1389,1403.0601000000001,1370,1412,1350,2882900,376880,268624510,1.43,20.0,15.71,1.61,89.31,870.79,140300,100,1650,1198
6849,日本光電,2255,2232,2255.0125000000003,2230,2274,2204,598900,202343,89730980,1.55,35.0,16.25,2.03,138.77,1111.99,225500,100,3490,2169
6856,(株)堀場製作所,4100,3975,4099.645,4000,4125,3985,198200,174384,42532752,1.71,70.0,14.41,1.37,284.5,2983.43,410000,100,5410,3675
6861,(株)キーエンス,54310,52610,,52520,54550,52090,381500,3302152,60801921,0.28,150.0,,3.46,,15674.9,5431000,100,70100,51000
6869,シスメックス(株),7310,7260,7310.1262,7300,7460,7190,1350100,1521632,208157632,0.55,40.0,47.71,8.81,153.22,830.08,731000,100,8640,5050
6902,(株)デンソー,5248,5146,5247.3005,5134,5290,5101,2986900,4639593,884068713,2.29,120.0,14.95,1.19,350.99,4426.34,524800,100,6548,5091
6923,スタンレー電気(株),2304,2236,2303.3079000000002,2243,2326,2240,599300,409651,177800000,1.48,34.0,13.77,1.26,167.27,1830.15,230400,100,3160,2221
6952,カシオ計算機(株),2254,2193,2253.9195,2193,2304,2158,4528700,606373,269020914,1.55,35.0,17.85,2.85,126.27,790.93,225400,100,2631,1736
6954,ファナック(株),19665,18750,19664.3124,18610,19745,18220,2516400,4049854,205942215,,,24.12,2.87,815.27,6845.44,1966500,100,28575,18220
6963,ローム(株),6380,5970,6379.6986,6120,6440,6060,844800,723492,113400000,2.04,130.0,22.77,0.91,280.18,7016.14,638000,100,9140,5840
6965,浜松ホトニクス(株),2911,2685,2911.2598,2785,2925,2752,1376400,487680,167529968,1.17,34.0,25.58,2.64,113.81,1102.31,291100,100,3940,2685
6971,京セラ(株),5787,5565,5786.399000000001,5481,5820,5406,2529700,2185279,377618580,1.73,100.0,17.69,0.89,327.1,6499.44,578700,100,7207,5045
6981,(株)村田製作所,16955,15330,16951.0801,16520,17350,15515,3254700,3819344,225263592,1.18,200.0,19.61,3.1,864.41,5469.63,1695500,100,22220,12520
6988,日東電工(株),8105,7418,8104.235399999999,7510,8105,7500,2385500,1408312,173758428,1.6,130.0,15.09,2.13,537.06,3807.1,810500,100,10435,6427
7003,三井造船(株),182,176,182.0256,177,184,176,8180000,151240,830987176,1.65,3.0,11.32,0.63,16.08,287.38,182000,1000,237,170
7011,三菱重工業(株),566,557,566.2325999999999,561,572,549,27719000,1910497,3373647813,2.12,12.0,14.62,1.04,38.73,542.36,566300,1000,805,546
7012,川崎重工業(株),449,430,448.9309999999999,434,454,426,21359000,750192,1670805320,2.67,12.0,10.87,1.75,41.3,256.87,449000,1000,647,423
7013,(株)ＩＨＩ,371,361,370.9636,364,375,363,19880000,573863,1546799542,1.62,6.0,14.68,1.68,25.27,220.68,371000,1000,628,351
7014,(株)名村造船所,837,792,837.0959999999999,801,841,795,573900,57770,69020051,2.39,20.0,15.6,0.53,53.66,1573.35,83700,100,1339,771
7177,ＧＭＯクリックホールディングス(株),700,666,,668,708,668,77500,80465,114950126,,,,3.69,,189.63,70000,100,1419,620
7201,日産自動車(株),1073,1020,1073.4176,1027,1076,1027,22916100,4852988,4520715112,3.91,42.0,9.28,0.91,115.67,1176.56,107350,100,1350,963
7202,いすゞ自動車(株),1368,1319,1367.4164,1329,1376,1311,4980700,1160642,848422669,2.34,32.0,10.36,1.48,131.99,926.25,136800,100,1824,1294
7203,トヨタ自動車(株),6920,6725,6921.1032,6825,6980,6789,17627400,23652543,3417997492,,,9.68,1.21,714.99,5741.66,692000,100,8783,6650
7205,日野自動車(株),1271,1216,1271.635,1222,1283,1217,4444100,730292,574580850,3.15,40.0,9.85,1.71,129.1,742.8,127100,100,1916,1203
7211,三菱自動車(株),925,871,925.288,880,932,876,8822200,909887,983661919,1.73,16.0,9.1,1.36,101.68,682.3,92500,100,1168,871
7240,ＮＯＫ(株),2828,2749,2828.928,2775,2870,2757,829700,489636,173138537,,,11.12,1.13,254.4,2499.12,282800,100,4395,2692
7242,ＫＹＢ,350,345,350.0172,347,355,342,1954000,90120,257484315,3.14,11.0,9.72,0.52,36.01,671.39,350000,1000,519,338
7245,大同メタル工業(株),1027,1001,1027.6092,1005,1043,999,192700,46171,44956853,2.53,26.0,7.72,0.94,133.11,1096.86,102700,100,1359,980
7248,カルソニックカンセイ(株),788,750,788.352,757,792,755,1189000,215314,273241631,1.27,10.0,9.6,1.04,82.12,759.91,788000,1000,984,600
7259,アイシン精機(株),4310,4165,4310.6278,4160,4330,4135,1640300,1270048,294674634,2.32,100.0,12.19,1.03,353.62,4164.9,431000,100,5890,3990
7261,マツダ(株),2032,1934,2032.6824,2000,2063,1950,10651700,1218947,599875479,1.48,30.0,8.68,1.35,234.18,1503.91,203200,100,2910,1881
7262,ダイハツ工業(株),1467,1437,1467.0318,1438,1469,1419,3133800,626589,427122966,,,10.42,1.02,140.79,1442.33,146700,100,1853,1415
7267,ホンダ,3671,3550,3670.38,3582,3689,3520,8800200,6650659,1811428430,2.4,88.0,12.6,0.87,291.3,4221.25,367150,100,4499,3420
7269,スズキ(株),4038,3812,4037.4931,3834,4038,3827,2625200,2265509,561047304,0.67,27.0,20.59,1.5,196.09,2696.62,403800,100,4780,3412
7270,富士重工業(株),4059,3802,4059.296,3992,4110,3853,7549600,3177653,782865873,,,9.4,2.91,431.84,1393.99,405900,100,4828,3669
7272,ヤマハ発動機(株),2231,2148,2230.9125,2186,2260,2170,3524800,780620,349896784,1.97,44.0,10.25,1.53,217.65,1454.59,223100,100,3245,2108
7276,(株)小糸製作所,3825,3735,3824.4525,3770,3885,3755,1029500,615020,160789436,,,16.61,2.27,230.25,1683.8,382500,100,5040,3420
7278,(株)エクセディ,2666,2595,2665.953,2596,2690,2580,142300,129551,48593736,2.63,70.0,12.19,0.81,218.7,3305.07,266600,100,3310,2523
7279,(株)ハイレックスコーポレーション,3550,3500,3551.3625,3500,3625,3495,20300,135669,38216759,1.45,51.5,8.75,0.96,405.87,3702.04,355000,100,4310,3205
7280,(株)ミツバ,2061,1971,2062.124,2011,2083,1975,281200,93944,45581809,0.68,14.0,7.1,1.15,290.44,1799.37,206100,100,3575,1863
7282,豊田合成(株),2319,2256,2318.8545,2265,2338,2252,301700,301493,130010011,2.41,56.0,13.05,0.95,177.69,2452.04,231900,100,3150,2218
7296,(株)エフ・シー・シー,1786,1812,1785.9428999999998,1812,1815,1774,656200,94022,52644030,2.24,40.0,13.79,0.76,129.51,2347.57,178600,100,2267,1755
7309,(株)シマノ,14730,13990,14729.9985,14150,14780,14080,661500,1365766,92720000,1.05,155.0,22.95,3.8,641.83,3875.66,1473000,100,19360,13240
7313,テイ・エス　テック(株),3100,3075,3101.6608,3100,3145,3050,321300,210800,68000000,2.13,66.0,9.17,1.09,338.24,2837.65,310000,100,3785,2551
7420,佐鳥電機(株),865,808,865.3057,830,871,820,59100,15524,17946826,3.7,32.0,9.59,0.44,90.23,1976.29,86500,100,975,737
7451,三菱食品(株),2391,2367,2390.9741999999997,2365,2399,2343,85300,138978,58125490,1.76,42.0,12.42,0.97,192.51,2455.53,239100,100,2918,2343
7453,(株)良品計画,25020,24150,25020.600000000002,24630,25120,24200,503600,702512,28078000,0.86,215.0,33.0,5.13,758.2,4877.01,2502000,100,29040,12470
7458,(株)第一興商,4365,4255,4364.7096,4300,4395,4290,43100,253279,58025000,2.29,100.0,19.02,2.32,229.48,1885.45,436500,100,5030,3120
7459,(株)メディパルホールディングス,2008,1973,2007.768,1973,2028,1964,1136100,491005,244524496,1.2,24.0,17.76,1.15,113.05,1739.01,200800,100,2388,1319
7483,(株)ドウシシャ,2060,2019,2059.4359,2026,2083,2026,115800,76994,37375636,1.94,40.0,14.89,1.34,138.31,1539.05,206000,100,2350,1606
7518,ネットワンシステムズ(株),701,664,701.1584,670,707,670,987200,60286,86000000,4.28,30.0,17.96,1.07,39.04,656.99,70100,100,955,660
7520,(株)エコス,1111,1090,1111.509,1096,1143,1077,101900,11267,10140917,1.35,15.0,9.45,1.39,117.62,798.31,111100,100,1360,875
7532,(株)ドンキホーテホールディングス,4645,4490,4644.6422,4535,4670,4515,779800,733534,157918960,0.43,20.0,31.37,3.45,148.06,1344.64,464500,100,5830,3875
7593,ＶＴホールディングス(株),673,650,673.1575000000001,650,677,650,433600,80343,119381034,2.67,18.0,16.85,2.56,39.95,262.41,67300,100,870,440
7595,(株)アルゴグラフィックス,1669,1629,1669.8288,1642,1686,1640,25300,18545,11111400,3.59,60.0,9.93,0.88,168.16,1887.03,166900,100,2069,1611
7606,(株)ユナイテッドアローズ,4670,4470,4669.1775,4515,4685,4515,169200,176526,37800000,1.67,78.0,19.89,4.75,234.75,983.83,467000,100,5200,3075
7611,(株)ハイデイ日高,2849,2823,2849.3348,2848,2865,2823,23500,57177,20068980,1.26,36.0,22.36,3.3,127.43,862.49,284900,100,3321,2705
7628,(株)オーハシテクニカ,1366,1353,1365.7826,1350,1395,1348,13400,22184,16240040,2.78,38.0,7.43,0.87,183.82,1563.87,136600,100,1770,1248
7649,スギホールディングス(株),5570,5510,5571.0576,5560,5660,5510,276400,352753,63330838,0.72,40.0,25.56,2.77,217.96,2013.38,557000,100,6750,4820
7701,(株)島津製作所,1675,1647,1675.0944,1650,1685,1633,2911000,495918,296070227,0.84,14.0,23.52,2.33,71.22,719.93,1675000,1000,2115,1145
7731,(株)ニコン,1516,1483,1515.8286999999998,1497,1527,1466,5258000,607732,400878921,1.06,16.0,30.07,1.05,50.41,1444.27,151600,100,1809,1383
7741,ＨＯＹＡ(株),4496,4354,,4372,4524,4372,2033000,1914533,425782920,,,,3.27,,1376.68,449650,100,5434,3904
7751,キヤノン(株),3595,3551,3594.4074,3590,3620,3523,7486300,4794880,1333763464,,,16.02,1.22,224.37,2950.15,359500,100,4539,3522
7752,(株)リコー,1158,1146,1157.595,1127,1169,1092,15961800,862608,744912078,3.02,35.0,10.11,0.71,114.5,1630.7,115800,100,1380,1092
7832,(株)バンダイナムコホールディングス,2680,2594,2680.6728,2598,2691,2567,1667800,594960,222000000,0.9,24.0,19.63,1.91,136.56,1399.48,268000,100,3025,2085
